Witness Weight,Time (ns)
0,296672800
2,296908700
5,297003000
9,883916300
14,1511097900
20,1511486400
27,1513312300
33,1924872300
41,1925056500
50,1925176900
60,2285442700
71,2285681200
83,2842238400
96,2842366100
110,2844392300
125,3603345100
141,3603525800
158,3603684400
176,4241870000
183,4307555000
202,4309822100
222,4310018200
243,4310176000
265,4762901000
288,4777999800
296,5112813700
320,5113026500
345,5113170900
371,5113220000
398,5156522100
426,6043370900
455,6043849700
485,6172583500
516,6172983800
548,6173660900
581,6314282900
615,6561019400
650,7260276900
686,7260497300
723,7417441300
761,7526179600
770,8272976800
809,8273225300
849,8275686200
859,8277393700
870,8357021800
911,8358024700
953,8840007400
996,8840195200
1040,9121352500
1085,9123670400
1131,9124261200
1178,9918692500
1226,9919166000
1275,10010249900
1325,10063851000
1376,10323138900
1428,10323320300
1481,11663231400
1535,11663628700
1590,11666541900
1646,11668922000
1703,11747286300
1761,11805527200
1820,12243281000
1880,12243968300
1941,12244438900
2003,12244673200
2066,12894843300
2130,13418891800
2195,13433961500
2261,13649508600
2328,13988975600
2396,14078059200
2408,14078210600
2421,14236988200
2490,15170127300
2560,15170921900
2631,15171840900
2703,15705792300
2776,15706051300
2850,15706270200
2925,15706452000
3001,15706764600
3078,15706869100
3092,15707187400
3170,15707498400
3249,15880798500
3329,15881043300
3410,17305883700
3492,17306408100
3575,17306827400
3659,17307238100
3744,17307579700
3830,17307952700
3917,17308291500
4005,17320735700
4094,17321292000
4184,18146811400
4275,18148079200
4367,18744447700
4460,20019792900
4554,20020769500
4649,20022146900
4745,20022575100
4842,20023642000
4940,20081195000
5039,20081571000
5139,20763161000
5240,20763472100
5342,20865279400
5445,20868447800
5549,20869454300
5654,20869740400
5760,21265960500
5867,21609852400
5882,22280804100
5898,22284539300
6006,22369867700
6115,22370189800
6225,22370358800
6336,24402615400
6448,24403390800
6561,24403739600
6675,24404089800
6790,24404955400
6906,24405378400
7023,24405847300
7141,24406211100
7260,24406630500
7380,24406978800
7501,25552016000
7623,25552788600
7746,25553136100
7870,26452110300
7995,26457794600
8121,26796885600
8248,27995793200
8376,27998125400
8505,28678533100
8635,28689253700
8766,28965735100
8898,28967114200
9031,28971144400
9165,31134907900
9300,31148857200
9436,31255643600
9573,31536282800
9711,31542232200
9850,31542659200
9990,31542960400
10131,31558728800
10273,32649237400
10416,32649810800
10560,32650057900
10705,32650513300
10851,32687412600
10998,32690087200
11146,33125877700
11295,33172708400
11445,33394779600
11596,33466490100
11748,33467437800
11901,33467898300
12055,34651010600
12210,34651389400
12366,34651724600
12523,34652063000
12681,35312384700
12698,36905282800
12716,37226257300
12875,37226687100
13035,37791934300
13196,37793862800
13358,37805619300
13521,37806628500
13685,42012825400
13850,42013314500
14016,42314224800
14183,42315173500
14351,42316622000
14520,42320390800
14690,42320790700
14861,42321623800
14880,44288308900
14900,44336730500
14921,44450548800
14943,45225115000
14966,45506454500
15138,45508444700
15311,45510588600
15485,45511796100
15660,48569714300
15836,48581087500
16013,48723579700
16191,48724052200
16370,48724406200
16550,48724721600
16731,48727201300
16913,48727697800
17096,48975739900
17280,48976023900
17465,50125919200
17489,50537119500
17675,50543072200
17862,50547295800
18050,50549768000
18239,50551471400
18429,50552335600
18620,51108454500
18812,51109090600
18837,52433182600
19030,52437494800
19224,52438710300
19419,53024865900
19615,53274840800
19812,53275359100
20010,53275764900
20209,54690312900
20235,55856004900
20435,56421730900
20636,56423570900
20838,56465944600
21041,57986028600
21245,57988199300
21450,57988797900
21656,57992008700
