Witness Weight,Time (ns)
0,1568584300
2,1569047400
5,2006586200
9,4588615000
14,5996297900
20,9125040300
27,10568563000
35,10569202100
44,10569463600
54,11982057900
65,11985102300
77,14299591200
90,14299749200
104,16756848400
119,16761008400
135,16761162000
152,16772460100
170,22211709000
189,25310510400
209,26752592000
230,30934203600
252,30934477300
275,30935371400
299,32909913200
324,32966478700
350,34738283500
377,34738354100
405,35014886300
434,41054978700
464,41055358600
495,41056557700
527,41056716100
560,42391725500
594,42392521500
629,42393498100
665,42393809400
702,48599803500
740,50390570800
