Witness Weight,Time (ns)
0,240878000
2,601539900
5,602440200
8,830467000
11,868869600
14,2926349500
18,2926541100
23,4313331500
27,4314459500
33,4467544100
39,4467681700
46,4482124500
51,7523072200
57,9027151900
64,9027860700
72,9045976600
79,9778077600
87,9891398100
91,10273355400
95,10285301400
100,10925990300
105,12366227400
113,13117690700
122,15835476300
128,15971350600
138,23096804000
145,25322539000
153,25324518100
162,25868605900
172,25875615700
183,25875722400
195,28962017300
204,28962237700
214,31812721600
223,31814828300
233,32533565500
239,33189727600
250,33423857800
261,33423922300
273,33424111600
286,33424412200
298,36998994600
305,39104367000
313,44346654800
327,44633349600
340,44634252100
355,46234983200
368,46235345500
382,46235879200
397,50957644400
411,50957774700
426,51585529900
435,51585998300
445,51598023600
456,51598498400
468,51598904800
481,55336005200
492,55336293500
504,55336532000
517,56224559800
533,57247286300
550,61304099500
564,61377774000
580,61377884100
597,61377975700
