Witness Weight,Time (ns)
0,2729330500
2,10776062500
5,15433634200
8,15992402800
11,15992583300
15,15993857500
19,19545051400
23,20586246900
28,20586370000
34,31348034400
39,31349547600
46,31349716300
54,31349883700
59,31350016800
65,31350085300
72,31350370300
80,31350567200
89,37143341000
98,37143655700
108,37143781300
119,37193426800
125,38434579800
137,48287681600
150,50977952600
164,50978135000
179,50978260900
195,58389791900
202,58751241000
212,58751281400
223,67132148100
240,67161019500
258,68863336500
