Witness Weight,Time (ns)
0,415846200
2,1645151300
5,4418872700
9,8435147800
14,10382188200
19,10761658800
25,10762033500
32,10778701200
40,10831341200
49,11543714300
59,11614956900
70,11713655400
81,11777712400
87,12833975100
99,14206455900
112,15596374700
124,16842664900
138,18162562200
153,18725702600
166,18759659200
182,19484628400
199,19935287900
217,20267170500
236,21976153100
243,22491099300
263,22511660600
284,23461332700
306,23526548400
329,23706654900
353,24009835900
361,25347352000
370,25402090300
380,27689275100
391,27752081800
403,30102329600
416,31624444900
430,31763710400
455,35389301500
470,36070466000
484,36135364500
499,36137306000
515,40899816800
531,42445418700
557,42893002100
574,44531891200
592,46441127700
619,46442330800
647,47034448900
676,47085164300
706,47206302300
723,49547329400
754,49552196300
772,49934493800
791,52212046900
823,57500648500
