Witness Weight,Time (ns)
0,1743707900
2,2241549900
5,2414972900
9,2765220300
14,5007984500
20,5008529200
27,5008858400
35,6423188900
44,6425973900
54,6426351000
65,6426540800
77,11872466000
80,11876662700
93,15220202600
107,15220268000
122,15221491600
138,15222597200
144,16849621100
161,19849764100
179,20090785100
192,21871348900
211,22499797000
231,22502360000
252,22503627500
274,27896537400
297,28329685400
321,28330524900
346,28331757100
372,28370734100
399,28372091500
427,28373488300
456,28374341400
486,28374837000
517,30191171800
549,30761965200
582,30762186800
588,30762575000
622,30763045700
657,39272772700
693,39278638100
730,40493161500
739,40783868000
749,40784087100
787,40784430500
826,40784536100
840,48039513000
844,48283823600
849,49437964700
853,53124844800
860,53481445900
900,53481749700
941,53482425700
983,53485090200
1026,53486156700
1070,53488370100
1115,53489440900
1161,53492232100
1208,53492623900
1256,53493426800
1305,53493679100
1355,55871993200
1406,57970592900
1458,57970810500
1511,57971001200
1565,57974786100
1620,57974976600
1676,57975562400
