Message ID,Issuance Time (unix),Confirmation Time (ns),Weight,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685364555,440496800,14,1,8,792549700
3,1685364555,509811800,14,2,12,1025049000
1,1685364555,673069700,20,3,12,1025069600
1,1685364555,766960400,27,4,14,1118962400
4,1685364555,545564600,14,5,15,1131583300
3,1685364555,616368700,20,6,15,1131588900
1,1685364555,779592700,30,7,15,1131592300
3,1685364555,667195000,27,8,17,1182417400
1,1685364555,830422700,38,9,17,1182422400
6,1685364555,541821600,14,10,20,1227444100
4,1685364555,641432800,20,11,20,1227448800
3,1685364555,712231300,30,12,20,1227451500
1,1685364555,875455100,42,13,20,1227454600
8,1685364555,514205300,14,14,22,1306543700
6,1685364555,620928800,20,15,22,1306549300
4,1685364555,720536600,27,16,22,1306552900
3,1685364555,791335500,38,17,22,1306555600
1,1685364555,954561100,51,18,22,1306560400
8,1685364555,534329400,20,19,23,1326667600
6,1685364555,641052400,27,20,23,1326672800
4,1685364555,740659700,35,21,23,1326675700
3,1685364555,811458500,47,22,23,1326678600
1,1685364555,974682100,61,23,23,1326681700
6,1685364555,641187600,31,24,23,1326808400
4,1685364555,740795200,40,25,23,1326811000
3,1685364555,811593200,53,26,23,1326813100
1,1685364555,974815800,68,27,23,1326815100
12,1685364556,728259100,14,28,32,1752852100
8,1685364555,960521800,23,29,32,1752860400
6,1685364555,1067242900,34,30,32,1752863100
4,1685364555,1166853100,44,31,32,1752868900
3,1685364555,1237655900,58,32,32,1752875800
1,1685364555,1400881600,74,33,32,1752881400
1,1685364555,1401038900,85,34,32,1753038600
1,1685364555,1401231700,89,35,32,1753232900
15,1685364556,622855000,14,36,33,1753615000
12,1685364556,729031600,20,37,33,1753622500
8,1685364555,961290500,30,38,33,1753626500
6,1685364555,1068009100,42,39,33,1753629500
4,1685364555,1167619200,53,40,33,1753635300
3,1685364555,1238418700,68,41,33,1753639300
1,1685364555,1401643500,94,42,33,1753642800
8,1685364555,961538200,38,43,33,1753874400
6,1685364555,1068257200,51,44,33,1753877400
4,1685364555,1167864800,63,45,33,1753880800
3,1685364555,1238663200,79,46,33,1753883200
1,1685364555,1401886100,106,47,33,1753885700
8,1685364555,962221000,41,48,33,1754565300
6,1685364555,1068952800,55,49,33,1754573500
4,1685364555,1168562400,68,50,33,1754578200
3,1685364555,1239361400,85,51,33,1754581500
1,1685364555,1402584300,113,52,33,1754584100
8,1685364555,974497100,44,53,34,1766834800
6,1685364555,1081219400,59,54,34,1766839800
4,1685364555,1180826900,73,55,34,1766842900
3,1685364555,1251625500,91,56,34,1766845700
1,1685364555,1414848800,120,57,34,1766848500
20,1685364556,539649800,14,58,35,1767080900
