Witness Weight,Time (ns)
0,4554795500
2,4555603000
5,4557577400
9,4558880900
14,4559095800
20,4559341600
27,4559460800
35,4559603900
44,14607872900
54,18287390400
65,18289169900
77,23531699600
90,23732950400
104,23733035800
119,23733304000
135,23734106700
152,23735186800
170,23736442800
189,23736528800
209,23736821900
230,23736971600
252,23737141800
275,23737402700
299,23737595400
324,23737759800
350,23737992600
377,26406120200
390,34308439800
418,34308658400
447,34308828000
477,34309016700
508,34309288300
540,34310280200
573,34310487600
607,34310783300
642,34311723000
678,34405684900
715,34405940200
753,34406115900
792,34406282600
832,34411922800
873,37725761200
915,37726030900
958,37726748500
1002,38367966300
1047,38368111400
1093,46613329200
1140,46618557800
1188,47480768700
1237,47481080700
1287,47482234500
1338,47482532700
1390,47482806100
1443,47483054000
1497,49807627000
1511,53327998800
1566,53328938300
1622,53329646600
1679,56539552100
1737,56540687700
1796,56541756700
1856,59370111400
1917,59370374000
1979,59370633100
2042,59370737500
2106,59370968600
2171,59371471100
2237,59371669100
2304,59371797400
2372,59372179900
2441,59373641100
2511,59428741200
2582,59824243900
2654,59824371100
