Witness Weight,Time (ns)
0,297741800
2,2503052000
5,2503234400
9,2625196500
14,2625554100
20,2626089000
27,4771450800
35,5530491200
44,5531239600
54,5625231500
65,6186108500
77,6318347000
90,7240026000
104,7799111900
119,7810628300
135,8469286300
152,9432050400
170,10382225200
189,12618782500
209,17489117800
230,19990773800
252,19991291400
275,21281285900
299,22385104900
324,22590277500
350,23709206100
377,24456303500
405,24456667600
434,24836580800
464,31091993000
495,31141190400
527,34786844900
560,38408829700
594,38410430000
629,38500481800
665,39839840500
702,41797090500
740,41812706200
779,42116502200
819,42904403000
860,47962379800
902,49143065600
945,49144318600
989,52457266400
1034,54383893500
