Witness Weight,Time (ns)
0,175900
2,328500
5,648800
9,1065300
14,2290800
20,1208443600
27,1208774800
35,1210098500
44,1210313100
54,1210576700
65,1210721600
77,1210856300
90,1210940200
104,1211134200
119,1211806600
135,1345442400
152,1916470100
170,2057672100
189,2058421400
209,2059203400
230,2059482300
252,2061581400
275,2397828600
299,3476179600
324,4281742900
350,4439224100
377,4441240600
405,4487602500
434,4971162000
464,4971503200
495,4971940400
527,4972187500
560,4972408200
594,4978193700
629,4983072300
665,5570790500
702,6349866000
740,6352270700
779,6357212500
819,6645487600
860,6646697800
902,6647170400
945,6765452400
989,6767709100
1034,6778234700
1080,7355994200
1127,7357829800
1175,7369896000
1224,7429379300
1274,7429515700
1300,7432033200
1327,7435997500
1378,7544343100
1430,7549074700
1483,7671436300
1537,7671885000
1592,7672649200
1648,7847944500
1705,7848234100
1763,7848629200
1822,7930996100
1882,8118224200
1943,8386034200
2005,8390747200
2068,8880790700
2132,9017933700
2197,9101764500
2263,9102140500
2330,9163112800
2398,9166100500
2467,9234606900
2537,9315264900
2608,9529058900
2680,9886415000
2753,9994027000
2827,10004501800
2902,10078915700
2978,10079454700
3055,10360496300
3133,10681166400
3212,10685735400
3292,10687000500
3373,10689073200
3455,10692278900
3538,11057806600
3622,11405646000
3707,11405989100
3793,11406450300
3880,11406869000
3968,11568301600
4057,13288905000
4147,13622443700
4238,14213476900
4330,14213855200
4423,14214538400
4517,14214767800
4612,14215024700
4708,14215388500
4805,14221949800
4903,14222373000
5002,14222564400
5102,14222869000
5203,14223399100
5305,14387577900
5408,14676650200
5512,14679487400
5540,14680746100
5645,14787258400
5751,14789948000
5858,14790941600
5966,14958631400
6075,15022845500
6185,15034125700
6296,15034538200
6408,15091144600
6521,15091907600
6635,15459776700
6750,15460160100
6866,15827000400
6983,15867088900
7101,16032222600
7220,16034238300
7340,16034896900
7461,17300095200
7583,17305517200
7706,17307846400
7830,17309683900
7955,17310623700
8081,17311031100
8208,17311391800
8336,17311722100
8465,17312040000
8595,17312380100
8726,17312707800
8858,17534032900
8991,17534564100
9125,17534976600
9260,17535339200
9289,17550344700
9425,17551006700
9562,17551377200
9700,20193264000
9839,20194691000
9979,20195205500
10120,21993019300
10262,21994672600
10405,22090105000
10549,22092597400
10694,22300473300
10840,22308727300
10987,22310771600
11135,22311950500
11284,22314226900
11434,22317135900
11585,23307003500
11737,23307480700
11890,23390435100
12044,23585734200
12199,23586101200
12355,23586394600
12512,23586692800
12670,23586969100
12829,25102410700
12989,25606854700
13150,26015860700
13312,26016774100
13475,26017229400
13639,26018898000
13804,26022395700
13970,26423817400
14137,26424258600
14305,26424639100
14474,26424945000
14644,26425390500
14815,26425710800
14987,27385706700
15160,27734130300
15334,27734613700
15509,28371343300
15685,28372273600
15862,28372961200
16040,28373359900
16219,28373782900
16399,28374117500
16580,28374448400
16762,28374817800
16945,28375154200
17129,28375436100
17314,28376149700
17500,28377789900
17687,28378685400
17875,28379281900
18064,28379876300
18254,28631429600
18445,28631946300
18637,28632359100
18830,28632816900
19024,28633149300
19219,30805929400
19415,30808234800
19612,33371208000
19810,33372678500
20009,36377495900
20209,36977056500
20410,38989187800
20612,39395637500
20815,39396210200
21019,39874536800
21224,39898221600
21430,39899058800
21637,39926277300
21845,39965422800
22054,39966054200
22264,39967097800
22475,39978329800
22687,39980279200
22900,40106581600
23114,40107198600
23329,40107965400
23545,40109624800
23762,40110421000
23980,40111147500
24199,51164837100
24229,51897537300
24449,51898053400
24670,52447564700
24892,52694475300
25115,52698362400
25339,52708238500
25564,52709592900
25790,52710758900
26017,53158724000
26245,53169551200
26474,53174937100
26704,53177165300
26935,53400345200
27167,55644563300
27400,56229144400
27634,56230536700
27869,56234342200
28105,56234972100
28342,56236241300
