Witness Weight,Time (ns)
0,603201800
2,2976039100
5,3525581800
8,5966397700
12,13743289400
16,16835789100
21,17153783400
27,18498383800
32,21154340300
38,21554990300
45,25367953000
52,26964831800
60,28001268400
69,28786512400
79,29033748700
90,29221672700
98,29282916600
110,29452150800
123,29871813400
132,30240721200
142,30985501200
156,34658389100
167,35749787500
182,36216510800
198,37809570600
215,40421805100
233,46863322600
252,47583604100
264,47756158600
284,49268326500
297,54873376900
318,54973248900
