Witness Weight,Time (ns)
0,337204100
2,1187811700
5,1648203000
9,2526085300
14,3602290800
20,5438874900
27,5449829600
35,8348838400
44,8349038900
53,8373607300
63,11380590500
74,11845085900
85,13544592600
96,13544651600
108,13544963400
121,13545125400
135,13545306500
147,18401672600
162,18409826800
174,21036132200
190,21039005400
206,21303911300
216,21364467600
233,21364700400
251,21370746200
270,21373268300
290,21373702400
307,21376291700
320,21410077900
333,21448325100
354,21448600500
376,21448849200
399,21449097000
423,21504435300
448,21504840100
474,21952347800
485,23798429600
512,24325858000
540,25132139700
553,25132289600
567,25132470400
596,25276526300
625,26335028400
655,26335279600
686,26335489800
718,26339202000
751,26339425000
785,26966600900
820,26982209900
832,32234874100
845,32243902500
881,34559668000
918,36038154100
936,36038277100
974,36038606900
1013,36663040300
1027,36663247500
1042,37899804100
1058,37900141300
1075,38071693700
1090,40192552600
1120,40194934400
1160,40195468800
1201,40196643300
1243,40429106300
1261,40439476100
1275,40444526200
1318,40449045900
1337,40452894200
1356,42516055900
1400,42516301900
1445,42524397100
1491,42525327600
1538,42525816400
1586,43242576300
1635,43489611300
1685,43489838900
1736,43491058300
1788,43761265100
1808,43762400100
1861,43818075800
1876,44448405200
1897,44523719900
1951,45282484900
1967,45687263500
2022,48794984600
2038,48817606300
2060,51059949400
2083,51060156200
2107,57760718000
2123,59865440800
