Witness Weight,Time (ns)
0,1423706500
2,1437735200
5,3307662200
9,3320811900
13,3322415400
18,3606320600
24,3606591300
31,6174026200
39,6174188500
48,6174332300
58,6174489000
69,6174609200
81,6174758900
94,10903583000
108,10903765800
123,10908049000
139,11945130400
156,11945284700
174,19981609100
193,20040641500
198,21525106900
218,21525368300
239,21525517800
261,21525588800
284,21525791600
308,21525944900
333,21526102100
359,21526340300
386,21526536900
414,21526669100
443,21526818000
473,24602016000
504,24659392300
536,24659737100
569,24660721600
603,24661936800
638,24707963300
674,24708302500
711,25625845500
717,26926657800
755,26930140000
794,26930565900
834,26930829800
875,26930996900
917,26933487500
960,26933772700
1004,29105184900
1049,29118574700
1056,29419385900
1102,29741016200
1149,29742983600
1197,29743868200
1246,29745151000
1296,29746639300
1347,29902215600
1399,29902649700
1452,29902832800
1506,29903076800
1561,29903373300
1617,29904158400
1674,29904304800
1682,29905621400
1740,33616362000
1799,33616576200
1859,35571523600
1920,38675998900
1982,38676261900
2045,38676463400
2109,38676635200
2174,38676748900
2240,38677040500
2307,38995752700
2375,38996079100
2444,38996232800
2514,38996368900
2585,43896885100
2657,43897505900
2730,43898029900
2804,43900378100
2879,43900720900
2888,43901066400
2898,43901944900
2974,43911165200
3051,45802065800
3129,45803650600
3208,45804423100
3288,45804662500
3369,50207474000
3380,51523521900
3392,52146222800
3474,52146797800
3557,52147414700
3641,52147970700
3726,52174523100
3812,52189108800
3899,53037000300
3912,53041014700
3926,53041946600
