UndefinedColor,Blue,Red,Green,ns since start,ns since issuance
0,0,0,0,100681300,0
0,0,0,0,166334500,0
0,0,0,0,266006000,0
0,0,0,0,366612600,0
0,0,0,0,466627300,0
0,0,0,0,565991500,0
0,0,0,0,666687400,0
0,0,0,0,765756000,0
0,0,0,0,867944400,0
0,0,0,0,966056300,0
0,0,0,0,1065780900,0
0,0,0,0,1166022800,0
0,0,0,0,1270411700,0
0,0,0,0,1371710900,0
0,0,0,0,1468475700,0
0,0,0,0,1583328400,0
0,0,0,0,1682577800,0
0,0,0,0,1796897300,0
0,0,0,0,1872550200,0
0,0,0,0,1966464500,0
0,0,0,0,2158051500,0
0,0,0,0,2212100700,0
0,0,0,0,2314231000,0
0,0,0,0,2393638800,0
0,0,0,0,3015355600,0
0,0,0,0,3136661800,0
0,0,0,0,3190409300,0
0,0,0,0,3325303600,0
0,0,0,0,3393148100,0
0,0,0,0,3498461000,0
0,0,0,0,3593619900,0
0,0,0,0,3736952200,0
0,0,0,0,3973594600,0
0,0,0,0,4070161200,0
0,0,0,0,4295737900,0
0,0,0,0,4572010900,0
0,0,0,0,4745655900,0
0,0,0,0,4827749100,0
0,0,0,0,4867992400,0
0,0,0,0,5498851200,0
0,0,0,0,5612725000,0
0,0,0,0,5674294700,0
0,0,0,0,5842687000,0
0,0,0,0,6273491300,0
0,0,0,0,6922637500,0
0,0,0,0,6968271900,0
0,0,0,0,7127315800,0
0,0,0,0,7166953800,0
0,0,0,0,7266480900,0
0,0,0,0,7395437600,0
0,0,0,0,7468105900,0
0,0,0,0,7571548100,0
0,0,0,0,8473770500,0
0,0,0,0,8519796500,0
0,0,0,0,8581357800,0
0,0,0,0,8697133300,0
0,0,0,0,8953273000,0
0,0,0,0,9164406300,0
0,0,0,0,9209119000,0
0,0,0,0,9293408100,0
0,0,0,0,9465554200,0
0,0,0,0,9476168300,0
0,0,0,0,9583469100,0
0,0,0,0,9669724300,0
0,0,0,0,9807051100,0
0,0,0,0,10055063800,0
0,0,0,0,10116794900,0
0,0,0,0,10168558600,0
0,0,0,0,10300484800,0
0,0,0,0,10373429700,0
0,0,0,0,10607772600,0
0,0,0,0,10756811200,0
0,0,0,0,10893258400,0
0,0,0,0,11382729000,0
0,0,0,0,12048989400,0
0,0,0,0,12078938500,0
0,0,0,0,12183231900,0
0,0,0,0,12592669300,0
0,0,0,0,14517939300,0
0,0,0,0,14665432500,0
0,0,0,0,14678595200,0
0,0,0,0,14770410000,0
0,0,0,0,14871472400,0
0,0,0,0,14974684600,0
0,0,0,0,15092559300,0
0,0,0,0,15182856400,0
0,0,0,0,15301745200,0
0,0,0,0,15665671100,0
0,0,0,0,15814416000,0
0,0,0,0,15865768100,0
0,0,0,0,16044872100,0
0,0,0,0,16603852300,0
0,0,0,0,16667953300,0
0,0,0,0,16774787200,0
0,0,0,0,16924470900,0
0,0,0,0,17095348600,0
0,0,0,0,17165642400,0
0,0,0,0,17283965100,0
0,0,0,0,17474233400,0
0,0,0,0,22328760700,0
0,0,0,0,22585979000,0
0,0,0,0,22679046800,0
0,0,0,0,23094713300,0
0,0,0,0,23273284300,0
0,0,0,0,23388891000,0
0,0,0,0,24246679800,0
0,0,0,0,24655329700,0
0,0,0,0,25376610500,0
0,0,0,0,25425409800,0
0,0,0,0,25566591000,0
0,0,0,0,25569901600,0
0,0,0,0,25732786200,0
0,0,0,0,26144938700,0
0,0,0,0,26198068500,0
0,0,0,0,27805182100,0
0,0,0,0,27866912700,0
0,0,0,0,27977077100,0
0,0,0,0,28078227100,0
0,0,0,0,28216747500,0
0,0,0,0,28266033300,0
0,0,0,0,28467252700,0
0,0,0,0,28628107000,0
0,0,0,0,28688257500,0
0,0,0,0,28828218400,0
0,0,0,0,29157652200,0
0,0,0,0,29166324300,0
0,0,0,0,30729396400,0
0,0,0,0,31859441000,0
0,0,0,0,31971829600,0
0,0,0,0,32110856700,0
0,0,0,0,32583956000,0
0,0,0,0,33976380200,0
0,0,0,0,34402655000,0
0,0,0,0,34562768700,0
0,0,0,0,35322777300,0
0,0,0,0,35532112500,0
0,0,0,0,35630136900,0
0,0,0,0,35901511500,0
0,0,0,0,35984761400,0
0,0,0,0,36075234800,0
0,0,0,0,36379122700,0
0,0,0,0,37923256300,0
0,0,0,0,38523804000,0
0,0,0,0,38570783100,0
0,0,0,0,39001918700,0
0,0,0,0,39892092700,0
0,0,0,0,39921537800,0
0,0,0,0,39982354300,0
0,0,0,0,40153379700,0
0,0,0,0,42113693800,0
0,0,0,0,42200412300,0
0,0,0,0,42283521200,0
0,0,0,0,42999869400,0
0,0,0,0,43743942300,0
0,0,0,0,44402312200,0
0,0,0,0,44472353200,0
0,0,0,0,44596023500,0
0,0,0,0,44673240700,0
0,0,0,0,44841418200,0
0,0,0,0,44871776100,0
0,0,0,0,45014395700,0
0,0,0,0,45069502300,0
0,0,0,0,45188132600,0
0,0,0,0,45268562600,0
0,0,0,0,45670610900,0
0,0,0,0,45680023100,0
0,0,0,0,46518242400,0
0,0,0,0,47557539400,0
0,0,0,0,47612831200,0
0,0,0,0,47692386300,0
0,0,0,0,47778888000,0
0,0,0,0,48066236800,0
0,0,0,0,48426150000,0
0,0,0,0,48493403100,0
0,0,0,0,48650532100,0
0,0,0,0,49317379600,0
0,0,0,0,49503393600,0
0,0,0,0,49636005800,0
0,0,0,0,49783822600,0
0,0,0,0,49879119300,0
0,0,0,0,50530715400,0
0,0,0,0,50647828200,0
0,0,0,0,50733341800,0
0,0,0,0,51194245200,0
0,0,0,0,51206136900,0
0,0,0,0,51304629200,0
0,0,0,0,52116295900,0
0,0,0,0,53020753200,0
0,0,0,0,53072158500,0
0,0,0,0,53414438400,0
0,0,0,0,53434397700,0
0,0,0,0,53493591300,0
0,0,0,0,53576964800,0
0,0,0,0,54054808000,0
0,0,0,0,54275321900,0
0,0,0,0,55003031300,0
0,0,0,0,55051552300,0
0,0,0,0,55082813200,0
0,0,0,0,55181812200,0
0,0,0,0,55268878600,0
0,0,0,0,55442004400,0
0,0,0,0,55490634800,0
0,0,0,0,56230636600,0
0,0,0,0,56324257200,0
0,0,0,0,56636151700,0
0,0,0,0,56675444000,0
0,0,0,0,56767772500,0
0,0,0,0,57096182100,0
0,0,0,0,57189093500,0
0,0,0,0,57378941000,0
0,0,0,0,57512407400,0
0,0,0,0,57931118900,0
0,0,0,0,57993757900,0
0,0,0,0,59491151700,0
0,0,0,0,59749119700,0
0,0,0,0,60845510000,0
