Witness Weight,Time (ns)
0,1041655900
2,7305726100
5,7319121800
8,7319426700
12,8163106300
17,8171596200
20,8178225700
24,8178832000
27,8604270300
31,12120743000
35,12132148800
38,13813696500
42,14708168100
45,15146333900
49,16320783200
55,17035285700
59,19753616500
63,21826243400
68,21828418400
72,21849944900
78,22419421600
83,25097412400
87,25097625600
92,26542092500
97,26763578300
104,27320353500
109,30495546800
117,31476929700
122,31585386700
131,31588972600
135,31842777500
141,31843058900
148,31846828200
154,32378368000
158,32504892400
163,32509497800
168,33036885800
175,33038144300
180,33038850100
186,33582988300
191,33593013900
199,33594908300
207,39603993000
213,39604452100
220,40059999600
229,41167494900
235,44342764900
241,44915254100
248,44916162400
258,44916314500
268,44916590700
279,44918240200
287,45026293200
296,45027794200
302,47309980200
308,54461499800
315,55967972600
322,55969364500
330,55969555200
338,55974152200
344,55974611400
352,55974838800
361,57675889500
366,57676127400
372,57676285600
379,57676807300
387,59580745100
