Witness Weight,Time (ns)
0,2175374600
2,2184268500
5,2184494200
9,2691453000
14,2691751400
20,5867546700
27,5885153000
35,7244955900
44,7346960600
54,9183214100
65,9183877800
77,9964465900
90,9965974300
104,9967181600
119,12534105800
135,16649984800
152,16650162200
170,16650345500
189,16650499500
209,16650701900
230,17315864300
252,17316028500
275,17316184000
299,17316354300
324,18059193600
350,18059371100
377,18538445200
405,18539076500
434,21326259700
464,21420557900
495,21420731300
527,21420856100
560,21424884800
594,24009942700
629,24219031200
665,26443158600
702,27239827300
740,27240671600
779,27241249100
819,27241422500
860,27241730300
902,27245350100
945,28690741900
989,28695425700
1034,30674797500
1080,30816531800
1127,31989319300
1175,32706043500
1224,32706597100
1274,33445258200
1325,34060080600
1377,34060273300
1430,34060477100
1484,35393057300
1539,35393758300
1595,35393982200
1652,36981833600
1710,36982319400
1769,36982785000
1829,37319864600
1890,37320235100
1952,37885891000
2015,37886144600
2079,39815361000
2144,41954722200
2210,41954954000
2277,41992061400
2345,45768280900
2414,47632615900
2484,48703317000
2555,48703654400
2627,49532763900
2700,49532970900
2774,55265844900
2849,56752962700
2925,56918092700
3002,57607039700
