Witness Weight,Time (ns)
0,476000800
2,1039318900
5,1039928000
9,4533766900
14,4533951400
20,11433755300
27,13314995400
35,13315243900
44,14414813500
54,14414998500
65,14415142400
77,14415246000
90,14415577700
104,14415996500
119,14416172500
135,19186543400
152,19186602100
170,19186706800
189,19186857200
209,31170508100
230,31170829400
252,31171271400
275,31527745400
299,38278030800
324,38278243100
350,38278436000
377,38278624500
405,39451436100
434,39451618700
464,39453885600
495,40683635700
527,43140180600
560,49315466600
594,52400731900
629,52401104200
665,52401303900
702,52401550200
740,52401780200
779,54063341600
819,55178183000
860,55178760000
902,56008852800
