UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,200530700
1,0,0,0,3,0,0,0,3,330505900
1,0,0,0,4,0,0,0,5,370993700
1,0,0,0,7,0,0,0,9,447190000
1,0,0,0,9,0,0,0,13,550115200
2,0,0,0,11,0,0,0,19,704942200
6,0,0,0,16,0,0,0,27,995721800
8,0,0,0,27,0,0,0,52,1312178700
13,0,0,0,36,0,0,0,63,1441093800
13,0,0,0,36,0,0,0,63,1461173200
14,0,0,0,36,0,0,0,63,1545844000
14,0,0,0,37,0,0,0,63,1656606000
14,0,0,0,37,0,0,0,63,1765241700
20,0,0,0,60,0,0,0,87,1854913600
20,0,0,0,62,0,0,0,88,1947860900
20,0,0,0,62,0,0,0,88,2071990900
24,0,0,0,76,0,0,0,100,2482517700
24,0,0,0,76,0,0,0,100,2484581700
30,0,0,0,91,0,0,0,119,2626432300
30,0,0,0,91,0,0,0,119,2698727200
40,0,0,0,128,0,0,0,163,3155186400
41,0,0,0,131,0,0,0,168,3168071900
42,0,0,0,139,0,0,0,184,3303721600
42,0,0,0,143,0,0,0,199,3512059500
53,0,0,0,166,0,0,0,219,3777132000
54,0,0,0,173,0,0,0,228,4016619700
58,0,0,0,183,0,0,0,240,4094471900
59,0,0,0,185,0,0,0,247,4182681600
64,0,0,0,208,0,0,0,256,4357363200
64,0,0,0,209,0,0,0,257,4465022000
67,0,0,0,219,0,0,0,264,4636254500
67,0,0,0,219,0,0,0,264,4729258300
67,0,0,0,220,0,0,0,277,4776450400
67,0,0,0,220,0,0,0,277,4990931300
67,0,0,0,220,0,0,0,277,5256689400
67,0,0,0,220,0,0,0,277,5272070500
68,0,0,0,221,0,0,0,277,5466574000
68,0,0,0,221,0,0,0,277,5506549100
68,0,0,0,221,0,0,0,277,5546749900
68,0,0,0,221,0,0,0,277,6014380600
68,0,0,0,221,0,0,0,347,6055399400
68,0,0,0,221,0,0,0,347,6165328400
68,0,0,0,222,0,0,0,405,6611056400
68,0,0,0,222,0,0,0,405,6684489100
68,0,0,0,223,0,0,0,405,6806766100
68,0,0,0,224,0,0,0,479,7099327500
68,0,0,0,225,0,0,0,479,7158903100
77,0,0,0,279,0,0,0,505,7314666000
78,0,0,0,280,0,0,0,506,7385339500
78,0,0,0,280,0,0,0,506,7628990000
78,0,0,0,280,0,0,0,506,7641819100
78,0,0,0,281,0,0,0,506,7754243200
78,0,0,0,282,0,0,0,510,9456600500
78,0,0,0,282,0,0,0,510,9823219400
78,0,0,0,282,0,0,0,510,10072033800
78,0,0,0,282,0,0,0,599,10197142900
78,0,0,0,282,0,0,0,599,10317775000
78,0,0,0,282,0,0,0,599,10542874500
78,0,0,0,282,0,0,0,599,10552603100
93,0,0,0,342,0,0,0,773,11030758400
93,0,0,0,342,0,0,0,773,11437680200
93,0,0,0,342,0,0,0,773,11514838300
110,0,0,0,407,0,0,0,885,12655653600
110,0,0,0,407,0,0,0,885,12889623300
110,0,0,0,407,0,0,0,885,12980141800
110,0,0,0,407,0,0,0,885,13089193900
110,0,0,0,408,0,0,0,885,13266676600
110,0,0,0,408,0,0,0,965,13586635800
110,0,0,0,409,0,0,0,965,13848982100
110,0,0,0,409,0,0,0,982,14064164200
110,0,0,0,410,0,0,0,1056,14620296400
110,0,0,0,411,0,0,0,1087,14703992500
110,0,0,0,411,0,0,0,1087,14785628800
110,0,0,0,411,0,0,0,1087,14915335400
110,0,0,0,411,0,0,0,1087,15062066200
110,0,0,0,412,0,0,0,1087,15206040300
110,0,0,0,412,0,0,0,1087,15276508100
110,0,0,0,412,0,0,0,1125,15471375700
117,0,0,0,478,0,0,0,1187,16337565700
117,0,0,0,478,0,0,0,1239,16575902900
118,0,0,0,478,0,0,0,1239,16731491600
118,0,0,0,479,0,0,0,1239,16948934000
118,0,0,0,479,0,0,0,1266,17065823600
118,0,0,0,479,0,0,0,1266,17221900400
127,0,0,0,529,0,0,0,1362,17411600200
127,0,0,0,529,0,0,0,1362,17492432800
127,0,0,0,529,0,0,0,1362,17681329600
127,0,0,0,530,0,0,0,1362,17854117300
127,0,0,0,530,0,0,0,1362,17921027100
127,0,0,0,530,0,0,0,1362,18024347800
136,0,0,0,573,0,0,0,1431,18331331600
143,0,0,0,603,0,0,0,1468,18744536400
143,0,0,0,603,0,0,0,1468,19359579500
143,0,0,0,603,0,0,0,1468,19482609600
143,0,0,0,604,0,0,0,1506,19611515600
143,0,0,0,604,0,0,0,1506,19683232600
152,0,0,0,672,0,0,0,1524,19957720700
152,0,0,0,673,0,0,0,1530,20076858900
152,0,0,0,673,0,0,0,1530,20414330000
157,0,0,0,707,0,0,0,1639,21192948400
157,0,0,0,707,0,0,0,1639,21291304100
160,0,0,0,739,0,0,0,1657,22334545900
160,0,0,0,739,0,0,0,1657,22340281600
160,0,0,0,740,0,0,0,1657,22494102000
160,0,0,0,740,0,0,0,1657,22741517400
160,0,0,0,740,0,0,0,1757,22788629100
160,0,0,0,740,0,0,0,1757,22860699500
165,0,0,0,770,0,0,0,1819,23350926600
166,0,0,0,770,0,0,0,1819,23376590500
166,0,0,0,771,0,0,0,1823,23483577400
166,0,0,0,772,0,0,0,1825,24417961400
166,0,0,0,772,0,0,0,1825,24995587100
166,0,0,0,772,0,0,0,1825,25079399400
166,0,0,0,773,0,0,0,1825,25248163800
166,0,0,0,773,0,0,0,1905,25275631800
170,0,0,0,842,0,0,0,1932,25380429000
