Message ID,Issuance Time (unix),Confirmation Time (ns),Weight,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685359638,46676200,14,1,5,226485100
2,1685359638,362059800,14,2,22,552484400
1,1685359638,372681900,20,3,22,552488600
3,1685359638,373141600,14,4,23,567934500
2,1685359638,377514700,20,5,23,567938100
1,1685359638,388134200,27,6,23,567942000
4,1685359638,359767700,14,7,24,568056900
3,1685359638,373271000,20,8,24,568062500
2,1685359638,377644300,27,9,24,568068000
1,1685359638,388263500,35,10,24,568069800
5,1685359638,341824500,14,11,25,568193800
4,1685359638,359906600,20,12,25,568195700
3,1685359638,373406100,27,13,25,568197100
2,1685359638,377775300,35,14,25,568198600
1,1685359638,388395100,44,15,25,568201300
2,1685359638,408899600,44,16,26,599325200
1,1685359638,419526600,54,17,26,599333100
22,1685359638,74118300,14,18,30,626595300
5,1685359638,400230000,20,19,30,626598700
4,1685359638,418311800,27,20,30,626600800
3,1685359638,431811600,35,21,30,626602700
2,1685359638,436183000,47,22,30,626606400
1,1685359638,446802000,58,23,30,626608200
5,1685359638,464850800,27,24,32,691221400
4,1685359638,482936300,35,25,32,691225500
3,1685359638,496436500,44,26,32,691227700
2,1685359638,500806300,57,27,32,691229800
1,1685359638,511425500,69,28,32,691231700
23,1685359638,125128000,14,29,35,692965200
22,1685359638,140493000,20,30,35,692968300
5,1685359638,466602100,30,31,35,692970700
4,1685359638,484685700,39,32,35,692975400
3,1685359638,498188100,49,33,35,692979200
2,1685359638,502557700,63,34,35,692981000
1,1685359638,513176300,76,35,35,692982300
24,1685359638,131937600,14,36,37,699888000
23,1685359638,132055900,20,37,37,699892000
22,1685359638,147420800,27,38,37,699895900
5,1685359638,473529300,38,39,37,699897800
4,1685359638,491613400,48,40,37,699902700
3,1685359638,505114000,59,41,37,699905200
2,1685359638,509485800,74,42,37,699909600
1,1685359638,520105300,88,43,37,699911600
6,1685359638,542203500,14,44,41,772843100
25,1685359638,226340300,14,45,41,794416800
24,1685359638,226472100,20,46,41,794420500
23,1685359638,226586500,27,47,41,794422400
22,1685359638,241949000,35,48,41,794424100
5,1685359638,568057100,47,49,41,794425600
4,1685359638,586138100,58,50,41,794427200
3,1685359638,599637600,70,51,41,794428700
2,1685359638,604007700,86,52,41,794431000
1,1685359638,614626500,101,53,41,794432800
5,1685359638,581793000,54,54,42,808165200
4,1685359638,599882500,66,55,42,808173500
3,1685359638,613384800,79,56,42,808177500
2,1685359638,617755800,96,57,42,808179500
1,1685359638,628403200,112,58,42,808209600
25,1685359638,241455200,17,59,42,809530800
24,1685359638,241585400,24,60,42,809533800
23,1685359638,241699600,32,61,42,809535500
22,1685359638,257062100,41,62,42,809537200
5,1685359638,583170400,57,63,42,809538800
4,1685359638,601251400,70,64,42,809540500
3,1685359638,614750900,84,65,42,809542000
2,1685359638,619121200,102,66,42,809548800
1,1685359638,629744500,119,67,42,809550700
25,1685359638,256334300,20,68,43,824411700
24,1685359638,256467200,28,69,43,824416000
23,1685359638,256582300,37,70,43,824418400
22,1685359638,271945500,47,71,43,824420700
5,1685359638,598056100,64,72,43,824424700
4,1685359638,616138600,78,73,43,824427800
3,1685359638,629638400,93,74,43,824429600
2,1685359638,634011100,112,75,43,824434900
1,1685359638,644630700,130,76,43,824437700
4,1685359638,649461400,89,77,45,857754300
3,1685359638,662969100,105,78,45,857761900
2,1685359638,667340600,125,79,45,857764000
1,1685359638,677959600,144,80,45,857765900
5,1685359638,638331200,74,81,45,864701900
4,1685359638,656416100,92,82,45,864705300
3,1685359638,669916100,109,83,45,864708700
2,1685359638,674287300,130,84,45,864710900
1,1685359638,684906800,150,85,45,864713100
7,1685359638,679434700,13,86,50,922205700
6,1685359638,691573500,19,87,50,922209200
9,1685359638,666240800,12,88,52,968595100
7,1685359638,725829100,18,89,52,968598500
6,1685359638,737965000,25,90,52,968600500
30,1685359639,358570800,14,91,55,985108200
25,1685359638,417037400,26,92,55,985112200
24,1685359638,417165700,35,93,55,985115700
23,1685359638,417283500,45,94,55,985119500
22,1685359638,432652400,56,95,55,985127700
5,1685359638,838062800,78,96,62,1064433200
4,1685359638,856148100,97,97,62,1064437300
3,1685359638,869648300,115,98,62,1064439500
2,1685359638,874018600,137,99,62,1064442100
1,1685359638,884639900,158,100,62,1064447800
8,1685359638,789379700,14,101,62,1064582200
25,1685359638,496520100,33,102,62,1064594700
24,1685359638,496650000,43,103,62,1064598600
23,1685359638,496764600,54,104,62,1064600400
22,1685359638,512127100,66,105,62,1064602000
5,1685359638,838237000,89,106,62,1064605900
4,1685359638,856319900,109,107,62,1064609500
3,1685359638,869823300,128,108,62,1064614800
2,1685359638,874194500,151,109,62,1064618200
1,1685359638,884813800,173,110,62,1064619900
9,1685359638,824711300,15,111,70,1127070200
7,1685359638,884307700,22,112,70,1127077200
6,1685359638,896443500,30,113,70,1127079200
5,1685359638,900763200,97,114,70,1127131800
4,1685359638,918844400,118,115,70,1127133700
3,1685359638,932344300,138,116,70,1127135500
2,1685359638,936713700,162,117,70,1127137200
1,1685359638,947332700,185,118,70,1127139000
5,1685359638,900819900,102,119,70,1127188500
