Witness Weight,Time (ns)
0,1236160200
2,1236293000
5,1236448700
9,1261624400
14,4411871300
20,4411965200
27,4412424200
35,4414184400
44,4414653100
54,4414794400
65,6849676800
77,6855850400
90,6856074500
104,6856783900
119,6857147900
135,6857341100
152,6857573500
170,6858098300
189,8093861300
209,8095577900
230,8095784900
252,9335555700
275,9335914000
299,9336683900
324,9337014100
350,9549304100
377,9549673100
405,9674569500
434,9878632800
464,9880252300
495,9880814600
527,9880970300
560,9889301500
594,9889838000
629,9890707300
665,9907431200
702,11265803400
740,11319292900
779,11694568700
819,11694823600
860,11694933200
902,12724231800
945,12724620300
989,14387132100
1034,14387512400
1080,14506920100
1127,14519155700
1175,15377971500
1224,15381277700
1274,15547218300
1325,19554561400
1377,22556058300
1430,22556198200
1484,22556465900
1539,22556722200
1595,25359552300
1652,25590908700
1710,25691028400
1769,25692905000
1829,25743920300
1890,25744459300
1952,25744848300
2015,25745191500
2079,30325442500
2144,30395791000
2210,30398583700
2277,30516844600
2345,30517097100
2414,30517313700
2484,30517485900
2555,30517659400
2627,30517817000
2700,30517953400
2774,30518227900
2849,30729385000
2925,31172418900
3002,31173448800
3080,31174077200
3159,32164863900
3239,32201261200
3320,32201981900
3402,32202253300
3485,32203062400
3569,32236062600
3654,35452218300
3740,35834850700
3827,35835438500
3915,35835825600
4004,35837322200
4094,35978608600
4185,35979227700
4277,36532838400
4370,36538804600
4464,36539096100
4559,36539454500
4655,37056367000
4752,37056631800
4850,37068660000
4949,38948667100
5049,39101552900
5150,40714537300
5252,40715345900
5355,40730201100
5459,40730680900
5564,42675420200
5670,44114634700
5777,44129039200
5885,44129503700
5994,44319273300
6104,44319945800
6215,44320280600
6327,44354915500
6440,44507068400
6554,44944038500
6669,45729913100
6785,45731724400
6902,46202257000
7020,52888381200
7139,52892122300
7259,52941169800
7380,52941693400
7502,52942043400
7625,53508347000
7749,53887337400
7874,54261455000
8000,54262901300
8127,54263865800
8255,54789141200
8384,55336130500
