Message ID,Issuance Time (unix),Confirmation Time (ns),ParentID,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685807517,185730500,0,1,8,518915900
2,1685807517,239943600,1,2,11,636358000
3,1685807517,245610200,2,3,12,645623600
5,1685807517,319065600,3,4,15,768134100
6,1685807517,302734200,5,5,16,768343100
8,1685807517,352781700,6,6,17,871451700
11,1685807517,235419700,8,7,18,871625800
12,1685807517,955748600,11,8,50,1601214300
15,1685807518,833565800,12,9,51,1601686700
16,1685807518,833805200,15,10,52,1602053800
17,1685807518,730946200,16,11,53,1602233300
18,1685807518,730805900,17,12,54,1602282700
50,1685807518,1596900,18,13,55,1602622300
51,1685807518,1776200,50,14,56,1603320600
52,1685807518,1753300,51,15,57,1603649800
4,1685807517,1267630000,0,16,60,1684821300
13,1685807518,1800620900,4,17,84,2496982900
53,1685807518,895314700,52,18,85,2497394100
54,1685807518,896086800,53,19,86,2498364600
55,1685807518,903655300,54,20,87,2506146900
56,1685807518,904227800,55,21,88,2507430400
57,1685807518,1575728200,56,22,116,3179277000
85,1685807519,682463900,57,23,117,3179758700
86,1685807519,682036600,85,24,118,3180297600
87,1685807519,674664600,86,25,119,3180646600
88,1685807519,3063769000,87,26,254,5571195800
116,1685807520,2392328400,88,27,255,5571448500
19,1685807518,4698741700,13,28,255,5572234900
117,1685807520,2393281200,116,29,256,5572785100
118,1685807520,2392741600,117,30,257,5573016500
119,1685807520,2392691100,118,31,258,5573185900
7,1685807517,5081616400,0,32,258,5573738900
9,1685807517,5012476000,0,33,258,5574636300
20,1685807518,4615219600,9,34,258,5574740200
41,1685807518,4121028400,20,35,258,5574756000
250,1685807522,80971500,119,36,259,5574959200
255,1685807522,3780700,250,37,260,5575053800
256,1685807522,2690100,255,38,261,5575291600
257,1685807522,2594000,256,39,262,5575426000
258,1685807522,242018000,257,40,275,5815071500
259,1685807522,240365200,258,41,276,5815225700
260,1685807522,240340700,259,42,277,5815360800
261,1685807522,240301200,260,43,278,5815489600
45,1685807518,4297942300,18,44,278,5815871300
14,1685807518,5062865400,5,45,278,5816002800
30,1685807518,4604568100,14,46,278,5816370700
31,1685807518,4603958800,30,47,278,5816670600
77,1685807519,3573012500,31,48,278,5816807600
34,1685807518,4544580800,18,49,278,5816916200
25,1685807518,4781294200,19,50,278,5818461300
37,1685807518,4540322200,25,51,278,5819020300
47,1685807518,4266915800,37,52,278,5819269400
153,1685807521,2046303700,47,53,278,5819304500
154,1685807521,2046493100,153,54,278,5819604600
66,1685807519,3827401200,18,55,278,5820203900
10,1685807517,5191737200,0,56,278,5820713700
32,1685807518,4585069100,10,57,278,5820852200
172,1685807521,1899420200,32,58,278,5820998400
173,1685807521,1899009000,172,59,278,5821127300
174,1685807521,1899008100,173,60,278,5821291500
175,1685807521,1899286000,174,61,278,5821622400
262,1685807522,246762700,261,62,279,5822089300
275,1685807523,568326100,262,63,295,6383300500
24,1685807518,5347028400,7,64,295,6383770000
276,1685807523,570988600,275,65,296,6386120300
26,1685807518,5330770300,12,66,296,6387094700
59,1685807518,4744069300,34,67,296,6388942000
23,1685807518,5367287300,13,68,296,6389369900
277,1685807523,658453500,276,69,297,6473718200
278,1685807523,658672200,277,70,298,6474068400
279,1685807523,908470600,278,71,317,6730554100
280,1685807523,1278270100,279,72,329,7102316800
296,1685807523,831579200,280,73,338,7217509500
21,1685807518,6497714000,7,74,346,7465825800
61,1685807519,5725055500,21,75,346,7466009400
75,1685807519,5256194900,61,76,346,7466145200
76,1685807519,5256309400,75,77,346,7466362400
84,1685807519,4979760900,76,78,346,7466537100
147,1685807521,3703504900,84,79,346,7466715100
148,1685807521,3703242700,147,80,346,7466890000
