UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,317185200
1,0,0,0,2,0,0,0,3,465692900
1,0,0,0,3,0,0,0,5,503190400
1,0,0,0,3,0,0,0,5,569628300
1,0,0,0,6,0,0,0,12,666770800
4,0,0,0,13,0,0,0,23,777479800
5,0,0,0,16,0,0,0,29,883619900
6,0,0,0,21,0,0,0,35,1008354800
10,0,0,0,29,0,0,0,45,1163647300
11,0,0,0,40,0,0,0,66,1421051100
12,0,0,0,41,0,0,0,66,1567823700
12,0,0,0,41,0,0,0,66,1708035900
12,0,0,0,41,0,0,0,66,1805380200
23,0,0,0,76,0,0,0,103,1994004100
23,0,0,0,76,0,0,0,103,2174880200
29,0,0,0,103,0,0,0,151,2557985500
30,0,0,0,104,0,0,0,151,2731245800
30,0,0,0,104,0,0,0,151,2789743000
30,0,0,0,104,0,0,0,151,2924777400
30,0,0,0,104,0,0,0,151,3098542200
42,0,0,0,129,0,0,0,211,3325871200
48,0,0,0,152,0,0,0,213,3515175100
48,0,0,0,152,0,0,0,213,3676701300
48,0,0,0,152,0,0,0,213,3845035800
48,0,0,0,152,0,0,0,213,3964173300
48,0,0,0,152,0,0,0,213,4079464900
73,0,0,0,279,0,0,0,328,5250748100
74,0,0,0,285,0,0,0,383,5831362300
75,0,0,0,305,0,0,0,425,6105901200
76,0,0,0,310,0,0,0,435,6649500800
76,0,0,0,311,0,0,0,435,6755971900
76,0,0,0,311,0,0,0,435,6960318400
76,0,0,0,311,0,0,0,435,7117838100
76,0,0,0,311,0,0,0,435,7486087900
84,0,0,0,402,0,0,0,564,7837006400
86,0,0,0,415,0,0,0,607,8648384400
86,0,0,0,416,0,0,0,607,9181221700
86,0,0,0,416,0,0,0,649,9292281300
86,0,0,0,416,0,0,0,649,9296280800
86,0,0,0,416,0,0,0,649,9829497400
96,0,0,0,561,0,0,0,817,10691328900
96,0,0,0,581,0,0,0,860,11885254400
96,0,0,0,581,0,0,0,860,12022227600
96,0,0,0,581,0,0,0,860,12128266100
96,0,0,0,597,0,0,0,926,12634194400
96,0,0,0,597,0,0,0,926,12641927200
97,0,0,0,651,0,0,0,946,12782901500
98,0,0,0,717,0,0,0,1008,13652372200
98,0,0,0,765,0,0,0,1030,13913406500
98,0,0,0,765,0,0,0,1030,14100373100
100,0,0,0,843,0,0,0,1108,14754179100
100,0,0,0,843,0,0,0,1108,14842601100
100,0,0,0,934,0,0,0,1134,15033840200
100,0,0,0,935,0,0,0,1168,15453379000
100,0,0,0,935,0,0,0,1168,15499581100
100,0,0,0,935,0,0,0,1168,15662467400
100,0,0,0,972,0,0,0,1189,16106263500
100,0,0,0,976,0,0,0,1193,16216663900
100,0,0,0,976,0,0,0,1193,16417802900
100,0,0,0,976,0,0,0,1193,16526778700
100,0,0,0,976,0,0,0,1193,16682560400
100,0,0,0,976,0,0,0,1193,16723649700
100,0,0,0,976,0,0,0,1193,17071447000
100,0,0,0,976,0,0,0,1193,17100032100
100,0,0,0,976,0,0,0,1193,17175060400
100,0,0,0,992,0,0,0,1267,18012892300
100,0,0,0,992,0,0,0,1267,18273529900
100,0,0,0,992,0,0,0,1267,18435784000
100,0,0,0,993,0,0,0,1313,18517347800
100,0,0,0,1012,0,0,0,1366,19052569900
100,0,0,0,1012,0,0,0,1366,19162248800
100,0,0,0,1013,0,0,0,1366,19492230500
100,0,0,0,1066,0,0,0,1449,19697152400
100,0,0,0,1068,0,0,0,1477,20263268500
100,0,0,0,1068,0,0,0,1483,20666313700
100,0,0,0,1068,0,0,0,1483,20703299400
100,0,0,0,1068,0,0,0,1483,21088965200
100,0,0,0,1068,0,0,0,1483,21411117700
100,0,0,0,1069,0,0,0,1483,21725456500
100,0,0,0,1069,0,0,0,1483,21828277100
100,0,0,0,1069,0,0,0,1483,21998257800
100,0,0,0,1069,0,0,0,1483,22233539800
100,0,0,0,1069,0,0,0,1483,22671769000
100,0,0,0,1146,0,0,0,1663,23323150500
100,0,0,0,1146,0,0,0,1663,23402135700
100,0,0,0,1174,0,0,0,1717,23762702800
100,0,0,0,1175,0,0,0,1719,24154313100
100,0,0,0,1175,0,0,0,1719,24346542800
100,0,0,0,1179,0,0,0,1792,25047969700
100,0,0,0,1181,0,0,0,1797,25109082800
100,0,0,0,1182,0,0,0,1797,25508344000
