Node 0,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9,Node 10,Node 11,Node 12,Node 13,Node 14,Node 15,Node 16,Node 17,Node 18,Node 19,Node 20,Node 21,Node 22,Node 23,Node 24,Node 25,Node 26,Node 27,Node 28,Node 29,Node 30,Node 31,Node 32,Node 33,Node 34,Node 35,Node 36,Node 37,Node 38,Node 39,Node 40,Node 41,Node 42,Node 43,Node 44,Node 45,Node 46,Node 47,Node 48,Node 49,Node 50,Node 51,Node 52,Node 53,Node 54,Node 55,Node 56,Node 57,Node 58,Node 59,Node 60,Node 61,Node 62,Node 63,Node 64,Node 65,Node 66,Node 67,Node 68,Node 69,Node 70,Node 71,Node 72,Node 73,Node 74,Node 75,Node 76,Node 77,Node 78,Node 79,Node 80,Node 81,Node 82,Node 83,Node 84,Node 85,Node 86,Node 87,Node 88,Node 89,Node 90,Node 91,Node 92,Node 93,Node 94,Node 95,Node 96,Node 97,Node 98,Node 99,ns since start
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126750000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210484500
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292334000
1,2,0,1,2,1,1,1,0,0,2,1,0,2,1,0,0,2,1,2,1,2,0,1,1,0,0,0,2,0,2,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,394422000
2,2,2,3,2,4,2,1,3,1,3,2,2,3,3,2,3,2,3,2,2,2,3,3,2,3,3,2,3,2,2,2,2,1,3,2,3,2,3,3,3,2,2,1,3,4,3,2,3,4,2,3,3,3,2,3,1,3,3,3,4,2,4,2,3,3,1,2,2,1,3,2,1,4,3,3,3,2,2,3,2,3,2,5,4,1,2,4,3,3,3,1,5,2,5,3,4,3,3,3,552632000
5,5,5,5,5,6,4,6,6,5,5,5,5,5,5,3,6,3,6,6,6,5,5,5,6,4,4,3,4,5,6,5,5,5,6,6,6,5,4,6,5,6,4,6,5,6,5,7,6,6,4,4,4,5,4,6,5,4,5,4,5,3,5,3,4,4,6,4,6,3,5,4,6,6,4,4,5,4,6,5,5,6,5,6,5,4,4,6,5,5,6,3,5,4,5,4,6,6,5,3,647114500
7,7,6,6,6,6,6,6,6,6,6,6,6,8,7,5,6,5,6,7,6,7,6,7,7,6,5,7,6,5,6,6,5,6,6,6,6,5,5,6,5,6,6,6,6,6,7,7,6,6,5,5,5,6,6,6,5,6,6,6,5,5,5,5,6,6,6,6,6,5,6,6,7,6,6,6,6,6,6,6,6,6,5,6,5,7,6,6,5,5,6,7,6,6,5,6,6,6,5,5,723727400
11,9,6,7,8,9,9,9,6,8,7,10,9,10,9,8,8,8,9,9,9,10,8,9,8,9,8,9,9,9,7,10,7,7,11,9,9,6,7,8,9,8,7,8,9,7,9,9,8,7,7,9,10,10,7,6,7,7,8,9,6,9,8,10,8,6,7,9,8,7,9,7,7,7,9,10,9,10,8,9,8,7,7,9,7,8,6,8,9,7,9,8,7,9,7,8,9,7,8,7,834553000
12,12,11,8,8,10,9,12,11,10,12,10,9,10,13,10,8,8,9,10,9,12,10,12,10,10,10,10,10,9,11,10,8,10,12,11,10,6,7,12,12,10,10,8,9,9,10,9,8,11,8,11,12,12,7,10,8,11,9,11,10,10,11,11,11,9,10,11,10,12,12,7,8,8,10,12,11,10,10,12,10,11,8,9,9,11,10,10,10,10,11,10,7,12,12,11,9,10,8,10,936813800
18,21,16,17,17,21,18,16,16,15,18,19,22,22,18,15,18,17,19,19,17,19,19,17,20,17,15,20,20,15,15,15,18,14,20,19,16,15,14,17,21,20,22,15,14,19,16,21,16,21,18,15,15,20,14,15,13,19,15,16,20,18,19,17,20,17,19,20,15,19,17,17,18,15,19,16,19,18,14,22,17,19,17,19,14,16,18,16,17,15,20,17,16,15,20,19,20,17,16,19,1314889100
19,21,16,17,18,21,20,16,16,17,18,21,22,22,20,15,19,17,20,22,20,20,22,23,21,17,21,20,20,20,18,21,18,14,22,19,16,15,14,20,21,20,22,15,20,19,16,21,16,21,18,15,15,20,14,18,13,19,15,16,22,18,19,17,21,17,19,20,15,19,18,17,18,18,19,17,19,19,14,22,17,19,17,20,18,17,18,16,17,16,22,19,16,15,21,19,20,17,16,19,1340623900
22,25,20,21,23,24,26,16,23,22,21,24,24,22,24,23,23,21,21,22,22,24,22,24,24,25,22,22,20,25,22,24,25,23,24,25,23,15,20,24,23,23,24,22,22,20,21,25,22,24,22,22,26,24,23,25,21,23,21,24,22,24,26,25,26,20,20,25,23,21,23,21,22,24,23,21,24,25,25,24,23,24,22,22,27,23,20,23,24,24,24,22,25,23,24,25,23,25,16,25,1433245400
38,37,36,36,38,37,36,36,37,34,36,35,36,38,37,37,35,35,36,35,37,37,36,38,36,37,36,35,36,36,36,35,35,37,37,37,37,36,38,37,37,37,37,36,36,36,37,37,37,37,35,37,36,37,35,37,37,35,36,35,36,37,35,36,36,36,36,37,37,37,35,36,35,37,37,35,36,36,37,37,35,36,36,36,36,36,35,36,35,35,36,34,36,37,36,36,36,36,36,36,1758503900
39,39,38,37,38,40,40,37,37,39,37,37,36,38,41,37,36,38,38,38,37,37,38,38,36,40,36,36,38,37,38,36,37,38,39,38,38,38,39,39,37,37,38,37,40,39,39,37,39,38,37,38,37,40,37,38,37,37,39,36,39,37,35,36,36,36,38,39,39,39,39,38,36,37,37,36,40,38,38,37,38,37,36,37,36,39,37,39,37,36,38,34,38,37,37,38,40,39,38,38,1840532400
40,44,42,42,45,43,40,39,40,39,42,39,41,39,46,41,43,43,41,42,44,43,40,45,42,41,38,41,38,37,42,43,39,42,42,38,38,39,41,39,43,38,43,40,41,44,44,38,40,41,37,42,40,44,37,39,44,44,40,43,43,38,38,41,37,44,42,39,41,42,42,42,41,40,38,43,42,41,38,39,41,40,41,41,37,42,42,43,43,39,44,40,41,37,44,40,42,39,40,43,2120698700
44,45,44,45,46,44,40,39,42,41,42,39,41,46,46,45,44,46,41,42,44,43,40,45,45,41,38,44,43,41,45,45,44,42,42,38,45,44,41,39,43,46,44,40,41,45,44,46,44,45,37,42,40,45,37,46,45,44,40,44,43,38,46,41,43,47,43,39,41,43,42,43,43,40,44,45,44,41,39,44,43,40,44,41,46,44,42,43,45,40,44,40,41,37,45,40,43,42,40,43,2240397400
44,46,45,45,46,45,40,46,43,45,46,46,41,46,46,46,45,46,43,46,45,47,40,45,45,41,39,44,46,41,45,45,44,42,42,38,45,44,41,40,43,46,44,41,42,46,44,46,44,45,37,42,40,46,37,47,45,45,40,44,43,38,46,41,43,47,44,39,42,43,42,43,44,41,47,46,44,41,39,45,43,45,44,46,46,46,42,43,45,40,46,40,41,38,45,40,45,42,41,43,2360556600
46,46,45,45,46,45,40,46,43,45,46,46,41,46,46,46,45,46,43,46,45,47,47,45,45,41,39,44,46,41,45,45,44,42,42,38,45,44,46,40,43,46,46,45,42,47,44,46,44,47,37,42,40,46,37,47,47,45,40,44,43,38,46,41,43,47,44,39,42,43,48,43,44,48,47,46,47,46,47,45,46,45,44,46,46,46,45,43,45,48,46,40,41,38,45,40,45,42,45,43,2425745500
47,46,45,45,46,45,46,48,43,45,46,46,41,46,46,46,45,46,47,46,45,47,47,45,47,41,39,49,48,49,45,47,45,42,43,38,45,44,47,40,43,47,46,47,42,48,44,46,47,47,37,42,40,47,37,47,48,45,40,44,46,38,46,41,47,47,44,39,42,47,48,48,44,48,47,47,47,46,47,45,48,45,44,46,46,46,46,43,45,48,46,40,41,38,47,40,45,42,47,43,2496771700
48,46,45,45,46,45,46,48,43,45,46,46,41,46,46,46,45,46,51,46,46,48,47,45,47,41,39,49,48,49,45,47,45,42,47,38,45,47,47,40,43,50,48,47,42,48,44,46,47,48,45,42,40,47,37,47,48,45,40,44,46,38,46,41,47,47,44,39,42,50,48,49,44,48,47,49,50,46,47,45,48,45,44,46,46,46,48,43,45,49,46,40,41,38,48,40,45,42,48,43,2556277100
50,46,45,47,47,45,46,48,48,45,46,46,50,46,46,46,45,46,51,46,46,52,47,53,47,49,42,49,48,49,45,47,45,42,47,38,48,49,47,40,43,51,48,47,50,48,48,46,47,48,50,42,40,47,39,48,48,50,40,44,49,50,46,41,47,49,44,39,50,50,48,49,44,48,47,50,50,46,47,46,48,45,44,46,46,46,50,43,45,50,46,40,45,38,48,47,46,42,48,43,2689578100
54,53,52,47,51,46,52,56,48,50,47,54,51,58,48,47,49,52,51,55,54,52,49,57,47,50,42,51,49,51,51,49,46,42,52,38,49,55,51,40,49,52,52,47,50,48,50,46,51,48,50,42,40,49,39,48,52,50,40,44,54,51,46,41,54,49,45,40,53,56,48,49,49,48,49,50,53,46,52,56,52,53,50,48,46,57,51,43,46,50,50,51,45,39,48,53,46,42,49,43,2858064800
59,57,64,64,63,46,55,56,56,51,66,68,70,64,68,66,70,63,53,56,60,65,57,58,48,51,47,55,49,58,67,60,65,67,63,69,65,55,59,54,63,61,52,53,63,55,60,60,67,55,60,47,40,67,40,59,60,50,63,65,61,61,66,69,56,59,66,46,54,62,68,60,62,49,56,62,62,50,54,63,65,65,69,58,46,58,63,62,46,65,63,52,64,64,60,61,60,70,49,43,3551403200
65,76,65,77,69,62,74,77,77,75,77,77,81,73,77,79,76,79,77,80,61,76,77,73,68,78,57,79,71,76,70,78,65,75,77,74,73,80,60,81,83,71,78,80,70,71,79,73,76,79,79,51,48,75,48,72,78,69,80,79,78,67,74,76,62,81,73,80,71,79,77,72,65,78,73,79,75,72,80,79,76,78,73,78,47,61,80,62,54,78,64,73,80,75,64,75,68,70,58,68,4307059000
71,81,65,83,69,62,85,77,77,75,77,77,84,73,77,81,83,82,77,82,83,82,83,73,82,83,79,82,71,81,70,78,65,75,84,74,80,82,60,82,84,71,82,81,85,71,81,73,76,79,83,51,82,75,85,72,78,69,80,79,83,79,76,81,81,81,73,80,85,79,77,78,65,83,77,81,75,72,81,81,78,84,79,80,54,61,82,62,54,79,64,83,82,83,64,81,68,81,81,82,4482318400
71,81,77,83,69,62,85,77,77,80,77,77,84,73,77,85,83,82,77,82,83,82,83,74,82,83,79,82,71,81,70,78,75,75,84,74,81,86,60,82,84,71,82,81,85,73,81,73,76,79,83,51,82,75,85,72,78,69,82,79,83,79,76,81,82,81,73,80,86,79,77,78,65,83,77,81,75,72,81,83,78,84,80,80,54,61,82,62,54,79,64,83,82,83,64,81,76,82,81,83,4581633300
71,85,78,83,69,62,85,78,82,80,77,77,84,73,77,85,83,82,77,82,83,82,85,74,82,83,79,82,71,81,70,78,75,75,84,74,81,86,61,82,86,71,83,81,85,73,81,73,76,79,83,51,82,75,85,72,78,69,82,79,83,79,76,81,83,82,73,80,86,79,78,78,65,83,78,81,76,73,81,84,79,84,84,80,54,61,82,62,54,79,65,84,82,83,64,81,83,82,82,83,4633846300
73,87,81,83,69,62,85,78,82,84,77,77,87,86,77,88,83,82,77,82,83,82,86,84,82,83,85,82,71,81,70,78,87,75,84,74,86,87,61,85,86,71,83,86,85,73,81,73,76,79,83,51,82,75,86,87,83,87,85,79,83,84,76,81,85,82,73,86,86,79,84,85,65,83,78,82,76,73,81,85,79,84,84,83,61,61,82,62,54,79,65,84,82,83,64,81,83,82,84,88,4833453800
73,88,85,84,69,67,87,78,82,87,77,77,87,89,77,90,83,82,77,82,84,88,88,87,88,85,88,82,71,81,83,79,87,77,84,74,89,88,61,89,86,77,85,86,85,73,81,73,76,79,85,67,89,75,88,87,84,90,87,79,88,86,76,89,85,84,73,87,86,79,88,88,66,89,78,85,76,73,84,86,80,88,84,84,68,61,85,77,54,79,82,84,83,86,66,88,84,86,87,89,5138898400
