Witness Weight,Time (ns)
0,511025000
2,864898200
5,865197500
9,866149000
14,2013065700
20,2410899800
27,2824822000
35,3576079100
44,3833766800
54,6416204900
65,7631792700
77,7644477100
90,7644965800
104,7645399400
119,8920497000
135,10359906000
152,10360029800
170,14937166400
189,14938296200
209,15003418800
230,15003633300
252,15541492400
275,15542029400
299,15991929600
324,16021721800
350,17013725600
377,18054578200
405,18398693200
434,19390124900
464,19390569000
495,19391205600
527,19391780300
560,19398461100
594,20492718800
629,20492924100
665,20496009300
702,21626398400
740,21626671000
779,22626711600
819,24658214600
860,25126542400
902,25845654300
945,27542941200
989,28502030600
1034,28502338600
1080,28656213700
1127,29186115400
1175,29186617700
1224,29186849500
1274,29186974200
1325,29190036100
1377,29190441300
1430,29457596100
1484,31887854600
1539,42323556400
1595,42336815200
1652,42337036300
1710,42337424500
1769,42376954000
1825,42377783000
1885,42378840500
1946,42379342400
2008,44690361200
2071,44690657900
2135,44690935900
2200,44691175100
2266,44750631200
2333,44751001000
2401,47522489100
2470,47530562100
2540,49229319700
2611,49235307200
2683,49235664300
2756,49236734300
2830,52241057300
2905,52242357100
2981,52243045700
3058,52243712800
3136,52244339700
3215,52245359800
3295,53459960300
3376,56793658800
3458,56793886500
3541,57595703700
3625,57596057500
3710,57596423100
3796,57596595000
3883,57596927700
3971,57597315100
4060,60851940300
4150,60863829100
