Witness Weight,Time (ns)
0,16020800
2,43219300
5,175603700
9,404190300
14,404458500
20,519393600
27,636005100
35,696606000
44,741650500
54,822753500
65,1156459300
77,1178656600
90,1441657600
104,1539412300
119,1548921100
135,1570895600
152,1667264400
170,1771165700
189,1876400200
209,2111391300
230,2162730300
252,2486701400
275,2521470900
299,3080280200
324,3106359400
350,3138125000
377,3159745600
405,3228012300
434,3232313100
464,3439563100
495,3546138100
527,3552129500
560,3595671300
594,3709246500
629,3709766100
665,3715298900
702,3716557300
740,3799485100
779,3814467400
819,3981865100
860,4099835900
902,4267680700
945,4362549600
989,4425866200
1034,4426276300
1080,4634673100
1127,4778573300
1175,4974333800
1224,5245838000
1274,5249552200
1325,5345647900
1377,5419323000
1430,5637307400
1484,5655420800
1539,5689601900
1595,5689995700
1652,5713386400
1710,5729002200
1769,5865922500
1829,5866680700
1890,5928000100
1952,5961658300
2015,6192166300
2079,6219262700
2144,6228603700
2210,6302874700
2277,6305331200
2345,6361173000
2414,6580135900
2484,6669170300
2555,7016897900
2627,7107932400
2700,7320678700
2774,7555079500
2849,7586996200
2925,7627639300
3002,7756399700
3080,7938941100
3159,8164662300
3239,8290749800
3320,8559801900
3402,8623121000
3485,8750900500
3569,9049163100
3654,9055326000
3740,9414742700
3827,9588930100
3915,9607314300
4004,9715915800
4094,10096101800
4185,10113823800
4277,10127883900
4370,10147472200
4464,10188605200
4559,10239877700
4655,10354788000
4752,10581568500
4850,10581973500
4949,11012567600
5049,11013425000
5150,11063729700
5252,11084588600
5355,11148145300
5459,11185257100
5564,11193839700
5670,11388481000
5777,11777550300
5885,11927070200
5994,12135483000
6104,12205455500
6215,12327546300
6327,12328131300
6440,12329826900
6554,12495738400
6669,12646340600
6785,13001556900
6902,13078329600
7020,13080660300
7139,13197988500
7259,13502862500
7380,13844395300
7502,14222978500
7625,14234727000
7749,14259771200
7874,14316268400
8000,14481697100
8127,14502775600
8255,14572921700
8384,14631705700
8514,14634516700
8645,14641160800
8777,14671237000
8910,14849385100
9044,15100120900
9179,15132089400
9315,15520413300
9452,15673502200
9590,15675940600
9729,15679029700
9869,15686789500
10010,15688313700
