Message ID,Issuance Time (unix),Confirmation Time (ns),Weight,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685364412,343325200,14,1,7,996052000
3,1685364412,355983700,14,2,9,1193047300
1,1685364412,540329700,20,3,9,1193052300
4,1685364412,272615600,14,4,10,1221911100
3,1685364412,384854500,20,5,10,1221915600
1,1685364412,569195400,27,6,10,1221917900
1,1685364412,691894800,35,7,11,1344620000
1,1685364412,839855900,38,8,13,1492581300
3,1685364412,800909800,27,9,15,1637972500
1,1685364412,985256500,41,10,15,1637981500
6,1685364412,738857600,14,11,16,1734606800
4,1685364412,785318100,20,12,16,1734611700
3,1685364412,897553500,30,13,16,1734614500
1,1685364412,1081894500,45,14,16,1734617200
7,1685364412,868383800,12,15,20,1864298400
6,1685364412,868557100,18,16,20,1864303500
4,1685364412,915012700,25,17,20,1864306000
3,1685364412,1027247700,36,18,20,1864308800
1,1685364412,1211588600,52,19,20,1864311200
7,1685364412,905160400,15,20,20,1901075200
6,1685364412,905333900,22,21,20,1901080100
4,1685364412,951789100,30,22,20,1901082400
3,1685364412,1064023800,42,23,20,1901084600
1,1685364412,1248364300,59,24,20,1901086800
1,1685364412,1311243800,66,25,22,1963974300
7,1685364412,1086774400,18,26,23,2082689300
6,1685364412,1086948100,26,27,23,2082695200
4,1685364412,1133404400,35,28,23,2082700500
3,1685364412,1245642100,48,29,23,2082703100
1,1685364412,1429983300,70,30,23,2082706000
7,1685364412,1113243700,23,31,23,2109158000
6,1685364412,1113416000,32,32,23,2109162500
4,1685364412,1159872100,42,33,23,2109165500
3,1685364412,1272107200,56,34,23,2109168100
1,1685364412,1456449800,79,35,23,2109172500
1,1685364412,1489866700,89,36,24,2142592400
9,1685364413,1047660700,14,37,27,2240582200
7,1685364412,1244675300,29,38,27,2240587200
6,1685364412,1244843400,39,39,27,2240589500
4,1685364412,1291298400,50,40,27,2240591900
3,1685364412,1403534700,65,41,27,2240595700
1,1685364412,1587875600,93,42,27,2240598400
1,1685364412,1613895900,104,43,27,2266620800
10,1685364413,1108936000,14,44,27,2330839100
9,1685364413,1137931200,20,45,27,2330850800
7,1685364412,1334942200,36,46,27,2330854900
6,1685364412,1335111700,47,47,27,2330858000
4,1685364412,1381567400,59,48,27,2330860900
3,1685364412,1493803500,75,49,27,2330864600
1,1685364412,1678145000,108,50,27,2330868300
10,1685364413,1110827800,17,51,27,2332731000
9,1685364413,1139817000,24,52,27,2332736100
7,1685364412,1336828000,41,53,27,2332740100
6,1685364412,1337001700,53,54,27,2332748900
4,1685364412,1383458100,66,55,27,2332751700
3,1685364412,1495694500,83,56,27,2332755600
