Witness Weight,Time (ns)
0,280326300
2,964380400
5,1158091200
9,1742191200
14,2637318900
20,2640246600
26,2737938900
32,4118789200
39,4119059800
47,4119154700
56,4436247700
66,4721782500
77,4726249100
89,4769443300
102,5015830200
116,5342203400
131,5455360000
138,5972596500
154,6098554500
162,6452462100
179,7299956700
197,8825244200
216,9498604000
236,10348058300
257,10884352900
279,10884608300
302,12294461600
326,12578979500
351,13435876500
377,14331484400
404,15093266700
432,15093465900
461,15709005300
491,15977346000
522,16725418000
554,17407694300
587,19116516600
621,20860108200
628,20969750300
663,21445090700
699,23961454500
736,25874291200
774,26160122700
813,26239521700
853,26707477500
894,28303842300
936,28543868400
979,28762640700
1023,28767064900
1068,28821844700
1114,29073790900
1161,29130337600
1209,29259450100
1258,29721997100
1266,32377938200
1275,32417482500
1325,34373781900
1376,34375333200
1428,34377654000
1481,35156360600
1535,35256273200
1590,35702921800
1646,35953304600
1655,36101075000
1665,36202066000
1722,36374655500
1732,40787702300
1743,52358501900
1801,52373243100
1860,54142044000
1920,54569236700
1981,55019070100
