Witness Weight,Time (ns)
0,4252446000
2,5316166200
5,5316287700
9,6845088800
14,7672965200
19,10411226200
25,10411680700
32,10414997400
40,10415183800
49,10415456300
59,10729001300
70,11364069600
82,11633305600
95,11844304800
109,11844878800
115,11844986800
130,11846486600
146,11846656100
163,25094899300
169,25095087200
187,25095258200
206,25095932600
213,25096016800
221,26279530100
228,26894773800
248,26894990700
269,26895147000
291,26895273300
314,26895512900
338,26895596300
363,34162318600
389,34162563000
416,34162767100
444,34163235300
473,34163521300
503,34164032300
534,34164247100
566,34164496400
599,34164687400
633,34164857600
668,34165066800
704,34165215700
741,34165662600
779,34166199400
818,38800701300
826,44726490700
866,45535337100
907,45535594400
949,47694197800
992,47694467900
1036,47694832900
1081,50531065500
1090,50531803700
1100,50532382200
1146,50532585100
1193,50532746100
1241,50532941100
1290,50533087800
1340,50533530100
1391,50533675800
1443,50533753900
1496,52667772400
1550,52667995800
1559,52668172900
1570,52668625900
1625,54441582600
1681,54443847600
1738,56870754400
1796,56872342100
1808,56966089600
