Witness Weight,Time (ns)
0,1269256300
2,1880249600
5,2888089300
9,3209075900
13,3211170900
17,3686859900
22,5688472200
27,7814898400
32,8547010600
38,10112141900
44,10112424800
50,11012910700
57,12239933100
64,12975304500
71,14857674300
77,14893860100
85,15284387100
92,17137480100
101,17139900500
108,17270120200
118,17270335400
129,18088710700
137,19794295500
144,21182279300
152,22258567600
159,22258877900
168,22281971200
176,22286951900
184,22319055700
193,22344120900
203,22512072200
212,24044443100
220,24049765900
228,24064512600
237,24412684600
246,24417058500
254,24643541400
265,28521276500
273,28817171900
282,33544882100
292,33790506100
304,34059117500
316,39469207800
326,39470066000
338,41715132200
349,43974820900
362,43976916000
372,43978152500
385,44435940500
397,45950572700
406,51024869300
418,51164171100
427,56383102600
