UndefinedColor,Blue,Red,Green,ns since start,ns since issuance
0,0,0,0,106587200,0
0,0,0,0,154596300,0
0,0,0,0,254597500,0
0,0,0,0,354207900,0
0,0,0,0,454471000,0
0,0,0,0,554495900,0
0,0,0,0,653946100,0
0,0,0,0,754381900,0
0,0,0,0,853855400,0
0,0,0,0,953864900,0
0,0,0,0,1055853200,0
0,0,0,0,1155290900,0
0,0,0,0,1254494300,0
0,0,0,0,1356995600,0
0,0,0,0,1458770800,0
0,0,0,0,1591972000,0
0,0,0,0,1654797900,0
0,0,0,0,1758761200,0
0,0,0,0,1853934100,0
0,0,0,0,1978172000,0
0,0,0,0,2054631200,0
0,0,0,0,2154082500,0
0,0,0,0,2277951700,0
0,0,0,0,2419987100,0
0,0,0,0,2462842000,0
0,0,0,0,2553899400,0
0,0,0,0,2653875800,0
0,0,0,0,2793010200,0
0,0,0,0,2902763300,0
0,0,0,0,2954860600,0
0,0,0,0,3256553500,0
0,0,0,0,3913742300,0
0,0,0,0,4138544100,0
0,0,0,0,4675116100,0
0,0,0,0,4947477500,0
0,0,0,0,5160523800,0
0,0,0,0,5285264300,0
0,0,0,0,5360557400,0
0,0,0,0,5533780800,0
0,0,0,0,5623489800,0
0,0,0,0,5673984600,0
0,0,0,0,5779682800,0
0,0,0,0,5857453600,0
0,0,0,0,6069379600,0
0,0,0,0,6832977500,0
0,0,0,0,6858818400,0
0,0,0,0,7004683900,0
0,0,0,0,7440149800,0
0,0,0,0,7489304800,0
0,0,0,0,7561413300,0
0,0,0,0,8033651000,0
0,0,0,0,8296564900,0
0,0,0,0,8371853400,0
0,0,0,0,8464693200,0
0,0,0,0,9145088800,0
0,0,0,0,9292738000,0
0,0,0,0,9355177600,0
0,0,0,0,9476269300,0
0,0,0,0,10560598000,0
0,0,0,0,11102594800,0
0,0,0,0,11207151300,0
0,0,0,0,11258241700,0
0,0,0,0,11458292300,0
0,0,0,0,11565937300,0
0,0,0,0,11909964700,0
0,0,0,0,11917350000,0
0,0,0,0,11974938300,0
0,0,0,0,12605527600,0
0,0,0,0,13545935000,0
0,0,0,0,13560959300,0
0,0,0,0,13695343800,0
0,0,0,0,13757809800,0
0,0,0,0,13885073500,0
0,0,0,0,14315841500,0
0,0,0,0,14376139100,0
0,0,0,0,14508575500,0
0,0,0,0,14612982700,0
0,0,0,0,15039531200,0
0,0,0,0,15058976100,0
0,0,0,0,15155487900,0
0,0,0,0,15698951800,0
0,0,0,0,15721246500,0
0,0,0,0,15765638500,0
0,0,0,0,16025542800,0
0,0,0,0,16131081200,0
0,0,0,0,16198458100,0
0,0,0,0,16372736000,0
0,0,0,0,16588165400,0
0,0,0,0,16683326000,0
0,0,0,0,16753846800,0
