UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,144967000
0,0,0,0,0,0,0,0,0,239999600
1,0,0,0,2,0,0,0,2,400363700
1,0,0,0,3,0,0,0,5,434766100
1,0,0,0,4,0,0,0,6,535034300
1,0,0,0,4,0,0,0,6,635610200
2,0,0,0,6,0,0,0,15,750334500
3,0,0,0,8,0,0,0,21,852581000
5,0,0,0,12,0,0,0,23,942886600
7,0,0,0,16,0,0,0,26,1049121800
7,0,0,0,19,0,0,0,26,1147375600
10,0,0,0,24,0,0,0,35,1235231200
10,0,0,0,26,0,0,0,39,1335768200
12,0,0,0,33,0,0,0,47,1436335700
14,0,0,0,37,0,0,0,52,1538591100
14,0,0,0,42,0,0,0,58,1636911800
14,0,0,0,43,0,0,0,58,1734779000
18,0,0,0,53,0,0,0,71,1901616900
20,0,0,0,55,0,0,0,74,2050276000
20,0,0,0,55,0,0,0,74,2063301800
20,0,0,0,55,0,0,0,75,2229499300
20,0,0,0,55,0,0,0,75,2295499000
25,0,0,0,72,0,0,0,114,2599398300
25,0,0,0,72,0,0,0,119,2612167600
25,0,0,0,72,0,0,0,119,2675034200
25,0,0,0,72,0,0,0,119,2740937100
31,0,0,0,101,0,0,0,132,2974673700
31,0,0,0,101,0,0,0,132,4012070900
31,0,0,0,101,0,0,0,132,4161421200
31,0,0,0,101,0,0,0,132,4234145000
31,0,0,0,101,0,0,0,132,4296318200
31,0,0,0,101,0,0,0,132,4342482300
31,0,0,0,102,0,0,0,132,4439970300
41,0,0,0,159,0,0,0,245,4558681500
49,0,0,0,186,0,0,0,268,4875391700
54,0,0,0,198,0,0,0,280,5542890300
87,0,0,0,336,0,0,0,493,8307984600
87,0,0,0,337,0,0,0,496,8433467500
87,0,0,0,338,0,0,0,519,8473848800
87,0,0,0,339,0,0,0,519,8608316000
87,0,0,0,339,0,0,0,519,8660879500
87,0,0,0,339,0,0,0,519,8784898900
87,0,0,0,339,0,0,0,519,8865128500
87,0,0,0,339,0,0,0,519,8938109000
87,0,0,0,339,0,0,0,522,9913025700
87,0,0,0,339,0,0,0,522,10059229100
90,0,0,0,357,0,0,0,685,10420483500
91,0,0,0,359,0,0,0,694,10805690900
91,0,0,0,359,0,0,0,694,10894600300
91,0,0,0,359,0,0,0,694,10938517300
95,0,0,0,371,0,0,0,762,11177712000
96,0,0,0,371,0,0,0,762,11197919400
96,0,0,0,371,0,0,0,762,11416837800
96,0,0,0,372,0,0,0,762,11421310600
96,0,0,0,372,0,0,0,767,11470844900
96,0,0,0,372,0,0,0,767,11628062600
96,0,0,0,372,0,0,0,767,11683817600
96,0,0,0,372,0,0,0,767,11763289200
96,0,0,0,372,0,0,0,767,11851579900
96,0,0,0,373,0,0,0,796,12236725100
96,0,0,0,373,0,0,0,796,12259722400
96,0,0,0,373,0,0,0,796,12463329700
96,0,0,0,373,0,0,0,796,12467007700
96,0,0,0,374,0,0,0,796,12726675800
96,0,0,0,374,0,0,0,868,12739282200
96,0,0,0,374,0,0,0,868,12742864200
96,0,0,0,374,0,0,0,868,13119208100
96,0,0,0,374,0,0,0,868,13121252900
97,0,0,0,375,0,0,0,901,13333923700
97,0,0,0,375,0,0,0,901,13385141600
121,0,0,0,478,0,0,0,974,14046537800
122,0,0,0,479,0,0,0,999,15116751800
122,0,0,0,479,0,0,0,999,15164936000
122,0,0,0,479,0,0,0,999,15409355700
123,0,0,0,480,0,0,0,999,15412102600
123,0,0,0,480,0,0,0,999,15442283600
123,0,0,0,480,0,0,0,1090,15738568700
