Witness Weight,Time (ns)
0,1430198500
2,2679172800
5,3134705400
9,3134848800
14,3135078300
20,3135410100
27,3135563300
35,3135631700
44,3135846300
54,5489980800
65,7986073600
77,9236233200
89,9236459400
102,9236604600
116,9236754300
131,9236920200
147,9237082700
164,9237247000
182,9289654600
201,10144377900
221,10144761800
242,10144949500
264,18904657000
287,19836359600
311,20165388500
336,20165629500
362,21299510500
389,22870397400
417,22870583800
446,22870787400
476,27774407800
507,28242708100
519,30483139300
532,30483459600
546,30712510800
578,30712744200
611,30746307000
645,30751440500
660,32463488600
695,32468146100
731,32468525700
768,32468971100
806,32469501700
845,32470080400
885,33582100900
901,33584458400
942,33584641800
984,33584789500
1027,33585052300
1071,33588449200
1116,33617312100
1129,33621077500
1175,34036076000
1222,34036543500
1270,37890617600
1319,37891315000
1369,37891477700
1420,37891798000
1472,37894897300
1525,37896290600
1579,37896570400
1634,37896880000
1690,37897121600
1747,37897327900
1805,40807117200
1864,40807376500
1924,40810328500
1985,40824718700
2047,40825617000
2110,47172790400
2124,48472744100
2188,48477086500
2253,49648916300
2319,50099599400
2386,50103022900
2454,50103271000
2523,50103522600
2593,50103730600
2664,50103930100
2736,50104106500
2809,52399196600
2883,52399595000
2958,52401461200
3034,58907427200
3111,60498123000
3189,60498793100
3268,60499417100
3348,60499932600
3429,60500447300
3511,60500991700
3594,62443035600
3609,66266106500
3693,66818805100
3778,66819247100
3864,66835244900
