Witness Weight,Time (ns)
0,191933300
2,1324566700
5,1324672700
9,3409085400
14,3409344400
20,7464295800
27,7464578600
35,7464787800
44,11689484000
50,14070556300
60,14070883300
71,14071320300
83,14071618000
96,14072300100
110,14072515500
125,14074025300
141,14074328800
158,14074502700
176,14080135700
195,14080491100
215,18990084400
236,18990822700
258,18991478100
281,19046594800
305,19115786900
330,19116157600
356,19116460500
383,19116762900
411,19117070000
440,19117380900
470,19117719600
501,19118031300
533,19118352500
566,19118705300
600,19118885900
635,19119350500
671,20540067700
708,20540968600
746,20840976300
785,20841173000
825,20841334100
866,20841515700
908,35956505300
951,43276297900
995,43277640300
1040,44360020200
1086,46839873700
1133,48138707300
1181,48376645200
1230,48377157500
1280,48377594700
1331,48378200700
1383,48379646800
1436,49007002100
1490,50150011600
1545,50154295400
1601,64333734600
1608,64333912000
