Witness Weight,Time (ns)
0,592123200
2,1453071900
5,1453337700
9,1453435600
14,4261095500
20,4262326200
27,7106262400
35,7107946800
41,8153235200
50,11655993500
60,11656162500
71,11656384200
83,11656474900
96,13709813300
110,13712897800
125,13713292600
141,13719408300
158,13719589200
176,13719692600
195,13719795100
215,14284324400
236,14886216400
258,14893591700
281,14895715700
305,18052030600
312,32206735300
337,32206946800
363,36105438100
371,36106500200
398,36106625200
426,36107099200
455,36107227600
485,36109976600
494,39569175200
504,40730868800
535,40749116800
567,40837333900
600,40837502300
634,41952545200
645,41954045000
657,42851029400
692,47559252000
728,47559422200
765,47561321400
803,47561800700
842,53069777200
882,58398435700
895,58554888900
909,58833835100
