UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,1549199100
0,0,0,0,0,0,0,0,0,1630701500
1,0,0,0,3,0,0,0,3,1711818700
1,0,0,0,5,0,0,0,7,1800779500
2,0,0,0,7,0,0,0,10,1901790200
2,0,0,0,7,0,0,0,10,2054212400
3,0,0,0,10,0,0,0,21,2149192100
6,0,0,0,15,0,0,0,29,2245559600
7,0,0,0,19,0,0,0,32,2339136500
8,0,0,0,22,0,0,0,36,2454605400
11,0,0,0,31,0,0,0,44,2700605600
11,0,0,0,35,0,0,0,53,2739061000
13,0,0,0,38,0,0,0,57,2806567900
15,0,0,0,45,0,0,0,66,2921705200
15,0,0,0,45,0,0,0,66,3081734800
15,0,0,0,45,0,0,0,66,3130392900
23,0,0,0,66,0,0,0,84,3740349200
28,0,0,0,98,0,0,0,125,3922528200
28,0,0,0,98,0,0,0,125,3934823800
31,0,0,0,107,0,0,0,136,4030577400
48,0,0,0,174,0,0,0,221,5582308200
48,0,0,0,174,0,0,0,221,6064165500
48,0,0,0,175,0,0,0,223,6400578000
51,0,0,0,207,0,0,0,319,7439932400
51,0,0,0,207,0,0,0,319,7907114700
51,0,0,0,207,0,0,0,319,7955938000
51,0,0,0,208,0,0,0,379,8532576500
53,0,0,0,220,0,0,0,591,11962765300
91,0,0,0,382,0,0,0,855,13215963500
91,0,0,0,382,0,0,0,855,13541743400
91,0,0,0,383,0,0,0,855,13652692300
91,0,0,0,383,0,0,0,855,14728982900
91,0,0,0,383,0,0,0,855,14731509800
91,0,0,0,384,0,0,0,915,15354811700
92,0,0,0,385,0,0,0,947,15481137100
92,0,0,0,385,0,0,0,947,15806000900
106,0,0,0,430,0,0,0,1048,17945643900
106,0,0,0,436,0,0,0,1088,18322805300
106,0,0,0,436,0,0,0,1088,18512381800
106,0,0,0,436,0,0,0,1088,18530710100
124,0,0,0,515,0,0,0,1198,19836781900
124,0,0,0,515,0,0,0,1198,19950283700
137,0,0,0,565,0,0,0,1291,20293613600
146,0,0,0,633,0,0,0,1298,20403394200
160,0,0,0,729,0,0,0,1346,21796031600
160,0,0,0,729,0,0,0,1346,21911382000
160,0,0,0,729,0,0,0,1346,22095551100
161,0,0,0,730,0,0,0,1407,22434113000
173,0,0,0,828,0,0,0,1447,22927663100
175,0,0,0,883,0,0,0,1604,24280047600
175,0,0,0,883,0,0,0,1604,24309572300
178,0,0,0,905,0,0,0,1617,24823626100
178,0,0,0,905,0,0,0,1617,24870150100
178,0,0,0,905,0,0,0,1617,25038633500
179,0,0,0,922,0,0,0,1687,25905123400
179,0,0,0,922,0,0,0,1687,26010569700
183,0,0,0,1003,0,0,0,1774,26642537400
183,0,0,0,1009,0,0,0,1774,26746280300
183,0,0,0,1009,0,0,0,1786,26953845400
183,0,0,0,1010,0,0,0,1811,27393501200
183,0,0,0,1014,0,0,0,2010,30843977100
183,0,0,0,1014,0,0,0,2035,30956719900
183,0,0,0,1014,0,0,0,2035,31259536600
183,0,0,0,1015,0,0,0,2091,31470756600
183,0,0,0,1015,0,0,0,2091,33174646400
183,0,0,0,1016,0,0,0,2122,33281807600
183,0,0,0,1020,0,0,0,2244,34921089700
183,0,0,0,1020,0,0,0,2244,35129655300
183,0,0,0,1020,0,0,0,2244,35422726300
184,0,0,0,1055,0,0,0,2288,35760989000
184,0,0,0,1056,0,0,0,2288,35815653700
184,0,0,0,1056,0,0,0,2288,36211453400
184,0,0,0,1056,0,0,0,2294,37482951100
184,0,0,0,1056,0,0,0,2294,37543726500
184,0,0,0,1057,0,0,0,2450,38916023100
185,0,0,0,1058,0,0,0,2467,39731410700
185,0,0,0,1058,0,0,0,2467,40210580800
185,0,0,0,1058,0,0,0,2467,40570466000
185,0,0,0,1058,0,0,0,2467,40975068600
185,0,0,0,1091,0,0,0,2626,41269865200
185,0,0,0,1092,0,0,0,2626,41362941900
185,0,0,0,1092,0,0,0,2626,41600475300
193,0,0,0,1190,0,0,0,2754,43698460500
193,0,0,0,1190,0,0,0,2754,43841006800
193,0,0,0,1190,0,0,0,2757,43976088200
193,0,0,0,1191,0,0,0,2757,44887091900
193,0,0,0,1191,0,0,0,2757,45345277000
193,0,0,0,1191,0,0,0,2763,46159158500
194,0,0,0,1250,0,0,0,3011,48910804100
194,0,0,0,1251,0,0,0,3011,49652213000
194,0,0,0,1251,0,0,0,3011,49723012300
194,0,0,0,1251,0,0,0,3011,49903151300
194,0,0,0,1251,0,0,0,3106,50200341100
194,0,0,0,1251,0,0,0,3106,50225012700
194,0,0,0,1251,0,0,0,3106,51259625000
194,0,0,0,1253,0,0,0,3302,53419332200
194,0,0,0,1260,0,0,0,3391,54330634700
194,0,0,0,1260,0,0,0,3419,54482480400
194,0,0,0,1261,0,0,0,3427,54532502900
194,0,0,0,1277,0,0,0,3536,55427238700
194,0,0,0,1277,0,0,0,3536,55429912100
194,0,0,0,1277,0,0,0,3536,55591353700
194,0,0,0,1277,0,0,0,3536,55641399000
194,0,0,0,1278,0,0,0,3546,57475368000
194,0,0,0,1443,0,0,0,3803,60470045000
194,0,0,0,1444,0,0,0,3808,60933369300
194,0,0,0,1445,0,0,0,3855,61730000200
