Witness Weight,Time (ns)
0,879949000
2,1557238400
5,4972724100
9,4975066200
13,5732259600
18,5732616200
23,5876409100
27,6581616800
33,7057376600
38,7057590400
44,7963663100
51,8587179500
58,8605631900
66,8607493300
74,14653694800
80,14854734900
89,15911339700
99,15933878300
106,19193091700
115,21792480200
125,21792613800
136,21801101900
141,23961766900
147,23963479500
159,25011832600
170,26152368800
181,30694168500
188,30719283100
199,33083252700
207,34202485400
215,40227414600
227,43323075800
240,43455905400
249,43456059100
259,43456225700
270,43802631200
284,43802801500
299,44284731300
308,45123848300
324,45125612100
341,49092400400
354,56689621200
372,56692885800
