Witness Weight,Time (ns)
0,202212900
2,623750800
5,1376914800
9,2167149300
14,2569911800
20,2879428500
27,3709948500
35,3771970700
44,3998770100
54,4495961100
65,5186803900
77,5226921100
90,6682038100
104,6863665600
119,7110207900
135,7683472100
152,8873263600
170,9453280700
189,10135633100
209,10216250100
230,12713674000
252,13007099800
275,15032281900
299,15427434900
324,15699003200
350,15751090000
377,15941102300
405,16863590200
434,19849679200
464,20441771700
495,20625205600
526,20657808200
558,21470683800
591,22348488100
625,22427748400
660,22628585500
696,22784956400
733,23082093900
771,23628078800
810,24215371900
850,25156921000
891,25502793400
933,26810190600
976,27101649200
1020,27329836900
1065,27871407700
1111,29832645600
1158,31123018100
1206,31645946100
1255,33549987300
1305,33670475700
1337,34248958400
1388,34872434300
1440,34929560100
1493,35354125000
1547,35606606500
1602,35606895500
1658,36121827500
1715,36517272900
1773,36639454700
1832,36954564300
1892,37799877700
1953,37803728500
2015,38033053800
2078,38312665900
2111,38412273600
2175,38887264400
2240,40728455500
2306,40992547500
2373,41397071100
2441,41529742700
2510,42036610700
2580,42670597500
2651,43319891800
2723,44005222500
2796,44551498900
2870,44939015300
2945,45252710600
3021,46720504200
3098,47956136400
3176,49184012400
3255,50185355200
3335,50587418100
3416,53315606100
3450,55567707600
3532,55811409300
3615,55811889700
