UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,322393000
0,0,0,0,1,0,0,0,1,405216100
0,0,0,0,1,0,0,0,1,493977900
1,0,0,0,4,0,0,0,7,593906800
1,0,0,0,7,0,0,0,11,700247700
2,0,0,0,11,0,0,0,15,811402700
4,0,0,0,18,0,0,0,26,1180294500
5,0,0,0,23,0,0,0,41,1480342300
6,0,0,0,26,0,0,0,54,1537394700
6,0,0,0,27,0,0,0,54,1598232400
6,0,0,0,27,0,0,0,54,1716127900
6,0,0,0,28,0,0,0,71,2006579900
6,0,0,0,29,0,0,0,71,2066621900
16,0,0,0,57,0,0,0,81,2115853300
18,0,0,0,66,0,0,0,85,2213767800
20,0,0,0,70,0,0,0,90,2378721800
20,0,0,0,70,0,0,0,90,2554640400
20,0,0,0,70,0,0,0,90,2779292800
20,0,0,0,70,0,0,0,91,2875570800
20,0,0,0,70,0,0,0,91,2934605800
22,0,0,0,81,0,0,0,129,3059329300
25,0,0,0,87,0,0,0,189,3848768300
25,0,0,0,87,0,0,0,189,4874846700
39,0,0,0,147,0,0,0,297,6113855200
39,0,0,0,147,0,0,0,297,6261870100
39,0,0,0,147,0,0,0,297,7864739600
40,0,0,0,151,0,0,0,470,9889561900
46,0,0,0,167,0,0,0,644,11537805100
47,0,0,0,169,0,0,0,698,12447585100
50,0,0,0,194,0,0,0,725,12861226100
50,0,0,0,195,0,0,0,730,14330372300
73,0,0,0,293,0,0,0,873,14849006000
73,0,0,0,294,0,0,0,893,14973018300
84,0,0,0,343,0,0,0,1090,17484632100
85,0,0,0,343,0,0,0,1090,17533268400
85,0,0,0,344,0,0,0,1107,18076780400
94,0,0,0,378,0,0,0,1168,19161444900
94,0,0,0,378,0,0,0,1168,20050728900
94,0,0,0,378,0,0,0,1168,21383230300
135,0,0,0,507,0,0,0,1484,22941617700
150,0,0,0,562,0,0,0,1550,23630771900
150,0,0,0,562,0,0,0,1550,24065488400
150,0,0,0,562,0,0,0,1551,25118794500
150,0,0,0,562,0,0,0,1551,25154340900
150,0,0,0,562,0,0,0,1551,25576637400
162,0,0,0,607,0,0,0,1756,28199031800
172,0,0,0,643,0,0,0,1921,29143798700
173,0,0,0,644,0,0,0,1940,29857524400
173,0,0,0,644,0,0,0,1940,30089725700
173,0,0,0,645,0,0,0,1943,30216365800
173,0,0,0,645,0,0,0,1943,30235526400
188,0,0,0,738,0,0,0,2066,31503160900
188,0,0,0,738,0,0,0,2066,36053409900
188,0,0,0,739,0,0,0,2066,36576072000
209,0,0,0,856,0,0,0,2305,38078612800
209,0,0,0,856,0,0,0,2305,38081040200
209,0,0,0,856,0,0,0,2305,39042712800
209,0,0,0,858,0,0,0,2462,40567043300
217,0,0,0,889,0,0,0,2525,42200276100
236,0,0,0,983,0,0,0,2693,46807826000
243,0,0,0,1012,0,0,0,2881,49870198000
243,0,0,0,1012,0,0,0,2881,50277062700
256,0,0,0,1122,0,0,0,3038,52713334400
256,0,0,0,1122,0,0,0,3038,52824099900
256,0,0,0,1123,0,0,0,3131,53881458300
256,0,0,0,1124,0,0,0,3131,54018943600
256,0,0,0,1124,0,0,0,3247,54036187400
265,0,0,0,1269,0,0,0,3434,58337903600
265,0,0,0,1269,0,0,0,3434,58447960900
265,0,0,0,1269,0,0,0,3434,58788601400
274,0,0,0,1384,0,0,0,3683,59822121800
274,0,0,0,1385,0,0,0,3683,60053253100
274,0,0,0,1385,0,0,0,3683,60331573000
274,0,0,0,1385,0,0,0,3710,62370686700
