Witness Weight,Time (ns)
0,421681100
2,1958981500
5,2165545900
9,2165619900
14,2896831400
20,3040899800
27,3902534800
35,5678724300
44,6711627100
54,6711882000
65,8403744200
77,8404109000
90,8404317200
104,8420954700
119,10549921300
135,11775433900
152,12111963700
170,16631433500
189,18030337200
209,19895123200
230,21164461400
252,23127868500
275,25411762000
299,27583702200
324,27667252800
350,29464291000
377,29464683900
405,30092334800
434,32442166500
464,33028120600
495,34604606500
527,34608479300
560,34609462800
594,35047582300
629,36454133000
665,36467083700
702,36720858700
740,39862999700
779,39863156300
819,39863270400
860,39863338100
902,42611824100
945,42611951000
989,42612186900
1034,42612733800
1080,42613087300
1127,43770176300
1175,43770613900
1224,48146805500
1274,48147016200
1325,48147145400
1377,50503473300
1430,55896520500
1484,55901976700
1539,55941512300
