UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,142416000
0,0,0,0,1,0,0,0,1,225922000
0,0,0,0,1,0,0,0,1,299902100
0,0,0,0,1,0,0,0,1,370758800
1,0,0,0,3,0,0,0,6,481732800
1,0,0,0,3,0,0,0,6,570692200
2,0,0,0,5,0,0,0,14,673081200
4,0,0,0,11,0,0,0,21,770164100
5,0,0,0,14,0,0,0,24,871207700
6,0,0,0,17,0,0,0,27,970476100
8,0,0,0,22,0,0,0,34,1072898100
10,0,0,0,27,0,0,0,45,1188595200
12,0,0,0,33,0,0,0,52,1309836100
13,0,0,0,36,0,0,0,58,1428404100
13,0,0,0,37,0,0,0,58,1634866800
13,0,0,0,37,0,0,0,61,1928551700
24,0,0,0,65,0,0,0,95,2112598400
25,0,0,0,67,0,0,0,104,2244668300
28,0,0,0,74,0,0,0,118,2388676100
30,0,0,0,86,0,0,0,119,2531577400
36,0,0,0,103,0,0,0,129,3160847100
44,0,0,0,142,0,0,0,204,3902048000
44,0,0,0,145,0,0,0,220,4078480900
44,0,0,0,145,0,0,0,220,4750538300
56,0,0,0,204,0,0,0,425,6663256700
67,0,0,0,252,0,0,0,453,7006374900
67,0,0,0,252,0,0,0,453,7094682000
72,0,0,0,275,0,0,0,522,8030218600
72,0,0,0,275,0,0,0,522,8151631100
72,0,0,0,275,0,0,0,522,8197352700
72,0,0,0,276,0,0,0,522,8343347100
72,0,0,0,276,0,0,0,577,8631965100
72,0,0,0,276,0,0,0,577,8746640400
72,0,0,0,277,0,0,0,577,9097275400
72,0,0,0,277,0,0,0,637,9409600800
86,0,0,0,324,0,0,0,766,11484286300
86,0,0,0,326,0,0,0,867,12068788400
86,0,0,0,326,0,0,0,867,12265347000
86,0,0,0,326,0,0,0,867,12525655300
86,0,0,0,326,0,0,0,867,12602814500
86,0,0,0,327,0,0,0,888,12789019900
86,0,0,0,327,0,0,0,966,13801395900
158,0,0,0,644,0,0,0,994,13941180700
165,0,0,0,717,0,0,0,1045,14626554200
165,0,0,0,717,0,0,0,1045,14998016400
176,0,0,0,809,0,0,0,1112,15438878700
176,0,0,0,810,0,0,0,1114,15540627200
176,0,0,0,830,0,0,0,1217,16753277400
176,0,0,0,830,0,0,0,1217,16918670800
176,0,0,0,831,0,0,0,1229,17300660800
176,0,0,0,831,0,0,0,1229,17557495200
176,0,0,0,831,0,0,0,1229,17614251000
176,0,0,0,833,0,0,0,1341,17966198300
180,0,0,0,880,0,0,0,1391,18716802400
180,0,0,0,880,0,0,0,1391,18802901800
180,0,0,0,880,0,0,0,1391,19019125600
180,0,0,0,880,0,0,0,1391,19028542800
180,0,0,0,880,0,0,0,1391,19079842200
180,0,0,0,880,0,0,0,1391,19583318000
180,0,0,0,880,0,0,0,1391,19907976300
182,0,0,0,926,0,0,0,1498,20304196800
182,0,0,0,927,0,0,0,1498,20691718200
183,0,0,0,927,0,0,0,1498,20732388900
183,0,0,0,929,0,0,0,1540,21000059900
184,0,0,0,958,0,0,0,1663,22206309000
187,0,0,0,999,0,0,0,1707,22979973600
187,0,0,0,999,0,0,0,1707,23147091800
187,0,0,0,1000,0,0,0,1730,23172252000
187,0,0,0,1000,0,0,0,1730,23355675500
187,0,0,0,1000,0,0,0,1730,23375531000
187,0,0,0,1000,0,0,0,1730,23547641000
187,0,0,0,1000,0,0,0,1730,23878616900
187,0,0,0,1001,0,0,0,1745,24113950500
187,0,0,0,1001,0,0,0,1745,24635734000
187,0,0,0,1001,0,0,0,1745,24661012300
187,0,0,0,1001,0,0,0,1745,24674277400
187,0,0,0,1002,0,0,0,1745,24775273000
190,0,0,0,1116,0,0,0,1955,26271853700
190,0,0,0,1116,0,0,0,1955,26357316000
191,0,0,0,1149,0,0,0,1996,26395410100
192,0,0,0,1281,0,0,0,2001,26520969400
192,0,0,0,1282,0,0,0,2006,26606946800
192,0,0,0,1282,0,0,0,2006,26683669900
192,0,0,0,1282,0,0,0,2006,26790651200
192,0,0,0,1283,0,0,0,2022,27891480200
