Witness Weight,Time (ns)
0,2352639400
2,2509947300
5,2510171900
9,3317704200
14,5134064900
20,5134349800
27,9136910400
35,9146161300
44,12302711100
54,14042919400
65,16020089500
77,17632445900
90,17632564500
104,17632604400
119,17632784600
135,19084487200
152,19084669900
170,19328030400
189,19328208400
209,24685859000
230,25135831700
252,25136067800
275,25645483800
299,25645670800
324,25645879500
350,25653373200
377,25653595600
405,26341601300
434,34652105600
464,34652298600
495,34942745500
527,34943427500
560,34943559300
594,34943681000
629,34943806700
665,37581902900
702,37582733900
740,37870051400
779,37870210000
819,37870532800
860,40895783300
902,40896839600
945,40897024800
989,40897172000
1034,40897307500
1080,40897379300
1127,44677381800
1175,46769975600
1224,46770666200
1274,46770848900
1325,46770938600
1377,48243833800
1430,48966683200
1484,48966981100
1539,48967768000
1595,48980135200
1652,48980440700
1710,48981576000
1769,48981993800
1829,49585158000
1890,51279223300
1952,52211360300
2015,52750062100
2079,52750313200
2144,53081055800
