Witness Weight,Time (ns)
0,1338488600
2,12400630100
5,23770368900
8,32341209000
12,32344175000
15,32354437900
19,32829018400
22,33318264500
26,33318776700
30,38253245400
34,38255203900
38,42064493600
41,42064674600
46,43853804500
50,43853969800
53,43857475300
57,43872072000
62,43873848400
68,46238261000
73,46570076000
76,46570368400
80,48347943400
86,49572622200
89,50976726600
93,62463967000
96,62464196600
100,62464391000
105,62464571600
111,62465074700
116,62465180400
122,73889702700
129,73892992500
136,73893147700
144,73893293400
