Node 0,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9,Node 10,Node 11,Node 12,Node 13,Node 14,Node 15,Node 16,Node 17,Node 18,Node 19,Node 20,Node 21,Node 22,Node 23,Node 24,Node 25,Node 26,Node 27,Node 28,Node 29,Node 30,Node 31,Node 32,Node 33,Node 34,Node 35,Node 36,Node 37,Node 38,Node 39,Node 40,Node 41,Node 42,Node 43,Node 44,Node 45,Node 46,Node 47,Node 48,Node 49,Node 50,Node 51,Node 52,Node 53,Node 54,Node 55,Node 56,Node 57,Node 58,Node 59,Node 60,Node 61,Node 62,Node 63,Node 64,Node 65,Node 66,Node 67,Node 68,Node 69,Node 70,Node 71,Node 72,Node 73,Node 74,Node 75,Node 76,Node 77,Node 78,Node 79,Node 80,Node 81,Node 82,Node 83,Node 84,Node 85,Node 86,Node 87,Node 88,Node 89,Node 90,Node 91,Node 92,Node 93,Node 94,Node 95,Node 96,Node 97,Node 98,Node 99,ns since start
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116757900
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171665800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276542800
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370061800
1,1,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,2,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,1,0,2,0,0,0,1,1,1,0,1,1,0,0,0,0,2,0,0,1,0,1,1,486607400
3,3,3,1,4,4,3,3,4,1,2,3,2,1,2,3,1,2,1,2,3,2,3,4,3,3,3,1,1,3,2,3,1,3,1,2,2,3,2,2,4,1,3,2,1,2,3,2,3,2,4,2,4,3,3,3,2,3,2,2,2,2,3,1,5,3,2,2,2,5,3,1,1,3,3,1,1,3,2,3,3,2,3,4,3,2,2,2,5,1,2,3,3,3,2,3,4,1,3,2,590516400
6,3,6,5,5,5,5,8,6,4,7,5,5,5,4,4,5,4,3,4,7,6,7,6,5,6,5,7,5,6,4,5,5,7,4,4,4,6,6,4,5,4,6,6,6,4,6,4,5,6,5,6,5,7,5,6,6,6,6,3,4,6,5,7,6,4,6,4,5,5,4,6,6,6,3,5,4,6,7,5,4,5,6,5,4,3,6,3,5,4,4,5,4,5,4,5,6,4,5,2,788363100
7,6,8,6,8,5,6,8,8,9,8,8,5,5,9,7,7,4,7,7,8,7,9,8,8,8,5,8,5,6,8,5,7,8,9,5,8,6,8,7,5,4,8,8,7,9,6,8,7,6,7,8,7,8,9,6,6,6,6,3,4,8,8,8,8,4,8,9,5,7,8,6,8,6,9,5,9,7,7,6,4,7,6,6,4,3,9,9,8,6,8,7,4,9,4,7,7,4,8,6,916911400
9,8,12,9,13,9,9,9,8,9,8,10,10,7,10,13,8,10,11,10,11,10,10,12,11,10,10,8,10,8,9,5,9,10,9,6,9,7,10,11,10,12,12,9,9,11,10,8,11,10,7,8,10,10,9,9,8,8,7,8,11,8,12,10,10,9,8,9,8,8,11,9,9,10,9,5,9,10,9,7,10,10,8,7,6,9,9,12,9,10,8,11,10,9,7,9,10,8,13,9,1215519100
12,13,13,10,13,9,11,9,12,13,8,12,10,12,12,15,8,10,13,10,11,11,14,12,13,10,12,12,14,16,9,15,11,15,10,6,10,13,13,11,14,14,13,9,9,11,13,12,12,13,7,8,13,14,9,11,12,11,12,8,13,12,14,12,14,9,8,11,13,14,11,9,9,14,9,10,9,11,9,7,11,15,13,11,12,9,13,12,9,10,8,12,10,16,13,9,16,8,15,12,1457701100
12,13,17,16,17,13,11,9,12,13,8,12,16,12,12,17,17,15,13,14,11,11,14,12,18,20,13,13,16,16,18,15,14,18,19,6,11,14,13,18,14,14,17,16,9,11,13,18,12,14,7,19,14,14,16,17,12,16,15,8,14,13,16,18,14,16,8,11,18,14,11,15,9,17,9,15,16,19,9,11,12,16,14,16,17,16,13,13,9,14,8,12,10,16,13,19,16,8,16,12,1658869000
12,13,17,16,17,13,11,10,12,13,8,12,16,12,12,18,17,16,13,14,11,11,14,12,18,23,16,13,16,16,20,15,14,18,19,6,11,14,13,18,14,14,18,16,9,11,13,18,12,14,17,19,14,14,16,19,12,16,17,8,14,13,16,18,14,16,15,11,18,14,11,15,21,17,9,15,16,20,9,18,12,16,14,16,18,16,13,13,9,18,8,12,10,16,13,19,16,8,16,12,1684641200
12,13,17,16,20,13,11,20,12,13,20,12,21,12,12,18,17,19,13,19,11,11,14,12,18,23,16,13,23,16,20,15,20,21,19,6,11,14,13,22,14,14,18,19,9,11,13,20,12,16,17,20,14,14,16,21,12,16,19,8,14,13,16,20,14,16,18,11,18,14,11,15,21,17,9,20,16,21,9,19,12,18,14,19,18,16,13,13,9,18,19,12,10,16,13,21,16,8,18,12,1801167600
26,23,19,20,21,15,24,20,23,21,20,23,23,22,15,18,24,23,20,22,13,24,25,22,18,25,16,23,26,24,23,24,20,21,19,24,24,23,26,22,18,25,22,19,23,23,19,20,21,16,21,20,19,22,21,22,17,22,22,23,23,22,16,20,23,22,18,22,19,23,25,21,21,18,10,21,24,22,13,22,25,18,24,19,24,23,13,13,9,21,19,27,24,17,13,21,24,21,18,23,2043719100
26,25,22,20,22,21,24,20,25,21,24,23,23,24,20,27,26,23,20,23,24,24,25,24,27,26,16,23,26,25,23,24,25,27,19,24,25,23,26,22,27,26,22,20,23,23,19,20,21,17,21,20,19,22,21,23,17,22,22,24,23,22,16,24,23,23,18,23,19,24,27,22,27,18,26,27,24,27,26,23,26,18,25,19,24,24,28,23,11,21,23,29,25,29,14,26,24,22,18,23,2128702500
31,30,28,26,22,21,24,20,28,21,31,23,23,24,24,31,26,30,21,23,24,24,25,28,28,29,33,23,29,25,26,28,27,30,27,28,25,23,26,22,32,26,22,27,23,27,19,20,30,17,21,25,19,29,21,29,29,26,26,28,26,31,31,24,31,23,29,33,28,31,28,28,29,27,26,29,24,31,28,23,28,29,26,34,29,24,30,30,31,22,26,30,25,33,30,29,29,22,18,29,2290144000
39,30,34,42,38,25,24,41,28,31,35,23,39,24,38,31,34,30,21,37,35,41,35,41,28,29,36,35,33,38,46,42,31,36,44,35,25,32,35,36,32,38,39,34,35,30,38,37,30,17,34,37,41,36,35,39,44,26,33,28,41,37,37,24,31,23,36,45,28,39,28,39,29,34,40,29,37,31,28,23,28,29,31,44,39,37,30,33,46,30,40,30,32,34,36,44,29,31,42,29,2718470300
39,45,34,44,38,25,24,41,48,31,35,23,39,24,38,31,46,30,38,46,35,45,42,48,28,49,36,35,39,38,50,45,36,36,45,35,31,32,35,36,32,38,45,34,43,30,38,37,43,17,34,37,41,40,35,46,45,46,33,32,49,37,37,24,31,23,36,46,46,39,28,50,32,34,40,45,45,31,28,23,28,40,31,44,41,44,30,33,46,30,42,30,32,34,38,45,44,31,44,38,2914565200
40,49,58,52,46,48,58,57,61,36,37,37,39,63,38,33,58,60,51,48,39,56,57,53,40,51,51,37,62,38,57,51,56,36,46,54,62,40,45,36,32,48,52,42,47,38,51,43,49,17,41,62,58,60,47,65,56,56,33,34,53,48,41,52,51,66,47,59,52,46,45,56,60,37,41,48,54,56,39,57,61,53,38,54,52,64,50,39,52,32,53,33,33,48,63,49,57,39,52,38,3769758700
40,49,58,52,46,67,58,60,61,36,37,37,39,63,38,33,58,60,51,48,39,56,57,53,40,51,51,37,62,39,57,51,56,36,46,54,62,40,45,36,32,49,52,42,47,38,59,43,49,17,58,62,58,60,47,65,56,56,34,34,53,48,55,52,51,66,51,59,52,46,45,56,60,37,65,48,62,57,39,57,61,53,43,54,52,65,53,39,52,32,53,48,33,51,65,50,57,47,52,38,3905059100
40,50,58,53,63,67,58,60,62,36,49,37,39,63,38,33,58,64,51,48,39,56,58,54,40,51,51,37,62,39,57,51,56,36,47,54,62,40,67,43,32,49,52,42,48,38,59,43,49,17,59,62,63,60,47,65,56,56,34,34,54,48,61,52,51,66,51,59,52,46,46,56,60,54,65,48,66,57,39,57,61,53,43,54,52,65,64,39,54,32,53,48,42,51,65,69,57,47,52,44,4032176200
40,54,72,53,76,74,58,61,65,42,49,39,39,68,51,35,58,68,73,48,39,58,69,58,43,60,54,49,67,49,65,59,56,48,53,63,72,40,75,56,39,56,54,42,70,45,70,44,65,21,59,67,64,60,50,69,62,59,46,45,55,59,66,75,51,71,52,59,52,46,53,56,60,63,66,69,69,64,45,57,61,53,58,54,52,67,64,39,64,32,64,53,45,69,70,74,57,47,52,74,4660309500
40,54,72,53,76,74,58,61,65,42,49,39,39,68,52,35,58,68,74,48,45,58,69,58,43,60,54,71,67,49,65,59,56,76,53,63,72,40,75,56,39,56,54,72,70,76,70,44,73,21,59,67,64,60,50,69,62,76,46,45,55,59,75,78,51,71,52,59,52,65,53,56,60,63,66,69,69,64,45,57,61,53,58,54,62,67,64,50,64,32,64,53,45,69,70,74,57,47,52,74,4887909800
40,54,72,53,77,74,77,77,65,42,49,39,39,68,77,35,58,68,74,48,64,58,69,58,43,60,54,72,67,49,65,59,56,79,53,63,72,40,75,56,39,56,54,76,70,76,70,44,74,21,59,67,64,60,50,69,62,76,46,45,55,59,75,80,51,71,52,59,52,82,53,70,70,63,66,69,69,64,45,57,75,53,58,78,78,67,64,76,64,32,64,53,45,69,70,74,78,47,52,74,5078166400
40,54,72,53,82,74,80,80,65,42,49,39,39,81,79,35,58,68,74,75,80,58,69,58,43,60,54,85,67,49,65,59,56,86,53,63,72,40,75,56,39,56,54,78,70,77,70,44,85,21,59,67,64,60,50,82,62,76,46,45,55,59,87,86,87,71,70,59,52,87,53,70,80,63,66,79,69,64,45,57,81,53,58,78,81,67,86,76,64,32,64,53,45,69,70,74,86,69,52,74,5307876500
40,84,88,53,82,87,82,85,65,42,68,39,39,87,81,40,58,88,74,78,80,58,69,58,77,60,54,85,67,49,65,59,56,89,53,87,75,47,91,56,39,56,54,84,71,81,70,71,85,21,59,67,64,60,50,82,62,78,46,45,55,72,88,86,87,71,70,87,52,87,53,70,89,79,75,79,83,64,45,57,81,53,58,78,86,67,86,76,64,71,87,53,45,69,90,74,86,69,52,84,5596451300
40,89,88,53,82,87,82,91,65,71,88,39,55,87,81,80,58,89,74,79,80,58,69,58,90,60,87,85,89,56,65,59,56,90,89,87,75,47,91,56,39,56,54,84,73,81,76,89,85,21,59,85,64,60,50,82,62,78,46,45,55,72,88,86,87,88,70,88,52,87,53,70,89,92,92,79,91,64,45,57,81,53,58,78,86,88,86,76,64,73,87,53,45,91,90,74,86,69,52,84,5828642400
40,89,88,53,82,87,82,91,66,72,89,39,56,87,81,86,59,90,74,79,80,58,69,58,91,60,88,85,89,56,65,59,57,90,89,92,77,48,91,56,39,56,54,84,73,81,87,89,85,22,59,85,64,60,51,82,62,78,46,45,55,72,88,86,87,88,71,89,53,87,54,70,91,92,92,80,91,64,45,57,81,53,74,78,86,88,86,76,64,73,87,56,45,91,91,74,86,69,52,88,5971255300
