Witness Weight,Time (ns)
0,292800
2,53549300
5,151761800
9,193583900
14,230030000
20,400540600
27,420418000
35,495989800
42,647449700
51,971245600
61,975553000
72,995297700
84,1096305700
97,1374993100
111,1391813700
126,1451740600
142,1630659000
150,1671939500
158,1762960900
175,1963952400
193,2125255600
212,2206751800
232,2536523300
253,2548456000
275,2582479200
296,2724157100
318,3454219000
327,3627944700
350,3820027600
374,3893708000
399,3926425800
425,4016650400
452,4154960100
480,4233038700
509,4233360200
539,4233532500
570,4241816000
602,4274801100
635,4275763900
669,4292089800
704,4294748500
740,4303766200
777,4453467900
815,4644690300
854,4679535100
863,4769985100
903,4882062400
944,5061205700
986,5190694800
1029,5193807700
1073,5645067300
1118,5801580600
1164,5812586800
1211,5863626200
1259,5923499200
1269,5978246400
1318,6112545700
1368,6219473000
1419,6313410900
1471,6451373900
1524,6532831800
1578,6955046800
1633,7113970600
1689,7258806000
1746,7273696500
1804,7601587000
1863,7601885000
1923,7602074500
1984,7750232100
2046,7771793200
2109,7981262000
2119,8128804800
2130,8202171900
2194,8522830200
2259,8873112500
2325,9012979500
2392,9018478100
2460,9249791700
2529,9380565500
2599,9398391300
2670,9494731400
2742,9743951600
2815,9774823200
2889,9878682100
2964,9883875400
3040,9916004200
3117,10066792700
3195,10089956000
3274,10193842100
3354,10384138300
3435,10398051800
3517,10403030800
3600,10434445600
3612,10572991100
3696,10639121100
3781,10764510500
3867,10851304800
3954,10893132800
4042,10943316100
4131,10956935500
4221,10980625300
4312,11205403800
4404,11373798300
4497,11445851400
4591,11816851800
4686,11997039900
4782,12055668700
4879,12101436100
4977,12247790600
5076,12376870100
5176,12377166000
5277,12446122000
5379,12709675100
5482,12744022200
5586,12962450100
5691,12969902800
5797,13087099600
5904,13114803500
6012,13154324700
6121,13269778000
6231,13555766100
6342,13633133200
6454,13830977600
6567,13853079100
6681,13861298700
6796,14134731600
6912,14308771500
7029,14445738400
7147,14648662800
7266,14876675500
7386,14905345500
7507,14933244400
7629,14950232500
7752,15235010100
7876,15299447700
8001,15405444200
8127,15704486700
8140,15824546200
8267,15855755400
