UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,198300800
0,0,0,0,0,0,0,0,0,220172300
0,0,0,0,0,0,0,0,0,251759500
0,0,0,0,1,0,0,0,1,373732900
1,0,0,0,2,0,0,0,2,453123100
1,0,0,0,3,0,0,0,5,551562100
1,0,0,0,7,0,0,0,10,650880300
1,0,0,0,7,0,0,0,10,751177800
1,0,0,0,7,0,0,0,10,853405600
2,0,0,0,11,0,0,0,17,957331400
3,0,0,0,13,0,0,0,20,1052381900
4,0,0,0,15,0,0,0,24,1176489500
5,0,0,0,19,0,0,0,26,1265967900
5,0,0,0,19,0,0,0,26,1462298500
5,0,0,0,19,0,0,0,26,1522029100
6,0,0,0,23,0,0,0,31,1631812300
7,0,0,0,27,0,0,0,32,1664172300
7,0,0,0,30,0,0,0,34,1756196800
8,0,0,0,31,0,0,0,35,1867171000
9,0,0,0,33,0,0,0,37,1955175500
9,0,0,0,34,0,0,0,40,2051333300
10,0,0,0,39,0,0,0,51,2201869500
10,0,0,0,39,0,0,0,51,2264572800
13,0,0,0,43,0,0,0,58,2427321300
13,0,0,0,50,0,0,0,62,2463900300
13,0,0,0,51,0,0,0,62,2564750500
15,0,0,0,58,0,0,0,67,2683482500
16,0,0,0,69,0,0,0,83,3163713100
19,0,0,0,78,0,0,0,96,3488901700
19,0,0,0,79,0,0,0,96,3738349500
19,0,0,0,79,0,0,0,99,3803106700
19,0,0,0,79,0,0,0,99,3945188400
20,0,0,0,80,0,0,0,99,3994137700
20,0,0,0,80,0,0,0,99,4224471900
20,0,0,0,80,0,0,0,99,4268909500
20,0,0,0,80,0,0,0,99,4380710400
20,0,0,0,80,0,0,0,99,4482705500
27,0,0,0,125,0,0,0,154,5044150000
27,0,0,0,125,0,0,0,154,5053445100
31,0,0,0,133,0,0,0,162,5156832500
31,0,0,0,137,0,0,0,168,5252351600
37,0,0,0,158,0,0,0,176,5676111700
37,0,0,0,158,0,0,0,176,5779559900
37,0,0,0,158,0,0,0,176,5880718400
38,0,0,0,168,0,0,0,184,6009517600
38,0,0,0,168,0,0,0,184,6103477200
38,0,0,0,170,0,0,0,190,6174963100
39,0,0,0,171,0,0,0,190,6280642700
39,0,0,0,173,0,0,0,210,6371880700
39,0,0,0,180,0,0,0,213,6485963300
39,0,0,0,181,0,0,0,213,6560970400
48,0,0,0,224,0,0,0,240,7177835300
48,0,0,0,224,0,0,0,240,7211869500
48,0,0,0,225,0,0,0,240,7288503100
48,0,0,0,225,0,0,0,243,7365931200
48,0,0,0,225,0,0,0,243,7477828500
48,0,0,0,226,0,0,0,243,7553852000
48,0,0,0,226,0,0,0,243,7651118300
51,0,0,0,248,0,0,0,274,7805746800
51,0,0,0,249,0,0,0,275,8085579000
53,0,0,0,268,0,0,0,296,8152673700
53,0,0,0,269,0,0,0,296,8304507900
53,0,0,0,269,0,0,0,296,8370852000
53,0,0,0,269,0,0,0,296,8460708400
53,0,0,0,269,0,0,0,296,8551096100
54,0,0,0,285,0,0,0,318,8655454100
54,0,0,0,286,0,0,0,318,8832487500
54,0,0,0,286,0,0,0,318,8873204900
56,0,0,0,302,0,0,0,324,8965924300
57,0,0,0,306,0,0,0,326,9061828300
58,0,0,0,314,0,0,0,339,9349032300
59,0,0,0,315,0,0,0,345,9506964900
59,0,0,0,315,0,0,0,345,9556449500
59,0,0,0,315,0,0,0,345,9654250800
59,0,0,0,315,0,0,0,345,9827329500
59,0,0,0,315,0,0,0,345,9880520200
60,0,0,0,348,0,0,0,369,9960715100
60,0,0,0,348,0,0,0,369,10085181900
61,0,0,0,353,0,0,0,378,10161942300
61,0,0,0,354,0,0,0,378,10258990900
61,0,0,0,355,0,0,0,379,10400514300
61,0,0,0,355,0,0,0,379,10465970500
61,0,0,0,355,0,0,0,381,10585360700
70,0,0,0,402,0,0,0,438,11277467400
70,0,0,0,403,0,0,0,438,11722434100
