Witness Weight,Time (ns)
0,7596832800
2,7597054000
5,7597180900
9,7597288200
14,8685030400
20,9070418900
27,9074241100
35,9074723900
44,9075947600
54,9374307400
65,9374454800
77,9374590900
90,9375169700
104,9375309600
119,10578842400
135,10579485500
152,10579669300
170,10579820200
189,11552957400
209,14824587800
230,16849540200
252,16850447000
275,16850777800
299,16855077600
324,16855230200
350,16855363000
377,20801341900
405,21067672000
434,26633367500
464,26633664000
495,29652117100
527,29848747400
560,29849031000
594,29849211200
629,29849739900
665,30351679300
702,40813006300
740,40813246900
779,40813339000
819,59018075300
860,59018236300
902,59018392900
945,59018577100
989,59018639300
1034,59018967200
1080,59019161000
1127,59019393300
1175,61724558400
1224,61728804700
1274,61728958900
1325,61729189400
1377,61729434700
1430,61737080600
1484,62445439600
