Message ID,Issuance Time (unix),Confirmation Time (ns),Weight,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685360233,418695800,14,1,28,931743900
1,1685360233,421834900,17,2,28,934883800
1,1685360233,426272300,21,3,29,939319800
6,1685360233,325749800,12,4,31,981885500
1,1685360233,468843100,25,5,31,981888400
1,1685360233,469029600,31,6,31,982076100
6,1685360233,326015700,17,7,31,982150200
1,1685360233,469107200,34,8,31,982152400
1,1685360233,500637400,38,9,34,1013684200
6,1685360233,392732900,20,10,36,1048869100
1,1685360233,535827300,41,11,36,1048872600
3,1685360233,441037500,14,12,36,1048883500
5,1685360233,397157900,14,13,36,1049003000
3,1685360233,441159100,20,14,36,1049004900
1,1685360233,552413900,48,15,38,1065461800
1,1685360233,560177600,53,16,38,1073224600
11,1685360233,371491500,14,17,39,1099926900
1,1685360233,586887000,59,18,39,1099932400
6,1685360233,443899800,26,19,39,1100035000
1,1685360233,586992700,66,20,39,1100038100
18,1685360233,304357800,14,21,41,1119496400
6,1685360233,463365300,30,22,41,1119499600
1,1685360233,606456200,71,23,41,1119501400
6,1685360233,483269800,37,24,43,1139406400
1,1685360233,626366000,79,25,43,1139411400
7,1685360233,483600200,14,26,43,1145973200
5,1685360233,494132600,20,27,43,1145980800
3,1685360233,538137100,27,28,43,1145983400
28,1685360233,243505500,14,29,45,1171844400
18,1685360233,356711300,20,30,45,1171847900
6,1685360233,515715500,40,31,45,1171849800
1,1685360233,658806600,83,32,45,1171851800
12,1685360233,477958300,14,33,49,1210796000
11,1685360233,482373000,20,34,49,1210802400
1,1685360233,697759100,92,35,49,1210804300
10,1685360233,543043800,14,36,58,1248881800
7,1685360233,586517800,20,37,58,1248890800
5,1685360233,597051600,27,38,58,1248898300
3,1685360233,641056000,35,39,58,1248902300
31,1685360233,303925800,14,40,62,1285742700
28,1685360233,357408700,20,41,62,1285746300
18,1685360233,470611600,27,42,62,1285748900
6,1685360233,629616600,48,43,62,1285751000
1,1685360233,772709600,100,44,62,1285754900
2,1685360233,723480800,12,45,62,1285764100
1,1685360233,785079000,110,46,64,1298125800
13,1685360233,565488800,14,47,66,1308180300
10,1685360233,602348100,20,48,66,1308185900
7,1685360233,645817000,27,49,66,1308188000
5,1685360233,656347500,35,50,66,1308192600
3,1685360233,700350400,44,51,66,1308196700
6,1685360233,673407400,57,52,68,1329544700
1,1685360233,816503100,114,53,68,1329548500
36,1685360233,280804800,14,54,69,1329609800
31,1685360233,347824100,20,55,69,1329639700
28,1685360233,401304500,27,56,69,1329641900
18,1685360233,514507400,35,57,69,1329644300
6,1685360233,673514000,62,58,69,1329648300
1,1685360233,816605000,120,59,69,1329650400
1,1685360233,816745200,131,60,69,1329791100
18,1685360233,514820400,44,61,69,1329958200
6,1685360233,673826600,72,62,69,1329960800
1,1685360233,816917300,136,63,69,1329962500
14,1685360233,607765100,12,64,70,1353831200
13,1685360233,611145300,18,65,70,1353834800
10,1685360233,648001300,25,66,70,1353837300
7,1685360233,691468600,33,67,70,1353839700
5,1685360233,701997000,42,68,70,1353841800
3,1685360233,745999400,52,69,70,1353847100
6,1685360233,697769800,76,70,70,1353904500
1,1685360233,840863500,141,71,70,1353910000
2,1685360233,791679500,16,72,70,1353962900
2,1685360233,814186300,21,73,73,1376471600
8,1685360233,726479700,13,74,74,1394416500
2,1685360233,836034000,26,75,74,1398322000
18,1685360233,599347300,47,76,75,1414486000
6,1685360233,758355500,82,77,75,1414489800
1,1685360233,901446600,148,78,75,1414492300
41,1685360233,302852400,14,79,77,1422249500
36,1685360233,373473100,20,80,77,1422280700
