UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,201017700
0,0,0,0,1,0,0,0,1,284950100
1,0,0,0,6,0,0,0,10,568502600
1,0,0,0,7,0,0,0,12,673688200
2,0,0,0,10,0,0,0,17,717660000
3,0,0,0,12,0,0,0,23,811961300
5,0,0,0,15,0,0,0,26,911073400
9,0,0,0,24,0,0,0,35,1042985000
10,0,0,0,27,0,0,0,46,1134120100
11,0,0,0,34,0,0,0,54,1211769600
11,0,0,0,35,0,0,0,54,1375443000
11,0,0,0,35,0,0,0,54,1630191100
11,0,0,0,35,0,0,0,54,1762141300
16,0,0,0,57,0,0,0,82,1884647800
18,0,0,0,60,0,0,0,93,2168787000
18,0,0,0,60,0,0,0,93,2249437900
18,0,0,0,60,0,0,0,93,2344654800
25,0,0,0,73,0,0,0,115,2573341400
25,0,0,0,73,0,0,0,115,2642753400
25,0,0,0,74,0,0,0,126,2783166300
28,0,0,0,95,0,0,0,155,3306473100
28,0,0,0,97,0,0,0,175,3906486200
28,0,0,0,97,0,0,0,204,4193443600
28,0,0,0,97,0,0,0,204,4220424500
28,0,0,0,97,0,0,0,204,4350659300
28,0,0,0,98,0,0,0,220,4411185600
28,0,0,0,99,0,0,0,220,4571050300
28,0,0,0,102,0,0,0,291,6142496400
28,0,0,0,103,0,0,0,371,6197921700
28,0,0,0,103,0,0,0,371,6336313400
28,0,0,0,104,0,0,0,402,6506575000
28,0,0,0,104,0,0,0,402,6853287900
28,0,0,0,104,0,0,0,402,6862502700
32,0,0,0,132,0,0,0,472,7007506000
32,0,0,0,133,0,0,0,472,7032551700
32,0,0,0,134,0,0,0,486,7245636300
32,0,0,0,134,0,0,0,486,7366931600
32,0,0,0,134,0,0,0,486,7797652800
37,0,0,0,146,0,0,0,592,8261197300
52,0,0,0,209,0,0,0,612,8397649600
52,0,0,0,209,0,0,0,612,8428315700
52,0,0,0,209,0,0,0,612,8765122200
52,0,0,0,209,0,0,0,614,8788276300
52,0,0,0,209,0,0,0,614,8938811200
52,0,0,0,209,0,0,0,614,8949062000
52,0,0,0,210,0,0,0,614,9012466000
54,0,0,0,222,0,0,0,668,9639852900
54,0,0,0,222,0,0,0,680,9649118700
54,0,0,0,222,0,0,0,680,9747620500
55,0,0,0,223,0,0,0,680,9811340100
55,0,0,0,223,0,0,0,691,10064978000
55,0,0,0,223,0,0,0,691,10071019400
55,0,0,0,223,0,0,0,691,10202459300
56,0,0,0,234,0,0,0,766,10594304000
57,0,0,0,235,0,0,0,790,11149504100
57,0,0,0,235,0,0,0,790,11154825600
57,0,0,0,235,0,0,0,790,11253833400
71,0,0,0,274,0,0,0,804,11366499500
71,0,0,0,275,0,0,0,804,11510264600
71,0,0,0,276,0,0,0,851,12233590000
