Message ID,Issuance Time (unix),Confirmation Time (ns),Weight,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685101744,457966400,14,1,17,660860400
3,1685101744,557688600,14,2,24,853337400
6,1685101744,500611300,14,3,25,879116400
10,1685101744,460499900,14,4,28,914290400
2,1685101744,687507800,12,5,31,966009700
12,1685101744,602234000,12,6,37,1075311600
17,1685101745,447732200,14,7,39,1108506000
24,1685101745,270448700,14,8,42,1123776200
25,1685101745,249895800,14,9,44,1128935400
28,1685101745,250064800,14,10,45,1164216500
39,1685101745,59156000,14,11,47,1167519000
42,1685101745,250577400,14,12,56,1374240000
4,1685101744,1029665800,14,13,56,1374436000
5,1685101744,1238268700,14,14,71,1599279800
44,1685101745,470692900,14,15,72,1599512300
15,1685101745,1035734400,12,16,74,1635387700
23,1685101745,893239800,13,17,79,1729253500
31,1685101745,789326100,12,18,79,1729325500
45,1685101745,565534800,14,19,80,1729669300
47,1685101745,698264400,14,20,97,1865705600
56,1685101745,491712000,14,21,98,1865786800
7,1685101744,1500395600,14,22,98,1889606900
50,1685101745,564371800,14,23,98,1889822200
57,1685101745,506644200,14,24,98,1889894100
72,1685101746,458599400,14,25,110,2058004700
80,1685101746,501435500,14,26,120,2231034800
97,1685101746,365696200,14,27,121,2231329400
98,1685101746,365796700,14,28,122,2231519500
110,1685101746,173748100,14,29,123,2231666900
120,1685101746,1278200,14,30,124,2232208800
121,1685101746,51237100,14,31,129,2282433300
46,1685101745,1194956700,11,32,139,2359734100
122,1685101746,128495100,14,33,140,2359876900
123,1685101746,128489000,14,34,141,2360032400
76,1685101746,700636000,14,35,141,2360191400
77,1685101746,700652800,14,36,141,2360294800
21,1685101745,1568194400,13,37,141,2360544600
124,1685101746,164760000,14,38,144,2396849300
128,1685101746,158616100,14,39,147,2410213200
18,1685101745,1836273800,14,40,152,2520172900
8,1685101744,2118104900,14,41,152,2520285000
33,1685101745,1528222500,14,42,152,2520407200
9,1685101744,2113495900,14,43,152,2520562800
78,1685101746,861110200,14,44,152,2521164000
140,1685101746,161581900,14,45,153,2521340500
32,1685101745,1583497700,14,46,159,2572091100
14,1685101745,2019723000,14,47,164,2598220200
69,1685101746,1013415300,14,48,164,2598339300
141,1685101746,258583200,14,49,167,2618506000
35,1685101745,1746647500,14,50,174,2757382800
40,1685101745,1666927300,11,51,175,2781389200
