Witness Weight,Time (ns)
0,1638112300
2,1638338800
5,1638447600
9,1638789900
14,4209248100
20,5855734100
27,5855949200
35,5856152400
44,5856330800
54,9616782300
60,9671816300
71,9763544800
83,9763732700
96,12255933400
110,12256190400
125,16586046400
141,16586093900
158,16942190200
165,20338742400
183,20341991900
202,20342236500
222,20345377300
243,28601736100
251,29190704300
273,29191044700
296,29191747200
320,29245009900
345,29245272000
371,29248450400
398,29572830000
426,29572971800
455,29576205300
485,29655292200
516,29894091700
548,29894249400
581,29894374600
615,29894433500
650,30014530600
686,30436533300
695,30443222600
732,30565455300
770,30566144400
809,30566402300
849,30566791900
890,30741696600
900,30743790400
942,30744024100
985,30744283200
1029,35479913300
1074,38386608400
1120,38386780200
1167,38387220800
1215,38387366200
1264,44151099100
1314,44152501000
1365,44153682400
1417,44392985700
1470,44393355700
1524,44393666100
1579,44401447900
1635,48544330700
1692,48544520300
1750,48544674600
1809,48544821100
1869,48544962300
1930,48545532300
1992,48545728000
2055,48546271200
2119,48706878200
2184,48707214600
2250,49089810400
2317,49089918500
2385,49919367700
2454,49919682500
2524,49930406700
2595,49932600700
2667,52199800700
2740,52200067200
2814,52200380400
2889,53460390800
2965,54056161800
3042,54072118400
3120,54072881300
3199,54380081900
3279,56665165900
3290,56665335300
3302,56665474500
3315,56665653900
3329,60469069600
3344,60469448100
