Witness Weight,Time (ns)
0,278300
2,271046900
5,271316000
9,655230500
14,657456300
20,658622900
23,707640500
30,744435600
38,1174150300
47,1637457800
57,1641473300
68,1641741800
80,1641922700
84,1642060400
97,1766201700
111,1819452100
126,2553516100
142,2555651500
159,2555856800
177,2562651300
196,2562843700
216,2563089300
237,2563233800
259,2598732100
282,2600340200
306,2994889700
331,2995780300
357,2997793800
384,2998004500
412,3777675300
441,3777906000
471,3869592400
502,3870266600
534,3870536400
567,3870943800
601,3871246000
636,3934631700
672,4178653600
709,4179096100
714,4179274300
752,4179392300
791,4179724800
831,4179865900
872,4180129800
914,4181122600
957,4237525600
1001,4299865400
1046,4387482900
1092,5054674900
1139,5055265000
1187,5242321600
1236,5242901300
1286,5243095300
1337,5247609200
1389,5248404000
1442,5249060400
1496,5249423100
1551,5313125400
1607,5318994500
1664,5405018900
1722,5413418500
1781,5597500500
1841,6557505300
1902,6557893200
1964,6560047100
2027,6569352800
2091,6569787000
2156,6569951500
2222,6570189300
2289,6571634400
2357,7631565000
2426,7631749500
2496,7636258100
2567,7636505400
2639,7636695800
2712,7638531900
2786,7728634200
2861,7730203100
2937,7736492500
3014,7895442500
3092,7902406800
3171,8059311300
3251,8062463700
3332,8065474200
3414,8066519600
3497,8067840400
3581,8068157800
3666,8071631400
3752,8071937000
3839,8192971200
3927,8193361800
4016,8201809300
4106,8202016800
4197,8375637600
4289,8386001700
4382,8522350300
4388,8524360800
4482,9155238200
4577,9156502400
4673,9157636600
4770,9157992400
4868,9158716400
4967,9159309000
5067,9190390900
5168,9190647600
5270,9408307700
5373,9527208900
5477,9541174300
5582,9597219900
5688,9597524500
5795,9761619200
5903,10180319100
6012,10181165400
6122,10198664400
6129,10201554100
6240,10210591500
6352,10535094100
6465,10535727400
6579,10545664900
6694,10767578000
6810,10919554300
6927,11254257300
7045,11258555700
7164,11307302900
7284,11308878300
7405,11535470000
7527,11536241300
7650,12040386700
7774,12040851500
7899,12041719500
8025,12042126500
8152,12044507400
8280,12045987300
8409,12216104500
8539,12491844400
8670,12556504600
8802,12556791800
8935,12734437000
9069,12734778400
9204,12735132000
9340,13065034700
9477,13065369600
9615,13089447000
9754,13089865000
9894,13163967500
10035,13232970600
10177,13330899300
10320,13416067400
10464,13416459700
10609,13738441200
10755,13744381200
10902,13747414500
11050,13831808800
11199,13832128300
11349,13878442200
11500,13948038000
11652,14539939200
11805,14543692900
11959,14545070000
12114,14545443000
12270,14546059100
12427,15027152700
12585,15028015500
12744,15030703400
12904,15031449000
13065,15031700700
13227,15032733700
13390,15033090600
13554,15033386800
13719,15781633700
13885,15782062900
14052,15782455200
14220,15783982300
14389,15847747100
14559,15972440200
14730,15973139700
14902,16319464100
15075,16319981400
15249,16323188100
15424,16324369500
15600,16501946400
15777,16504160400
15955,16508535100
16134,16581776900
16314,16589609300
16495,19325620000
16677,19326837100
16860,19327665700
17044,19329431500
17229,19332105700
17415,19332739600
17602,19334095500
17790,19334636400
17979,19352109200
18169,19356195700
18360,19363905200
18552,19375998100
18745,19379624100
18939,19381836300
19134,19384524400
19330,19387936300
19527,19394833100
19725,19395518200
19924,19400378200
20124,19411738100
20325,19480661200
20527,19511572400
20730,19648400400
20934,19754427600
21139,20423743200
21345,20424131700
21552,21130955300
21760,21306206600
21969,21309969600
22179,21311668000
22390,21318893700
22602,21319903800
22815,22360515800
23029,22361388200
23244,22368256100
23460,22391303200
23677,22391816500
23895,22392379200
24114,22478753000
24334,22479364600
24555,22481102400
24777,22483641200
25000,22743666600
25224,22967014900
25449,22969841200
25675,22971498900
25902,23029579100
26130,23042727200
26359,23043886600
26589,24864996900
26820,24866884700
27052,24869365600
27060,24870600000
27293,25534946300
27527,25537375900
27762,25545361600
27998,25547944100
28235,26127178000
28473,26148868300
28482,26159498000
28721,26172249800
28961,26181519500
29202,26232878300
29444,26235421100
29687,26235957700
29931,26265277200
30176,26277186600
30422,27885934800
30669,28118813700
30917,28121994900
31166,28128537800
31416,28839306000
31667,28839832800
31919,29550256900
32172,29689618300
32426,29690388500
32681,30543788000
32937,30545106000
33194,30547553500
33452,30937209800
33711,31457644500
33971,32153249800
34232,32174757700
34494,32175698900
34504,32175801300
34515,32177285600
34778,32228233800
35042,32229458100
35307,32230612300
35573,32239666100
35840,32387997800
35852,32390188200
36120,33319352400
36389,33319970500
36659,33642901600
36930,33643528800
37202,33644776000
37475,34593143900
37749,34594551100
38024,34596727400
38300,34597739700
38577,34598773300
38855,35378392600
39134,36040620800
39414,36042277800
39695,36045079300
39977,36047783100
40260,36048722200
40544,38494246800
40829,38498399300
41115,38507193800
41402,38507893200
41690,38508424700
41979,38509038800
42269,39204441400
42560,39209525100
42852,39895307600
43145,39898147900
43439,39958775700
43734,40375279800
44030,40388299900
44327,40408688900
44625,40898831000
44924,40901386300
45224,41802540700
45525,43399959300
45827,43402579300
46130,43408163700
46434,43936699400
46739,43938175400
47045,44453720400
47352,44455264800
47660,44963870400
47969,48405935500
47982,48955600900
48292,48957108400
48603,48990358200
48915,48994928500
49228,49375676400
49542,49767064200
49857,49835418700
50173,49837311000
50490,49838885200
50808,49841052600
51127,50823543400
51447,50829129100
51768,52403524700
52090,53649855300
52104,55157686400
52427,55160757400
52751,55164495700
53076,55168153900
53402,55170069700
53729,55203161100
54057,55204793400
54386,55214685000
54716,55218377000
55047,55220233700
55379,55222591400
55712,55319290800
55727,55973701900
56061,58819719400
56077,58819896100
