Witness Weight,Time (ns)
0,660692700
2,1108784700
5,2596533400
9,4533650500
12,4533774300
16,5395249100
21,5395421200
27,6488891100
32,6489114800
39,6489228400
47,6489338700
56,6489459400
66,6489563400
77,6489671400
89,6489794500
102,6490487600
116,6490817700
121,6528376400
136,6528554400
152,6528809500
169,6528953900
187,6529130200
206,6799399500
226,6799689000
247,7260343100
252,7261684300
257,7263750800
261,7264116400
266,7264554100
288,7264756800
294,7587448300
317,9712025200
341,10060364900
347,12445533000
372,12535141200
398,14227932300
404,14234737000
431,14271090400
459,14271466100
488,14273526100
518,14275948700
549,14298830800
581,14299672500
588,14352832600
595,19281685500
602,21023125900
608,21037094400
641,21037691100
675,21037963100
710,21038221200
718,21038449100
727,21038608200
737,21038725200
773,21040026600
810,21040174500
848,21040942800
887,21042720400
895,21042809700
904,21279823400
911,21290616500
919,21422871100
927,21423682200
937,22757673000
943,22759514400
983,22767535300
1024,22767752700
1066,22797295000
1109,22797460500
1153,22797700400
1198,22797846000
1244,22803900300
1291,22868596000
1339,22868717000
1388,22868993500
1438,22869139200
1489,22870642400
1541,23193493000
1550,26457356900
1603,26461741300
1657,26462871800
1712,26465048000
1768,26718140100
1825,26718538900
1883,26720308100
1942,26735366800
2002,27273479300
2063,33200448500
2072,35649571200
2134,35649810900
2197,36126833400
2261,36127132300
2326,36129114700
2337,36129511600
2349,36130859700
2356,36131461400
2364,36132277700
2430,36132650000
2497,36133398500
2508,36133661300
2576,36133896900
2645,36134023500
2715,36541083200
2786,36853888300
2858,41266183300
2868,42372573700
2879,42372785600
2891,44062431900
2964,44276325700
3038,44394863100
3051,44395721000
3063,44396147100
3076,44396418100
3151,44396667500
3227,44396861800
3304,44397103000
3313,44397263700
3323,47213085700
3333,60321465000
