Witness Weight,Time (ns)
0,629762200
2,630033800
5,2070589200
9,6701927300
14,6702091200
20,6702215400
27,6702347400
35,6702523600
44,6807616700
54,8077213800
65,8504075200
77,8507232700
90,8567691700
104,9627867000
119,9751790800
135,9752018300
152,9752139100
170,9752261200
189,11233919000
209,11234118300
230,11234258700
252,11234382800
275,11234509700
299,11905555200
324,15734412000
350,16980466500
377,17732187200
405,17927172400
434,19010158400
464,19010233000
495,20799678400
527,20806605000
560,20806824200
594,22395436200
629,22395851200
665,22518107900
702,23090402700
740,23090652800
779,23091010300
819,24346833900
860,24427464500
902,24431766700
945,24651393100
989,24666581200
1034,24671328300
1080,24680449100
1127,27224069100
1175,28932596800
1224,28932825200
1274,30052459800
1325,30247306100
1377,30813231300
1430,30949833900
1484,30951180200
1539,30951372800
1595,31173424600
1652,31173806800
1710,31174028900
1769,31175997100
1829,31185917100
1890,31188996800
1952,31719491900
2015,31719820600
2079,33271299400
2144,36867590500
2210,38751408400
2277,38751835000
2345,38752245100
2414,38752868600
2484,40129761300
2555,42398078500
2627,42565529400
2700,42773802600
2774,42774023900
2849,42776959400
2925,43334997100
3002,43336263800
3080,46207001900
3159,46207365200
3239,46207563900
3320,46207921500
3402,46208242900
3485,48831764200
3569,48832355200
3654,48832892300
3740,48833589400
3827,51246073500
3915,51702402000
4004,51702818000
4094,57284010000
4185,58780478700
4277,59534729300
4370,59534937600
4464,59535191200
4559,59535422600
4655,59535642200
4752,59535834800
4850,59536032900
4949,59536234700
5049,59536485000
5150,59536699800
5252,59536921000
5355,59537133700
5459,59537613400
5564,63931474500
5670,63932004300
5777,63932306500
5885,63932520200
5994,63932764700
6104,64769773400
6215,65637281900
6327,65811957300
6440,65812589700
6554,65813190800
6669,65849847600
6785,65869667300
6902,65893778400
7020,66011300500
7139,66012464900
7259,66012740500
