Witness Weight,Time (ns)
0,204048500
2,1202793700
5,1833502600
9,2689563700
14,3461415000
20,3869720500
27,6489989100
35,8358483600
44,8759055200
54,9076608600
64,9420460100
75,10555872200
87,14320699700
100,19281682500
111,19284736900
123,19284941800
136,21424696600
150,21865603400
165,24761768400
181,28001683000
198,31390410800
216,34054965100
234,34670740300
253,34672053100
272,36461385600
292,39536498700
306,39538423600
321,42586908400
340,44757562200
360,46502463900
380,47467749000
401,48141174500
423,48167595600
444,48531062900
465,50857886600
