Witness Weight,Time (ns)
0,668641400
2,689508300
5,1637135900
9,4784075900
14,5903149500
20,5903372800
27,5903539100
35,6894493800
44,8261159900
54,8261334100
65,9181929500
77,9186427700
90,10083543500
104,10083780700
119,10391553000
135,11507921400
152,11508846100
170,17594022600
189,17594658100
209,17595899700
230,17596272300
252,18341041300
275,18341258700
299,18341517600
324,18341703100
350,19818417900
377,19818642100
405,19818820200
434,19818975700
464,19819128500
495,19872014500
527,24416044200
560,29727765500
594,29728007700
629,29728170200
665,34497436300
702,34497805800
740,34498004200
779,34498206200
819,34498323500
860,38508245300
902,39669739500
945,39669985600
989,39671990800
1034,45891256100
1080,45892250000
1127,45917491800
1175,45917743500
1224,45917936900
1274,46357340700
1325,47367077400
1377,49057709700
1430,49058151000
1484,53278893400
1539,53288887000
1595,53291092000
1652,53292065400
1710,53464225500
1769,53467724700
1829,53473279400
1890,53474790200
1952,53476184300
2015,53483060700
2079,53483634000
2144,62439065900
2210,62439270500
2277,62441466200
2345,62441741100
2414,62441921800
2484,62442109600
2555,62442665500
