Peer ID,Neighbor ID,Network Delay (ns),Packet Loss (%),Weight
0,19,100000000,0,9063
0,230,100000000,0,9063
0,161,100000000,0,9063
0,274,100000000,0,9063
0,79,100000000,0,9063
0,232,100000000,0,9063
0,100,100000000,0,9063
0,278,100000000,0,9063
0,64,100000000,0,9063
0,175,100000000,0,9063
1,53,100000000,0,5122
1,110,100000000,0,5122
1,148,100000000,0,5122
1,155,100000000,0,5122
1,159,100000000,0,5122
1,137,100000000,0,5122
1,237,100000000,0,5122
1,95,100000000,0,5122
2,287,100000000,0,3703
2,184,100000000,0,3703
2,286,100000000,0,3703
2,73,100000000,0,3703
2,22,100000000,0,3703
2,178,100000000,0,3703
2,12,100000000,0,3703
2,114,100000000,0,3703
2,29,100000000,0,3703
2,291,100000000,0,3703
2,205,100000000,0,3703
2,16,100000000,0,3703
3,208,100000000,0,2942
3,185,100000000,0,2942
3,52,100000000,0,2942
3,274,100000000,0,2942
3,222,100000000,0,2942
3,268,100000000,0,2942
3,175,100000000,0,2942
3,246,100000000,0,2942
3,270,100000000,0,2942
4,288,100000000,0,2461
4,194,100000000,0,2461
4,158,100000000,0,2461
4,104,100000000,0,2461
4,168,100000000,0,2461
4,57,100000000,0,2461
4,84,100000000,0,2461
5,105,100000000,0,2127
5,103,100000000,0,2127
5,182,100000000,0,2127
5,170,100000000,0,2127
5,22,100000000,0,2127
5,157,100000000,0,2127
5,186,100000000,0,2127
5,222,100000000,0,2127
5,165,100000000,0,2127
6,154,100000000,0,1880
6,11,100000000,0,1880
6,198,100000000,0,1880
6,21,100000000,0,1880
6,53,100000000,0,1880
6,121,100000000,0,1880
6,160,100000000,0,1880
6,132,100000000,0,1880
6,261,100000000,0,1880
6,169,100000000,0,1880
7,56,100000000,0,1689
7,18,100000000,0,1689
7,92,100000000,0,1689
7,27,100000000,0,1689
7,187,100000000,0,1689
7,246,100000000,0,1689
7,86,100000000,0,1689
7,23,100000000,0,1689
7,253,100000000,0,1689
8,72,100000000,0,1537
8,225,100000000,0,1537
8,127,100000000,0,1537
8,291,100000000,0,1537
9,50,100000000,0,1413
9,165,100000000,0,1413
9,161,100000000,0,1413
9,149,100000000,0,1413
9,49,100000000,0,1413
9,123,100000000,0,1413
9,290,100000000,0,1413
10,78,100000000,0,1309
10,257,100000000,0,1309
10,108,100000000,0,1309
10,17,100000000,0,1309
10,198,100000000,0,1309
10,63,100000000,0,1309
10,94,100000000,0,1309
10,75,100000000,0,1309
10,284,100000000,0,1309
10,15,100000000,0,1309
10,267,100000000,0,1309
10,139,100000000,0,1309
11,282,100000000,0,1221
11,148,100000000,0,1221
11,185,100000000,0,1221
11,223,100000000,0,1221
11,6,100000000,0,1221
11,93,100000000,0,1221
11,130,100000000,0,1221
12,2,100000000,0,1145
12,220,100000000,0,1145
12,192,100000000,0,1145
12,209,100000000,0,1145
12,143,100000000,0,1145
12,273,100000000,0,1145
12,280,100000000,0,1145
12,58,100000000,0,1145
13,44,100000000,0,1079
13,93,100000000,0,1079
13,246,100000000,0,1079
13,250,100000000,0,1079
13,177,100000000,0,1079
13,299,100000000,0,1079
13,275,100000000,0,1079
13,245,100000000,0,1079
13,60,100000000,0,1079
14,136,100000000,0,1021
14,253,100000000,0,1021
14,52,100000000,0,1021
14,38,100000000,0,1021
14,201,100000000,0,1021
14,290,100000000,0,1021
14,224,100000000,0,1021
14,173,100000000,0,1021
14,210,100000000,0,1021
15,242,100000000,0,970
15,284,100000000,0,970
15,243,100000000,0,970
15,297,100000000,0,970
15,200,100000000,0,970
15,10,100000000,0,970
15,213,100000000,0,970
16,2,100000000,0,924
16,120,100000000,0,924
16,172,100000000,0,924
16,72,100000000,0,924
16,188,100000000,0,924
16,180,100000000,0,924
16,147,100000000,0,924
16,144,100000000,0,924
17,10,100000000,0,883
17,214,100000000,0,883
17,95,100000000,0,883
17,37,100000000,0,883
17,186,100000000,0,883
17,122,100000000,0,883
17,30,100000000,0,883
17,231,100000000,0,883
17,288,100000000,0,883
17,218,100000000,0,883
18,118,100000000,0,845
18,201,100000000,0,845
18,294,100000000,0,845
18,7,100000000,0,845
18,140,100000000,0,845
18,172,100000000,0,845
18,103,100000000,0,845
18,264,100000000,0,845
18,86,100000000,0,845
19,149,100000000,0,811
19,231,100000000,0,811
19,151,100000000,0,811
19,92,100000000,0,811
19,0,100000000,0,811
19,48,100000000,0,811
20,68,100000000,0,780
20,299,100000000,0,780
20,128,100000000,0,780
20,63,100000000,0,780
20,147,100000000,0,780
20,53,100000000,0,780
20,208,100000000,0,780
20,276,100000000,0,780
20,95,100000000,0,780
21,255,100000000,0,752
21,6,100000000,0,752
21,116,100000000,0,752
21,237,100000000,0,752
21,58,100000000,0,752
22,159,100000000,0,725
22,2,100000000,0,725
22,240,100000000,0,725
22,214,100000000,0,725
22,222,100000000,0,725
22,5,100000000,0,725
22,224,100000000,0,725
22,105,100000000,0,725
23,165,100000000,0,701
23,7,100000000,0,701
23,156,100000000,0,701
23,271,100000000,0,701
23,125,100000000,0,701
23,123,100000000,0,701
23,77,100000000,0,701
23,47,100000000,0,701
23,150,100000000,0,701
24,177,100000000,0,679
24,282,100000000,0,679
24,254,100000000,0,679
24,269,100000000,0,679
24,91,100000000,0,679
25,239,100000000,0,658
25,184,100000000,0,658
25,208,100000000,0,658
25,229,100000000,0,658
25,154,100000000,0,658
25,120,100000000,0,658
25,291,100000000,0,658
26,175,100000000,0,638
26,286,100000000,0,638
26,276,100000000,0,638
26,192,100000000,0,638
26,85,100000000,0,638
26,94,100000000,0,638
26,216,100000000,0,638
26,233,100000000,0,638
26,220,100000000,0,638
27,255,100000000,0,620
27,211,100000000,0,620
27,226,100000000,0,620
27,110,100000000,0,620
27,208,100000000,0,620
27,122,100000000,0,620
27,223,100000000,0,620
27,260,100000000,0,620
27,7,100000000,0,620
28,297,100000000,0,603
28,109,100000000,0,603
28,99,100000000,0,603
28,125,100000000,0,603
28,249,100000000,0,603
29,105,100000000,0,586
29,2,100000000,0,586
29,75,100000000,0,586
29,266,100000000,0,586
29,156,100000000,0,586
29,160,100000000,0,586
29,202,100000000,0,586
29,63,100000000,0,586
30,191,100000000,0,571
30,243,100000000,0,571
30,163,100000000,0,571
30,235,100000000,0,571
30,217,100000000,0,571
30,95,100000000,0,571
30,17,100000000,0,571
30,257,100000000,0,571
30,68,100000000,0,571
31,104,100000000,0,557
31,51,100000000,0,557
31,65,100000000,0,557
31,137,100000000,0,557
31,76,100000000,0,557
31,283,100000000,0,557
31,265,100000000,0,557
31,174,100000000,0,557
32,158,100000000,0,543
32,66,100000000,0,543
32,262,100000000,0,543
32,145,100000000,0,543
32,297,100000000,0,543
32,170,100000000,0,543
32,196,100000000,0,543
32,64,100000000,0,543
32,226,100000000,0,543
32,69,100000000,0,543
32,117,100000000,0,543
33,48,100000000,0,531
33,253,100000000,0,531
33,242,100000000,0,531
33,251,100000000,0,531
33,136,100000000,0,531
33,139,100000000,0,531
33,290,100000000,0,531
33,192,100000000,0,531
34,90,100000000,0,518
34,227,100000000,0,518
34,89,100000000,0,518
34,223,100000000,0,518
34,273,100000000,0,518
34,253,100000000,0,518
35,266,100000000,0,507
35,202,100000000,0,507
35,122,100000000,0,507
35,234,100000000,0,507
35,293,100000000,0,507
35,80,100000000,0,507
35,77,100000000,0,507
35,232,100000000,0,507
36,154,100000000,0,496
36,232,100000000,0,496
36,50,100000000,0,496
36,143,100000000,0,496
36,78,100000000,0,496
36,109,100000000,0,496
36,61,100000000,0,496
37,190,100000000,0,485
37,55,100000000,0,485
37,135,100000000,0,485
37,193,100000000,0,485
37,46,100000000,0,485
37,80,100000000,0,485
37,287,100000000,0,485
37,145,100000000,0,485
37,17,100000000,0,485
38,292,100000000,0,475
38,276,100000000,0,475
38,14,100000000,0,475
38,201,100000000,0,475
38,155,100000000,0,475
38,137,100000000,0,475
38,225,100000000,0,475
39,50,100000000,0,466
39,115,100000000,0,466
39,160,100000000,0,466
39,68,100000000,0,466
39,227,100000000,0,466
39,78,100000000,0,466
39,200,100000000,0,466
39,276,100000000,0,466
39,225,100000000,0,466
39,93,100000000,0,466
40,217,100000000,0,457
40,84,100000000,0,457
40,89,100000000,0,457
40,176,100000000,0,457
40,164,100000000,0,457
41,119,100000000,0,448
41,115,100000000,0,448
41,191,100000000,0,448
41,292,100000000,0,448
