UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,91768200
0,0,0,0,1,0,0,0,1,177951800
1,0,0,0,2,0,0,0,2,277595800
1,0,0,0,4,0,0,0,8,377008000
1,0,0,0,7,0,0,0,15,477928600
3,0,0,0,12,0,0,0,20,579041000
4,0,0,0,15,0,0,0,33,680267900
7,0,0,0,23,0,0,0,42,777178800
10,0,0,0,33,0,0,0,51,877663200
13,0,0,0,41,0,0,0,60,980644500
15,0,0,0,47,0,0,0,66,1080068500
18,0,0,0,52,0,0,0,74,1177017800
20,0,0,0,69,0,0,0,90,1305698200
21,0,0,0,74,0,0,0,94,1416245600
22,0,0,0,82,0,0,0,101,1494989000
24,0,0,0,91,0,0,0,115,1609041900
28,0,0,0,104,0,0,0,137,1755500300
29,0,0,0,114,0,0,0,146,1802908000
34,0,0,0,126,0,0,0,160,1933061000
34,0,0,0,127,0,0,0,166,2019303600
35,0,0,0,131,0,0,0,167,2081887700
35,0,0,0,131,0,0,0,167,2177327300
43,0,0,0,167,0,0,0,198,2281940100
46,0,0,0,178,0,0,0,210,2394115900
47,0,0,0,183,0,0,0,218,2481762700
51,0,0,0,198,0,0,0,224,2580307100
55,0,0,0,208,0,0,0,241,2692568500
58,0,0,0,223,0,0,0,253,2801108900
60,0,0,0,232,0,0,0,264,2880528800
61,0,0,0,246,0,0,0,285,3011208000
61,0,0,0,246,0,0,0,285,3097333300
67,0,0,0,272,0,0,0,307,3186456200
69,0,0,0,283,0,0,0,318,3285990900
74,0,0,0,303,0,0,0,335,3457148100
74,0,0,0,303,0,0,0,335,3479790600
75,0,0,0,320,0,0,0,344,3642654300
77,0,0,0,326,0,0,0,360,3685032600
79,0,0,0,337,0,0,0,374,3815551800
79,0,0,0,353,0,0,0,384,3923028400
79,0,0,0,363,0,0,0,393,3989850700
79,0,0,0,378,0,0,0,401,4081581700
79,0,0,0,386,0,0,0,408,4177260300
79,0,0,0,398,0,0,0,422,4280920100
80,0,0,0,405,0,0,0,432,4378330500
80,0,0,0,429,0,0,0,455,4585590600
80,0,0,0,429,0,0,0,455,4602538900
80,0,0,0,441,0,0,0,465,4767173500
80,0,0,0,441,0,0,0,465,4824672000
80,0,0,0,441,0,0,0,465,4888824900
80,0,0,0,470,0,0,0,502,5120435600
80,0,0,0,471,0,0,0,502,5144281600
80,0,0,0,477,0,0,0,506,5191903400
81,0,0,0,483,0,0,0,509,5293482900
81,0,0,0,491,0,0,0,513,5425979700
81,0,0,0,491,0,0,0,518,5489033900
82,0,0,0,515,0,0,0,549,5582936500
82,0,0,0,527,0,0,0,560,5683578100
82,0,0,0,542,0,0,0,573,5786637500
82,0,0,0,549,0,0,0,580,5884899400
82,0,0,0,563,0,0,0,586,5985275600
82,0,0,0,575,0,0,0,608,6085334600
83,0,0,0,589,0,0,0,615,6181119700
83,0,0,0,600,0,0,0,625,6286266600
83,0,0,0,605,0,0,0,630,6382565700
83,0,0,0,605,0,0,0,630,6486880900
83,0,0,0,630,0,0,0,652,6578907200
83,0,0,0,633,0,0,0,658,6708582200
83,0,0,0,649,0,0,0,673,6785725600
83,0,0,0,661,0,0,0,687,6883801300
83,0,0,0,672,0,0,0,699,7029004900
83,0,0,0,680,0,0,0,704,7082297800
83,0,0,0,694,0,0,0,713,7179509400
83,0,0,0,702,0,0,0,723,7301232100
83,0,0,0,711,0,0,0,734,7380685000
83,0,0,0,719,0,0,0,746,7477114900
84,0,0,0,734,0,0,0,753,7604581000
84,0,0,0,746,0,0,0,759,7678735700
84,0,0,0,757,0,0,0,770,7777625300
84,0,0,0,763,0,0,0,785,7883916800
84,0,0,0,770,0,0,0,796,7977113600
84,0,0,0,771,0,0,0,798,8077947200
84,0,0,0,787,0,0,0,816,8211238700
84,0,0,0,797,0,0,0,825,8282903300
84,0,0,0,811,0,0,0,846,8398539000
84,0,0,0,812,0,0,0,850,8481963200
85,0,0,0,835,0,0,0,864,8580648400
85,0,0,0,837,0,0,0,870,8684799400
85,0,0,0,861,0,0,0,887,8862555500
85,0,0,0,861,0,0,0,887,8886361600
85,0,0,0,882,0,0,0,907,9050774500
85,0,0,0,882,0,0,0,907,9089323400
85,0,0,0,892,0,0,0,926,9192259400
85,0,0,0,909,0,0,0,937,9287061500
85,0,0,0,912,0,0,0,944,9919541700
85,0,0,0,912,0,0,0,946,10051440600
86,0,0,0,1032,0,0,0,1054,11391360800
86,0,0,0,1032,0,0,0,1054,11544713700
86,0,0,0,1032,0,0,0,1054,11628936500
86,0,0,0,1032,0,0,0,1054,11736083800
86,0,0,0,1032,0,0,0,1054,11797965200
86,0,0,0,1032,0,0,0,1054,11877200200
86,0,0,0,1032,0,0,0,1054,12126949600
86,0,0,0,1032,0,0,0,1054,12187043000
86,0,0,0,1032,0,0,0,1054,12312360400
86,0,0,0,1032,0,0,0,1054,12416307900
86,0,0,0,1032,0,0,0,1054,12547613100
89,0,0,0,1136,0,0,0,1250,13445490200
89,0,0,0,1136,0,0,0,1250,13514100700
89,0,0,0,1137,0,0,0,1267,13586489400
92,0,0,0,1245,0,0,0,1346,14800737900
93,0,0,0,1272,0,0,0,1369,16050870000
93,0,0,0,1272,0,0,0,1369,16140803000
93,0,0,0,1272,0,0,0,1369,16201524700
93,0,0,0,1272,0,0,0,1369,16348254500
93,0,0,0,1272,0,0,0,1369,16437817700
93,0,0,0,1272,0,0,0,1369,16501673300
93,0,0,0,1272,0,0,0,1369,16634099600
93,0,0,0,1273,0,0,0,1471,17203267500
93,0,0,0,1273,0,0,0,1471,17255571900
93,0,0,0,1273,0,0,0,1471,17331953200
93,0,0,0,1273,0,0,0,1471,17421092600
93,0,0,0,1274,0,0,0,1471,18128147200
93,0,0,0,1274,0,0,0,1513,18184740800
93,0,0,0,1283,0,0,0,1570,18540367800
93,0,0,0,1284,0,0,0,1570,20044483300
93,0,0,0,1284,0,0,0,1570,20153046100
93,0,0,0,1284,0,0,0,1570,20303117300
93,0,0,0,1284,0,0,0,1703,20530984500
93,0,0,0,1348,0,0,0,1783,20998149000
93,0,0,0,1349,0,0,0,1794,21276383800
93,0,0,0,1349,0,0,0,1794,21552305100
93,0,0,0,1385,0,0,0,1904,21977144000
93,0,0,0,1419,0,0,0,1918,22158629600
93,0,0,0,1419,0,0,0,1918,22179638500
97,0,0,0,1649,0,0,0,1961,23085667000
97,0,0,0,1649,0,0,0,1965,23111050400
97,0,0,0,1649,0,0,0,1965,23231704300
97,0,0,0,1661,0,0,0,2022,23614467800
97,0,0,0,1661,0,0,0,2025,23684235600
97,0,0,0,1682,0,0,0,2063,23968857500
97,0,0,0,1745,0,0,0,2126,24811042900
97,0,0,0,1745,0,0,0,2126,24908907000
98,0,0,0,1835,0,0,0,2169,25029750700
98,0,0,0,1838,0,0,0,2207,25404425500
98,0,0,0,1862,0,0,0,2226,26139881800
98,0,0,0,1862,0,0,0,2226,26194178100
98,0,0,0,1892,0,0,0,2242,26598177000
98,0,0,0,1893,0,0,0,2255,26766384200
98,0,0,0,1921,0,0,0,2275,26823914700
98,0,0,0,2011,0,0,0,2367,28228758000
98,0,0,0,2011,0,0,0,2367,28320947200
98,0,0,0,2055,0,0,0,2424,28433747200
98,0,0,0,2133,0,0,0,2434,28500179400
99,0,0,0,2179,0,0,0,2437,28607360600
99,0,0,0,2199,0,0,0,2464,29042642500
99,0,0,0,2270,0,0,0,2553,30109547000
100,0,0,0,2409,0,0,0,2595,30643106200
100,0,0,0,2446,0,0,0,2620,30864727500
100,0,0,0,2499,0,0,0,2694,31768841300
100,0,0,0,2499,0,0,0,2694,31776101900
100,0,0,0,2500,0,0,0,2694,31801703700
100,0,0,0,2500,0,0,0,2694,31981814500
100,0,0,0,2500,0,0,0,2705,32162296000
100,0,0,0,2500,0,0,0,2705,32203396900
100,0,0,0,2500,0,0,0,2705,32377311500
100,0,0,0,2500,0,0,0,2705,32411753100
100,0,0,0,2500,0,0,0,2705,32734947700
100,0,0,0,2538,0,0,0,2799,33201520200
100,0,0,0,2606,0,0,0,2847,33520125900
100,0,0,0,2606,0,0,0,2847,33531866100
100,0,0,0,2607,0,0,0,2847,33622578100
100,0,0,0,2693,0,0,0,2860,33862667600
100,0,0,0,2724,0,0,0,2870,33927547600
100,0,0,0,2724,0,0,0,2870,33944081500
100,0,0,0,2724,0,0,0,2870,33997578800
100,0,0,0,2755,0,0,0,2928,34848844400
100,0,0,0,2804,0,0,0,3029,35682761200
100,0,0,0,2806,0,0,0,3051,36591178600
100,0,0,0,2806,0,0,0,3051,36692913900
100,0,0,0,2806,0,0,0,3051,36796961000
100,0,0,0,2842,0,0,0,3137,37070601100
100,0,0,0,2910,0,0,0,3212,38153492400
100,0,0,0,2956,0,0,0,3295,38835613900
100,0,0,0,2956,0,0,0,3295,38952927000
100,0,0,0,2987,0,0,0,3319,39182990400
100,0,0,0,2987,0,0,0,3319,39226214300
100,0,0,0,2988,0,0,0,3323,39333155600
100,0,0,0,2988,0,0,0,3323,39406831100
100,0,0,0,2988,0,0,0,3323,39514044100
100,0,0,0,2988,0,0,0,3323,39579436200
100,0,0,0,3000,0,0,0,3353,39877626000
100,0,0,0,3022,0,0,0,3357,40219235200
100,0,0,0,3022,0,0,0,3357,40223871300
100,0,0,0,3022,0,0,0,3357,40285355500
100,0,0,0,3023,0,0,0,3357,40394342300
100,0,0,0,3023,0,0,0,3357,40578895800
100,0,0,0,3023,0,0,0,3365,40884315300
100,0,0,0,3053,0,0,0,3427,41335133500
100,0,0,0,3053,0,0,0,3427,41351473600
100,0,0,0,3076,0,0,0,3485,42038709600
100,0,0,0,3076,0,0,0,3485,42093281400
100,0,0,0,3098,0,0,0,3537,42365296600
100,0,0,0,3099,0,0,0,3537,42398464300
100,0,0,0,3099,0,0,0,3537,42572540600
100,0,0,0,3099,0,0,0,3537,42642020100
100,0,0,0,3099,0,0,0,3537,42764471900
100,0,0,0,3099,0,0,0,3537,42788796000
100,0,0,0,3181,0,0,0,3650,43864944400
100,0,0,0,3212,0,0,0,3675,44202395600
100,0,0,0,3241,0,0,0,3715,45039570100
100,0,0,0,3242,0,0,0,3741,45090468400
100,0,0,0,3242,0,0,0,3741,45318036900
100,0,0,0,3242,0,0,0,3741,45410892000
100,0,0,0,3332,0,0,0,3815,46095909900
100,0,0,0,3355,0,0,0,3849,46858648800
100,0,0,0,3362,0,0,0,3890,47039662600
100,0,0,0,3411,0,0,0,3908,47348105600
100,0,0,0,3412,0,0,0,3908,47480484700
100,0,0,0,3412,0,0,0,3908,47485604900
100,0,0,0,3650,0,0,0,3944,47623668300
100,0,0,0,3777,0,0,0,3945,47697590200
100,0,0,0,3792,0,0,0,3956,47822978900
100,0,0,0,3793,0,0,0,3956,47930512800
100,0,0,0,3820,0,0,0,3977,48469997400
100,0,0,0,3870,0,0,0,4054,49299848600
100,0,0,0,3870,0,0,0,4054,49408967400
100,0,0,0,3876,0,0,0,4092,50016309000
100,0,0,0,3880,0,0,0,4130,50599275800
100,0,0,0,3891,0,0,0,4153,50802929000
100,0,0,0,3904,0,0,0,4190,50929760200
100,0,0,0,3930,0,0,0,4203,51088082600
100,0,0,0,3930,0,0,0,4203,51295824400
100,0,0,0,3966,0,0,0,4233,52000468100
100,0,0,0,3966,0,0,0,4233,52157980400
100,0,0,0,3985,0,0,0,4297,52644216200
100,0,0,0,3985,0,0,0,4297,52748785300
100,0,0,0,3985,0,0,0,4297,52800586500
100,0,0,0,3985,0,0,0,4297,52922427200
100,0,0,0,3986,0,0,0,4330,53510883300
100,0,0,0,3986,0,0,0,4330,53728993100
100,0,0,0,4045,0,0,0,4444,55090149200
100,0,0,0,4045,0,0,0,4484,55189835600
100,0,0,0,4046,0,0,0,4484,55391996400
100,0,0,0,4046,0,0,0,4507,55599187200
100,0,0,0,4075,0,0,0,4565,56112628300
100,0,0,0,4128,0,0,0,4631,56927900600
100,0,0,0,4128,0,0,0,4631,56979660600
100,0,0,0,4128,0,0,0,4631,57099138000
100,0,0,0,4192,0,0,0,4704,57855559800
100,0,0,0,4192,0,0,0,4704,58209203300
100,0,0,0,4193,0,0,0,4738,58747094900
100,0,0,0,4222,0,0,0,4748,59407432100
100,0,0,0,4314,0,0,0,4789,60136356100
