Message ID,Issuance Time (unix),Confirmation Time (ns),ParentID,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685798152,364035900,0,1,14,2500972900
2,1685798152,356643000,1,2,15,2518981500
3,1685798152,524732600,2,3,23,2688240100
4,1685798152,624359300,0,4,28,2821559600
11,1685798152,541561700,3,5,39,2964682200
14,1685798152,465815700,11,6,40,2964964600
7,1685798152,600464400,4,7,45,3017066700
27,1685798152,268571300,14,8,52,3028606900
30,1685798152,260504100,27,9,54,3084952200
40,1685798153,132343200,30,10,58,3097153000
15,1685798152,628990900,7,11,60,3143452100
17,1685798152,1063713300,15,12,92,3608193500
51,1685798153,580043000,40,13,93,3608435400
52,1685798153,591013500,51,14,95,3619526200
5,1685798152,1367997400,0,15,95,3619642500
10,1685798152,1198137400,5,16,95,3619735000
18,1685798152,1051273100,10,17,95,3619970900
9,1685798152,1203212800,3,18,96,3620831000
54,1685798153,535910900,52,19,97,3620852300
26,1685798152,893460600,14,20,97,3621256100
8,1685798152,1204171500,4,21,97,3621642300
25,1685798152,904966000,18,22,97,3621825900
21,1685798152,1039260400,17,23,97,3622208800
58,1685798153,525574300,54,24,98,3622490400
93,1685798153,94609600,58,25,104,3702926500
95,1685798153,85818700,93,26,107,3705209600
13,1685798152,1298475800,3,27,111,3783642100
20,1685798152,1205177700,13,28,111,3783799000
33,1685798153,975374500,9,29,118,3832439600
39,1685798153,935305300,25,30,122,3882491900
16,1685798152,1365609700,4,31,122,3893558700
97,1685798153,272935100,95,32,123,3893779700
6,1685798152,1591372600,0,33,123,3894313600
36,1685798153,1046217500,6,34,127,3928403800
19,1685798152,1356375400,8,35,127,3928618900
28,1685798152,1156994900,19,36,127,3928819100
34,1685798153,1069616200,28,37,127,3928981000
98,1685798153,1038330900,97,38,197,4660698500
104,1685798153,958040200,98,39,197,4660821000
81,1685798153,1150656300,36,40,197,4661442200
107,1685798153,956548800,104,41,198,4661463800
50,1685798153,1635143000,39,42,198,4661798000
55,1685798153,1568087000,50,43,198,4662222200
37,1685798153,1720619800,26,44,198,4662678200
31,1685798152,1837016400,9,45,198,4663257100
29,1685798152,1840643000,21,46,198,4663598900
123,1685798154,770178200,107,47,199,4663949900
71,1685798153,1332507200,33,48,200,4665296300
131,1685798154,608768600,123,49,201,4665515600
62,1685798153,1610226000,29,50,207,4772647200
119,1685798154,925189200,55,51,207,4772788000
41,1685798153,1805269300,34,52,207,4773481900
22,1685798152,2266713500,3,53,220,4876284100
75,1685798153,1463603900,71,54,220,4876440400
76,1685798153,1449811100,22,55,220,4876787200
198,1685798154,315732000,131,56,225,4977190500
42,1685798153,3188370900,31,57,325,6158100500
70,1685798153,2825691400,62,58,325,6158328700
82,1685798153,2648571200,81,59,325,6159478300
83,1685798153,2648067100,82,60,325,6159613900
199,1685798154,1496440100,198,61,326,6160231800
68,1685798153,3004951000,37,62,333,6304260600
43,1685798153,3311313200,21,63,333,6304951200
200,1685798154,1640480400,199,64,334,6305192700
201,1685798154,1640154600,200,65,335,6305466900
221,1685798155,2322048500,201,66,421,7207753800
69,1685798153,3878050200,33,67,421,7208382100
326,1685798156,1048629400,221,68,422,7208703800
49,1685798153,4187537800,20,69,422,7209165600
88,1685798153,3664294100,49,70,422,7209395800
45,1685798153,4195920800,16,71,422,7209682900
334,1685798156,905702300,326,72,423,7210690200
335,1685798156,905935200,334,73,424,7211390100
120,1685798154,4318339900,119,74,487,8167229400
121,1685798154,4317328700,120,75,487,8167332900
151,1685798154,3973102200,121,76,487,8167348200
152,1685798154,3972446700,151,77,487,8167538500
89,1685798153,4621289100,88,78,487,8167637600
421,1685798157,971353200,335,79,488,8179091400
105,1685798153,4476607500,76,80,488,8179704200
108,1685798153,4453893600,105,81,488,8179804000
111,1685798153,4398477700,70,82,488,8179923100
24,1685798152,5491742400,7,83,488,8180232900
56,1685798153,5083750500,24,84,488,8180327700
32,1685798153,5340143700,14,85,488,8180641100
38,1685798153,5237767800,25,86,488,8180791600
