UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,102770400
0,0,0,0,0,0,0,0,0,172459400
0,0,0,0,1,0,0,0,1,270691600
1,0,0,0,4,0,0,0,7,371241000
1,0,0,0,5,0,0,0,8,471670200
2,0,0,0,8,0,0,0,14,571116600
5,0,0,0,14,0,0,0,22,685018700
5,0,0,0,14,0,0,0,22,781824900
7,0,0,0,18,0,0,0,30,878272900
9,0,0,0,24,0,0,0,38,971715400
9,0,0,0,26,0,0,0,41,1081273100
10,0,0,0,27,0,0,0,42,1201428300
12,0,0,0,41,0,0,0,61,1275065400
13,0,0,0,44,0,0,0,68,1374936100
17,0,0,0,58,0,0,0,73,1487055600
18,0,0,0,65,0,0,0,86,1741873200
18,0,0,0,65,0,0,0,86,1798468900
22,0,0,0,76,0,0,0,98,1902607300
28,0,0,0,95,0,0,0,114,2207039500
29,0,0,0,97,0,0,0,120,2340451600
30,0,0,0,103,0,0,0,121,2480325700
31,0,0,0,111,0,0,0,131,2890608000
34,0,0,0,126,0,0,0,154,2975522900
35,0,0,0,128,0,0,0,168,3108468100
35,0,0,0,128,0,0,0,168,3237121000
48,0,0,0,161,0,0,0,230,3717090700
54,0,0,0,191,0,0,0,345,5137579400
76,0,0,0,281,0,0,0,345,5171712600
76,0,0,0,281,0,0,0,345,5229869200
76,0,0,0,281,0,0,0,345,5304118400
76,0,0,0,281,0,0,0,345,5443661800
76,0,0,0,281,0,0,0,345,5550128900
76,0,0,0,282,0,0,0,345,5695311900
76,0,0,0,282,0,0,0,406,5855191100
76,0,0,0,282,0,0,0,406,5889882300
76,0,0,0,282,0,0,0,406,5985638800
109,0,0,0,404,0,0,0,513,6569217300
109,0,0,0,404,0,0,0,513,6596523100
117,0,0,0,434,0,0,0,530,6794032500
117,0,0,0,434,0,0,0,530,6958279800
117,0,0,0,435,0,0,0,530,7022962400
117,0,0,0,436,0,0,0,646,8313671800
150,0,0,0,640,0,0,0,756,9187010900
151,0,0,0,641,0,0,0,759,9537457300
151,0,0,0,642,0,0,0,791,10069929900
151,0,0,0,643,0,0,0,791,10091505700
151,0,0,0,643,0,0,0,837,10203477700
151,0,0,0,643,0,0,0,837,10435481800
164,0,0,0,699,0,0,0,916,11195355200
164,0,0,0,705,0,0,0,948,11516641200
169,0,0,0,770,0,0,0,981,11924514900
169,0,0,0,770,0,0,0,981,11991305200
169,0,0,0,771,0,0,0,998,12071673600
175,0,0,0,828,0,0,0,1045,12640618900
175,0,0,0,829,0,0,0,1045,12664922600
175,0,0,0,829,0,0,0,1045,12704478100
175,0,0,0,829,0,0,0,1045,13016212400
175,0,0,0,829,0,0,0,1045,13037752100
175,0,0,0,829,0,0,0,1052,13080148100
178,0,0,0,891,0,0,0,1122,13783141000
178,0,0,0,891,0,0,0,1133,13818735600
178,0,0,0,891,0,0,0,1133,13893480100
178,0,0,0,891,0,0,0,1133,14114460600
178,0,0,0,891,0,0,0,1133,14755358500
184,0,0,0,1100,0,0,0,1296,16020991600
184,0,0,0,1122,0,0,0,1336,16333460000
185,0,0,0,1242,0,0,0,1449,18396948000
185,0,0,0,1331,0,0,0,1510,19325137800
185,0,0,0,1332,0,0,0,1572,19380479700
185,0,0,0,1332,0,0,0,1572,19488394200
185,0,0,0,1332,0,0,0,1572,19707050800
185,0,0,0,1371,0,0,0,1626,20097336200
185,0,0,0,1372,0,0,0,1634,20261760400
185,0,0,0,1373,0,0,0,1685,21049391700
185,0,0,0,1373,0,0,0,1685,21127795700
185,0,0,0,1373,0,0,0,1685,21392369100
185,0,0,0,1374,0,0,0,1739,21481220800
185,0,0,0,1374,0,0,0,1739,21701819200
185,0,0,0,1374,0,0,0,1739,21717016600
185,0,0,0,1374,0,0,0,1739,21824082900
185,0,0,0,1376,0,0,0,1778,22263919600
185,0,0,0,1387,0,0,0,1854,22810653100
185,0,0,0,1387,0,0,0,1854,22826913100
185,0,0,0,1388,0,0,0,1859,22998493700
185,0,0,0,1388,0,0,0,1859,23041050100
185,0,0,0,1388,0,0,0,1859,23080381400
185,0,0,0,1389,0,0,0,1869,23297059600
185,0,0,0,1389,0,0,0,1869,23446397600
185,0,0,0,1389,0,0,0,1869,23751517000
185,0,0,0,1390,0,0,0,1918,24284962900
185,0,0,0,1390,0,0,0,1918,24313249900
185,0,0,0,1390,0,0,0,1918,24513102500
185,0,0,0,1390,0,0,0,1918,24526068000
185,0,0,0,1390,0,0,0,1918,24731110900
185,0,0,0,1408,0,0,0,2002,24834241700
186,0,0,0,1473,0,0,0,2007,24872746200
187,0,0,0,1476,0,0,0,2012,25534511200
188,0,0,0,1526,0,0,0,2088,27132861800
188,0,0,0,1526,0,0,0,2088,27188103600
188,0,0,0,1526,0,0,0,2088,27286349800
188,0,0,0,1527,0,0,0,2204,27510323300
188,0,0,0,1527,0,0,0,2204,27550683000
188,0,0,0,1527,0,0,0,2204,27676508300
188,0,0,0,1528,0,0,0,2257,28669916900
190,0,0,0,1624,0,0,0,2324,29114461300
190,0,0,0,1626,0,0,0,2324,29135550900
190,0,0,0,1626,0,0,0,2324,29184948200
190,0,0,0,1626,0,0,0,2324,29278377700
190,0,0,0,1626,0,0,0,2324,29377733000
190,0,0,0,1626,0,0,0,2324,29555203700
190,0,0,0,1676,0,0,0,2373,29747982400
190,0,0,0,1677,0,0,0,2373,30002881200
190,0,0,0,1713,0,0,0,2420,30932335100
190,0,0,0,1714,0,0,0,2440,31170244400
190,0,0,0,1714,0,0,0,2440,31184854500
190,0,0,0,1714,0,0,0,2440,31337457200
191,0,0,0,1835,0,0,0,2475,32096954700
191,0,0,0,1835,0,0,0,2475,32444882400
191,0,0,0,1836,0,0,0,2475,32465708900
191,0,0,0,1836,0,0,0,2555,32493616400
191,0,0,0,1837,0,0,0,2555,32981021300
191,0,0,0,1837,0,0,0,2557,33133793000
191,0,0,0,1839,0,0,0,2654,34042588000
191,0,0,0,1842,0,0,0,2654,35575026800
191,0,0,0,1842,0,0,0,2654,35706922800
192,0,0,0,1903,0,0,0,2809,35973697600
192,0,0,0,1903,0,0,0,2812,37065267500
192,0,0,0,1905,0,0,0,2882,37245603800
192,0,0,0,1905,0,0,0,2882,37261814800
192,0,0,0,1905,0,0,0,2882,37944553400
192,0,0,0,1905,0,0,0,2882,38169580400
192,0,0,0,1905,0,0,0,2882,38172195700
192,0,0,0,1905,0,0,0,2882,38349382600
192,0,0,0,1905,0,0,0,2882,38406569600
192,0,0,0,1906,0,0,0,2986,38478561900
192,0,0,0,1906,0,0,0,2986,38750627000
192,0,0,0,1906,0,0,0,2986,38841734100
192,0,0,0,1907,0,0,0,2986,38934569100
