Number of Requested Messages,ns since start
0,131709900
0,149900900
0,236581800
0,337624600
0,435210800
0,534222600
0,635640700
0,743533800
0,1063497500
0,1168170600
0,1243398600
0,1248736100
0,1501493800
0,1535173500
0,1549607300
0,1686609800
0,1877416700
0,2066762300
0,2573447600
0,3365413900
0,4103705100
0,4511219400
0,5448946700
0,5537196600
0,5763928800
0,5805817000
0,6327998800
0,6366599100
0,6370546600
0,8163260600
0,8190793800
0,8408868800
0,8410578700
0,8648222700
0,8882045800
0,9232319700
0,9314441000
0,9408098100
0,10935271000
0,11186728800
0,13351325900
0,14098451700
0,14126348000
0,14244906100
0,14621154300
0,14633295700
0,14937716500
0,14954084400
0,15143860500
0,15338719700
0,15531473400
0,17902384500
0,19368682000
0,19522962100
0,19728339500
0,19839083800
0,19857724200
0,20074538200
0,20353288500
0,20396660500
0,20845746900
0,20885088200
0,21002612100
0,21040276500
0,21373894600
0,21522179700
0,21529678100
0,21625577000
0,21642322600
0,23069987500
0,23116696100
0,23270147600
0,23351588300
0,23762404700
0,24196439700
0,25351132000
0,25365902300
0,26147391600
0,26336925300
0,26427976600
0,26796712000
0,26807854600
0,27125578600
0,27175651100
0,27548255200
0,27564277900
0,27697018000
0,28364616600
0,28987375500
0,29009692100
0,29429972500
0,31018741700
0,31116642500
0,31135465900
0,32489669900
0,32799140600
0,32827813400
0,32835630400
0,33010727200
0,33081504200
0,33149274900
0,33279530700
0,33629801400
0,33752134400
0,33769227700
0,34259634600
0,34511034400
0,35000764000
0,35258816100
0,35263125400
0,36722031400
0,37334613600
0,37351163700
0,37727722400
0,37760802100
0,37763584700
0,38259410300
0,38330499500
0,38679814500
0,38689637100
0,38745534500
0,39010270200
0,39027422500
0,39309908600
0,41013398100
0,41488591300
0,41612120200
0,41964417800
0,41972418700
0,42475418400
0,42534082800
0,43024564200
0,43035039100
0,43055122800
0,43450196700
0,44100091300
0,44445303100
0,46671307000
0,46692982300
0,47374308600
0,47802938400
0,48281668800
0,48296570000
0,48410467300
0,49357341600
0,50698099600
0,51206318200
0,51323172700
0,51376080900
0,51694719200
0,51757503700
0,51759606300
0,52124900600
0,52136361300
0,52390715700
0,52404409500
0,52814779800
0,53768180600
0,53792436400
0,53975957500
0,54027868600
0,54071461700
0,54416172600
0,54423363700
0,54637374500
0,54640208800
0,55350772300
0,56041957100
0,57086087900
0,57117000300
0,57297389000
0,57338492700
0,58018318100
0,58032617500
0,58082166700
0,59419727500
0,59461234000
0,59491085400
0,59802273900
0,59823225700
0,59887396800
0,60448897400
0,60871052000
