Witness Weight,Time (ns)
0,6566386200
2,6741047400
5,6741310400
9,6741497000
14,8728900800
20,11010437700
27,11402918200
35,13320472300
44,13320664700
54,26823949600
65,26827154100
77,26859576700
90,26862973500
104,26961597400
119,29157628200
135,29158216200
152,29431593800
170,35582531800
189,37930761800
209,37931077300
230,42703753900
252,42703980300
275,42713628400
299,42713943600
324,42714181400
350,42714361300
377,54501722900
405,54506534200
434,54506762300
464,54506958400
495,55608341700
527,55608541300
560,55615490000
594,55615809500
629,55615909200
665,56945882700
