UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,676896000
1,0,0,0,2,0,0,0,2,821044000
1,0,0,0,3,0,0,0,4,831153500
1,0,0,0,4,0,0,0,6,914109500
1,0,0,0,8,0,0,0,12,1012821100
1,0,0,0,9,0,0,0,15,1152108300
3,0,0,0,11,0,0,0,17,1213229000
4,0,0,0,13,0,0,0,22,1317266800
5,0,0,0,16,0,0,0,27,1413136200
7,0,0,0,19,0,0,0,29,1512215900
9,0,0,0,24,0,0,0,33,1620562700
11,0,0,0,27,0,0,0,37,1722992300
12,0,0,0,31,0,0,0,41,1883601200
14,0,0,0,38,0,0,0,52,1992575200
16,0,0,0,41,0,0,0,52,2241794900
16,0,0,0,41,0,0,0,52,2314406300
21,0,0,0,54,0,0,0,82,2451943500
22,0,0,0,55,0,0,0,95,2981210000
22,0,0,0,55,0,0,0,95,3037512400
22,0,0,0,55,0,0,0,95,3163494500
22,0,0,0,56,0,0,0,95,3309892900
31,0,0,0,101,0,0,0,140,3496482300
32,0,0,0,102,0,0,0,140,4190473800
32,0,0,0,102,0,0,0,146,5075408700
32,0,0,0,104,0,0,0,214,5884608900
32,0,0,0,104,0,0,0,214,6804333100
32,0,0,0,104,0,0,0,214,6914209500
32,0,0,0,104,0,0,0,249,7076322400
32,0,0,0,105,0,0,0,249,8031287600
32,0,0,0,105,0,0,0,340,8192051900
32,0,0,0,105,0,0,0,340,8275509000
41,0,0,0,178,0,0,0,499,9976230500
41,0,0,0,178,0,0,0,499,9989744800
41,0,0,0,178,0,0,0,499,10068609800
69,0,0,0,260,0,0,0,777,12143673200
91,0,0,0,351,0,0,0,836,12406281700
91,0,0,0,351,0,0,0,836,12949780900
91,0,0,0,352,0,0,0,836,13005433400
91,0,0,0,352,0,0,0,836,13080225700
91,0,0,0,352,0,0,0,843,13156246300
91,0,0,0,352,0,0,0,843,14050355300
91,0,0,0,353,0,0,0,967,15213670700
102,0,0,0,394,0,0,0,1060,16363895800
104,0,0,0,409,0,0,0,1087,17138927800
104,0,0,0,409,0,0,0,1087,17272182200
104,0,0,0,410,0,0,0,1118,17354289500
104,0,0,0,410,0,0,0,1118,17505032400
121,0,0,0,487,0,0,0,1140,17787246300
136,0,0,0,559,0,0,0,1159,19013254100
136,0,0,0,559,0,0,0,1159,20139230600
136,0,0,0,560,0,0,0,1329,22833803800
150,0,0,0,598,0,0,0,1474,22952751800
151,0,0,0,606,0,0,0,1477,23202873200
168,0,0,0,699,0,0,0,1659,26843135900
168,0,0,0,699,0,0,0,1659,27147764000
182,0,0,0,739,0,0,0,1800,29015723600
182,0,0,0,739,0,0,0,1800,29243922500
182,0,0,0,739,0,0,0,1800,29309488000
182,0,0,0,739,0,0,0,1800,29817862000
182,0,0,0,739,0,0,0,1800,30280614800
182,0,0,0,739,0,0,0,1800,30759809400
184,0,0,0,755,0,0,0,1922,32118779700
210,0,0,0,885,0,0,0,2179,34710402600
210,0,0,0,885,0,0,0,2199,34742690700
210,0,0,0,886,0,0,0,2199,34911087700
210,0,0,0,886,0,0,0,2199,34956840800
218,0,0,0,921,0,0,0,2271,35827183200
218,0,0,0,922,0,0,0,2271,35830221800
218,0,0,0,922,0,0,0,2271,35943796900
218,0,0,0,922,0,0,0,2277,39312058600
221,0,0,0,964,0,0,0,2731,42965904700
221,0,0,0,964,0,0,0,2731,42979296000
221,0,0,0,964,0,0,0,2731,43016279500
221,0,0,0,964,0,0,0,2790,43299543900
221,0,0,0,964,0,0,0,2790,43393391400
221,0,0,0,965,0,0,0,2790,43557469200
221,0,0,0,965,0,0,0,2814,43633953400
221,0,0,0,965,0,0,0,2814,44619999100
221,0,0,0,965,0,0,0,2814,44637135200
231,0,0,0,999,0,0,0,2897,45011292500
233,0,0,0,1024,0,0,0,2944,45834055600
233,0,0,0,1025,0,0,0,2949,47546402000
236,0,0,0,1073,0,0,0,3025,48549329100
236,0,0,0,1073,0,0,0,3025,48558580900
236,0,0,0,1074,0,0,0,3027,48616716200
236,0,0,0,1074,0,0,0,3027,48722520100
236,0,0,0,1074,0,0,0,3027,49980278100
236,0,0,0,1075,0,0,0,3027,50013173400
236,0,0,0,1075,0,0,0,3098,50652579600
239,0,0,0,1089,0,0,0,3262,53321184100
257,0,0,0,1185,0,0,0,3443,56411475000
257,0,0,0,1185,0,0,0,3443,56468252800
257,0,0,0,1185,0,0,0,3443,56638693400
257,0,0,0,1185,0,0,0,3443,57285160300
257,0,0,0,1186,0,0,0,3443,57867359400
257,0,0,0,1186,0,0,0,3443,58026849000
257,0,0,0,1186,0,0,0,3443,58265832700
257,0,0,0,1186,0,0,0,3443,58817002600
257,0,0,0,1186,0,0,0,3443,59512746300
258,0,0,0,1186,0,0,0,3459,60736276900
