Message ID,Issuance Time (unix),Confirmation Time (ns),ParentID,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685801498,387877200,0,1,19,722431600
2,1685801499,319592800,1,2,20,722510800
5,1685801499,314999900,2,3,23,761382200
7,1685801499,276900300,5,4,25,775105100
17,1685801499,145789400,7,5,28,849512900
19,1685801499,265371400,17,6,33,987714500
20,1685801499,265349900,19,7,34,987787400
23,1685801499,399846000,20,8,44,1160749300
25,1685801499,385896900,23,9,45,1160964900
28,1685801499,377554200,25,10,49,1226961100
33,1685801499,298171900,28,11,54,1285761500
34,1685801499,306478200,33,12,55,1294207200
44,1685801499,146550000,34,13,56,1307213000
45,1685801499,249948200,44,14,60,1410800200
3,1685801499,1001291100,0,15,60,1410887500
4,1685801499,995889100,3,16,60,1411007100
49,1685801499,294056700,45,17,67,1520916500
54,1685801499,303345200,49,18,70,1589093100
55,1685801499,353079100,54,19,71,1647278000
56,1685801499,442291900,55,20,74,1749507800
60,1685801500,3600188400,56,21,283,5010909300
67,1685801500,3540149700,60,22,287,5060998400
70,1685801500,3472113700,67,23,288,5061124400
71,1685801500,3414022600,70,24,289,5061230300
8,1685801499,4557397900,4,25,289,5061263600
74,1685801500,3312138700,71,26,290,5061526500
14,1685801499,4444484400,8,27,290,5061783700
15,1685801499,4436580100,14,28,290,5061954900
118,1685801501,2478357900,74,29,291,5062710400
284,1685801503,51885100,118,30,292,5062826800
288,1685801503,2105400,284,31,293,5063137400
289,1685801503,2804000,288,32,294,5063955000
9,1685801499,4526619200,0,33,294,5064140100
21,1685801499,4333838200,15,34,294,5064498700
290,1685801503,3344500,289,35,295,5064785900
6,1685801499,5734858100,0,36,345,6210563300
24,1685801499,6871286900,8,37,446,7639071400
10,1685801499,7066109300,9,38,446,7639173000
291,1685801503,2576755300,290,39,447,7639384700
292,1685801503,2576794300,291,40,448,7639541700
293,1685801503,2576625000,292,41,449,7639671000
294,1685801503,2575856900,293,42,450,7639723400
35,1685801499,6561261700,24,43,450,7639976000
295,1685801503,2575476900,294,44,451,7640160300
447,1685801506,1061300,295,45,452,7640351800
448,1685801506,1010500,447,46,453,7640427500
38,1685801499,6558945500,21,47,453,7640815800
51,1685801499,6381478700,38,48,453,7640916400
80,1685801500,5738876700,51,49,453,7641032500
95,1685801500,5496300200,80,50,453,7641096600
13,1685801499,7043397900,0,51,453,7641235500
18,1685801499,6925337000,2,52,453,7641733300
449,1685801506,2550200,448,53,454,7642123300
450,1685801506,2502000,449,54,455,7642212200
41,1685801499,6511222100,25,55,455,7642358800
64,1685801500,6145142100,41,56,455,7642552400
43,1685801499,6482050500,35,57,455,7642698400
451,1685801506,3361500,450,58,456,7643434800
452,1685801506,3338300,451,59,457,7643618200
453,1685801506,4412000,452,60,458,7644832500
454,1685801506,2898900,453,61,459,7644963900
455,1685801506,2913700,454,62,460,7645068700
456,1685801506,1754400,455,63,461,7645181700
457,1685801506,8596600,456,64,462,7652157300
96,1685801500,5495643100,95,65,462,7652708500
32,1685801499,6709603500,13,66,462,7653304100
11,1685801499,7067944500,6,67,462,7653438700
89,1685801500,5590908800,74,68,462,7653944200
57,1685801499,6342396800,43,69,462,7654326800
26,1685801499,6836801400,11,70,462,7654696800
68,1685801500,6133882300,26,71,462,7655086300
138,1685801501,4508201600,68,72,462,7655175400
139,1685801501,4509384600,138,73,462,7656739000
81,1685801500,5722136700,57,74,462,7657610700
82,1685801500,5721661000,81,75,462,7657640800
120,1685801501,5001388300,82,76,462,7657937100
458,1685801506,15397300,457,77,463,7660167000
459,1685801506,15664000,458,78,464,7660540000
42,1685801499,9530942700,23,79,636,10684867200
16,1685801499,11196052000,5,80,713,11894720600
37,1685801499,10814635700,16,81,713,11894844100
140,1685801501,8741658300,42,82,713,11894874100
90,1685801500,9808263300,37,83,713,11895357300
29,1685801499,10999398200,7,84,713,11895539700
141,1685801501,8742213100,140,85,713,11895693700
148,1685801501,8679459000,141,86,713,11895882500
110,1685801501,9442579300,90,87,713,11896013400
50,1685801499,10656375000,34,88,713,11896191500
142,1685801501,10280752400,139,89,806,13444699700
460,1685801506,5799740800,459,90,807,13444736900
97,1685801500,11287369900,96,91,807,13444998000
98,1685801500,11287333300,97,92,807,13445102900
99,1685801500,11287270800,98,93,807,13445174000
100,1685801500,11286719200,99,94,807,13445391300
184,1685801502,9608665500,100,95,807,13445494900
185,1685801502,9608509100,184,96,807,13445599100
186,1685801502,9608570600,185,97,807,13445720000
187,1685801502,9608533900,186,98,807,13445737700
27,1685801499,12626931700,7,99,807,13446079600
31,1685801499,12509206100,18,100,807,13446294200
143,1685801501,10280423100,142,101,807,13446397400
103,1685801500,11192817900,50,102,807,13446481400
144,1685801501,10279135600,143,103,807,13446556500
104,1685801500,11192630100,103,104,807,13446918400
93,1685801500,11303599300,64,105,807,13447134000
461,1685801506,7320362400,460,106,988,14965468800
462,1685801506,7313944100,461,107,989,14965943100
76,1685801500,13149276100,51,108,990,14967561600
463,1685801506,7308060400,462,109,991,14968053200
464,1685801506,7308074700,463,110,992,14968347700
169,1685801502,11207208200,64,111,992,14969017800
170,1685801502,11207621300,169,112,992,14969509900
77,1685801500,13132248300,32,113,992,14969715600
145,1685801501,11802423100,144,114,992,14970176100
78,1685801500,13133458600,77,115,992,14971544300
88,1685801500,12934436100,78,116,992,14972349600
46,1685801499,13795386900,29,117,992,14972553500
66,1685801500,18436238600,27,118,1337,19946371300
168,1685801502,16264460900,66,119,1342,20021488300
58,1685801499,18688354100,31,120,1342,20038078800
63,1685801500,18585542300,58,121,1342,20038580300
72,1685801500,18376522900,63,122,1342,20039622300
62,1685801500,18638643100,21,123,1342,20069303300
188,1685801502,16232295300,187,124,1342,20069650900
189,1685801502,16232167100,188,125,1342,20069795300
122,1685801501,17397023600,72,126,1342,20070599400
94,1685801500,17927143600,93,127,1342,20070751000
231,1685801502,15854294600,104,128,1342,20071391500
232,1685801502,15849941400,231,129,1342,20071559900
121,1685801501,17411498100,104,130,1342,20071889000
190,1685801502,16234453900,189,131,1342,20072384000
191,1685801502,16234485600,190,132,1342,20072776000
192,1685801502,16234867500,191,133,1342,20073406500
236,1685801502,15734680400,192,134,1342,20073707000
149,1685801501,16857825200,148,135,1342,20074537800
254,1685801503,15546524800,232,136,1342,20074610000
807,1685801512,6630326700,464,137,1343,20075057700
112,1685801501,17607340800,88,138,1343,20075334600
328,1685801504,14294226600,254,139,1343,20075562800
126,1685801501,17365955200,120,140,1343,20076546500
205,1685801502,16081893400,126,141,1343,20076892800
950,1685801513,5592683100,807,142,1344,20107004400
989,1685801513,5141779500,950,143,1345,20107602500
40,1685801499,18993362700,17,144,1345,20108842600
59,1685801500,20182191900,20,145,1446,21591533700
79,1685801500,19721409300,59,146,1446,21591889600
393,1685801505,14599354000,79,147,1446,21592003000
154,1685801502,18109178100,122,148,1446,21592295000
201,1685801502,17629857000,154,149,1446,21592403200
146,1685801501,18391610300,76,150,1446,21592518700
175,1685801502,17811337600,168,151,1446,21592808400
176,1685801502,17810454000,175,152,1446,21592936400
162,1685801502,17967286900,89,153,1446,21593870900
101,1685801500,19421575400,74,154,1446,21594012000
111,1685801501,19136643700,66,155,1446,21594251400
250,1685801503,17082099300,176,156,1446,21594612900
102,1685801500,19391343500,49,157,1446,21594744900
275,1685801503,16637401800,250,158,1446,21594886100
129,1685801501,18662258600,89,159,1446,21595159500
119,1685801501,18953252800,101,160,1446,21595860100
12,1685801499,21002727100,10,161,1446,21596132400
22,1685801499,20837478300,12,162,1446,21596255300
36,1685801499,20517605000,15,163,1446,21596888000
151,1685801501,18741155400,149,164,1481,22076417100
47,1685801499,20870233200,36,165,1481,22076734500
220,1685801502,18023318100,94,166,1481,22085431500
202,1685801502,18116371800,121,167,1481,22085714400
255,1685801503,17576961700,236,168,1481,22105586400
273,1685801503,17169793000,255,169,1481,22105934200
48,1685801499,20902585900,47,170,1481,22109186000
65,1685801500,20607129200,62,171,1481,22110832300
83,1685801500,20167256400,22,172,1481,22113228100
391,1685801505,15139168000,46,173,1481,22113585800
223,1685801502,18014588600,220,174,1481,22114029500
182,1685801502,18287612000,151,175,1481,22115457600
117,1685801501,19534511200,74,176,1481,22115542900
132,1685801501,19114721500,42,177,1482,22143954600
52,1685801499,20880624300,48,178,1482,22144820300
163,1685801502,18530331100,129,179,1482,22157521900
155,1685801502,18672036900,110,180,1482,22158062600
281,1685801503,17149723700,201,181,1482,22158274300
307,1685801503,16964275000,281,182,1482,22158624900
318,1685801503,16813290700,307,183,1482,22158879700
991,1685801513,7192036200,989,184,1483,22159954600
992,1685801513,7192407900,991,185,1484,22160602900
116,1685801501,19833134500,52,186,1487,22392649100
84,1685801500,20440048800,83,187,1487,22392916200
91,1685801500,21733319700,84,188,1582,23841683600
300,1685801503,18977122400,91,189,1622,24121903800
302,1685801503,19647534000,116,190,1654,24806481100
303,1685801503,20002657400,302,191,1692,25162640200
305,1685801503,19972777400,303,192,1692,25162691400
350,1685801504,18916523800,305,193,1692,25162881500
206,1685801502,21167872200,205,194,1692,25162971300
207,1685801502,21165399800,206,195,1692,25163136200
137,1685801501,22043859600,89,196,1692,25163381500
404,1685801505,18075496900,391,197,1692,25163430900
158,1685801502,21601739700,112,198,1692,25163583700
245,1685801503,20733093100,158,199,1692,25163661800
279,1685801503,20167573500,245,200,1692,25163947400
196,1685801502,21223212700,51,201,1692,25164135500
405,1685801505,18047684300,404,202,1692,25164161200
128,1685801501,22330545100,74,203,1692,25164648500
1343,1685801518,5090813000,992,204,1693,25165677500
166,1685801502,21514939200,46,205,1693,25167114300
167,1685801502,21500171400,166,206,1693,25167237500
123,1685801501,22492827300,102,207,1693,25167538500
174,1685801502,21399579400,167,208,1693,25167770000
217,1685801502,21132694500,128,209,1693,25168586700
1344,1685801518,5086337700,1343,210,1694,25169056700
164,1685801502,21539367500,76,211,1694,25169390400
1345,1685801518,5062110200,1344,212,1695,25169532300
1483,1685801520,3010479700,1345,213,1697,25169962100
431,1685801506,17743109900,328,214,1697,25170136600
432,1685801506,17739727700,431,215,1697,25170422200
331,1685801504,19328138600,76,216,1697,25170990800
332,1685801504,19327816300,331,217,1697,25171112500
280,1685801503,20163837300,273,218,1697,25171564000
306,1685801503,19978385200,280,219,1697,25172139600
317,1685801503,19862151600,306,220,1697,25172307600
213,1685801502,21154344600,155,221,1697,25172800800
214,1685801502,21154285100,213,222,1697,25172838700
252,1685801503,20651764300,214,223,1697,25173048200
256,1685801503,20643864600,252,224,1697,25173211600
539,1685801507,15939900800,256,225,1697,25173230200
639,1685801509,15589923600,539,226,1779,26343697700
640,1685801509,15937840300,639,227,1787,26691924700
641,1685801509,17136548700,640,228,1847,27890892700
642,1685801509,17120901300,641,229,1847,27890964700
643,1685801509,17121108800,642,230,1847,27891264900
644,1685801509,17121179100,643,231,1847,27891437500
645,1685801509,17121145400,644,232,1847,27891487300
296,1685801503,22781578000,119,233,1847,27892053200
124,1685801501,25218092400,123,234,1847,27892926600
125,1685801501,25218202000,124,235,1847,27893116200
161,1685801502,24308489900,125,236,1847,27894490600
130,1685801501,24914713800,54,237,1847,27894908300
646,1685801509,17124688900,645,238,1847,27895112800
308,1685801503,22698032800,65,239,1849,27895516000
312,1685801503,22645334500,308,240,1850,27895648800
500,1685801506,19549950600,312,241,1851,27895811000
501,1685801506,19537585800,500,242,1851,27895845000
106,1685801500,25807028600,34,243,1876,28138109600
107,1685801500,25755966100,106,244,1876,28138293900
208,1685801502,24140717500,207,245,1876,28138566100
647,1685801509,17368416500,646,246,1876,28138927600
301,1685801503,22993993300,300,247,1876,28139075200
320,1685801504,22688146100,275,248,1876,28139291400
466,1685801506,20339272200,320,249,1876,28140136000
467,1685801506,21480101000,466,250,1958,29294448400
494,1685801506,22188454300,467,251,2013,30339423400
515,1685801507,21692806900,494,252,2013,30339703900
970,1685801513,15537724100,515,253,2013,30340086200
971,1685801513,15533354800,970,254,2013,30340273500
972,1685801513,15533404100,971,255,2013,30340458900
973,1685801513,15533455700,972,256,2013,30340675200
218,1685801502,26300715500,145,257,2013,30341424000
228,1685801502,26169495600,218,258,2013,30341796500
559,1685801508,20638824800,228,259,2013,30342328000
571,1685801508,20505648000,559,260,2013,30342508800
572,1685801508,20505555700,571,261,2013,30342545500
573,1685801508,20505657500,572,262,2013,30342763100
574,1685801508,20504473200,573,263,2013,30343037800
575,1685801508,20504704100,574,264,2013,30343346500
577,1685801508,20486681400,575,265,2013,30343524400
336,1685801504,26138111300,111,266,2132,32109303100
974,1685801513,17301620300,973,267,2132,32109431700
975,1685801513,17298412600,974,268,2132,32109499000
976,1685801513,17298532200,975,269,2132,32109790700
329,1685801504,26324367300,301,270,2133,32111042000
134,1685801501,29040290300,130,271,2133,32111160800
285,1685801503,27086219700,134,272,2133,32111323400
343,1685801504,25917731600,329,273,2133,32111455500
369,1685801505,25468713700,343,274,2133,32111563100
370,1685801505,25468694500,369,275,2133,32111720600
667,1685801509,21142179600,370,276,2133,32111916500
498,1685801506,23847420000,405,277,2133,32112533200
239,1685801502,27749785600,182,278,2133,32113114100
508,1685801507,23643436800,498,279,2133,32113262400
514,1685801507,23546536100,508,280,2133,32113588600
333,1685801504,26242869900,137,281,2133,32114450500
357,1685801505,25682484900,296,282,2133,32114561800
487,1685801506,24042112800,350,283,2133,32114904400
488,1685801506,24041391000,487,284,2133,32115010100
1484,1685801520,9954751800,1483,285,2134,32115195900
160,1685801502,28535672400,89,286,2134,32115393200
1693,1685801523,6950010700,1484,287,2135,32115580500
262,1685801503,27481724400,208,288,2135,32116195000
276,1685801503,27158488900,262,289,2135,32116301800
418,1685801505,24830942300,276,290,2135,32116680400
419,1685801505,24830309800,418,291,2135,32116847600
549,1685801508,22604309300,419,292,2135,32116949300
687,1685801509,20918412000,549,293,2135,32117061600
688,1685801509,20917570100,687,294,2135,32117161400
689,1685801509,20917476300,688,295,2135,32117254000
435,1685801506,24664159200,161,296,2135,32118137700
152,1685801502,28675659000,40,297,2135,32119221200
153,1685801502,28640500200,152,298,2135,32119305700
263,1685801503,27464832400,153,299,2135,32119504900
30,1685801499,31466410300,7,300,2142,32381575100
476,1685801506,27124442900,317,301,2326,35064089500
