Message ID,Issuance Time (unix),Confirmation Time (ns),Weight,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685355841,621922500,11,1,14,867919200
1,1685355841,681492100,15,2,15,927440200
1,1685355841,739520700,18,3,17,985465900
1,1685355841,843191300,23,4,20,1089138300
2,1685355841,790188200,14,5,22,1143389000
1,1685355841,920008500,26,6,24,1165955500
1,1685355841,983948800,29,7,27,1229896200
1,1685355841,1008298900,33,8,28,1254245900
1,1685355841,1023210500,37,9,28,1269155300
1,1685355841,1032898700,41,10,28,1278844200
1,1685355841,1036210600,45,11,28,1282155800
1,1685355841,1055714200,49,12,30,1301658400
1,1685355841,1066039900,55,13,31,1311984800
9,1685355842,735804000,14,14,35,1364918600
1,1685355841,1118978900,59,15,35,1364922600
14,1685355842,505527100,14,16,36,1373319900
9,1685355842,744225800,20,17,36,1373340100
1,1685355841,1127409200,66,18,36,1373352500
1,1685355841,1164839900,74,19,38,1410786800
8,1685355842,833535100,12,20,39,1455397500
1,1685355841,1209468100,79,21,39,1455412000
6,1685355842,955153100,11,22,40,1492988300
1,1685355841,1247048700,84,23,40,1492991900
1,1685355841,1254220300,89,24,42,1500167800
6,1685355842,982674200,15,25,43,1520511400
1,1685355841,1274575000,93,26,43,1520518500
1,1685355841,1292487900,98,27,43,1538432600
6,1685355842,1005738000,19,28,43,1543573000
1,1685355841,1297634900,103,29,43,1543578200
3,1685355841,1205382600,14,30,44,1561287000
2,1685355841,1208093600,20,31,44,1561291700
1,1685355841,1369209900,108,32,44,1615155300
17,1685355842,637132900,14,33,45,1622479400
14,1685355842,754709800,20,34,45,1622483800
9,1685355842,993373500,27,35,45,1622486700
1,1685355841,1376546100,112,36,45,1622489500
1,1685355841,1401579600,118,37,46,1647525300
8,1685355842,1142491500,16,38,48,1764368300
1,1685355841,1518429500,123,39,48,1764372700
17,1685355842,779094500,17,40,48,1764440000
14,1685355842,896668300,24,41,48,1764442200
9,1685355842,1135331100,32,42,48,1764443900
1,1685355841,1518502300,129,43,48,1764445700
1,1685355841,1518574200,136,44,48,1764517500
1,1685355841,1518584200,142,45,48,1764527300
17,1685355842,795180600,21,46,51,1780527100
14,1685355842,912757000,29,47,51,1780530700
9,1685355842,1151419800,38,48,51,1780532500
1,1685355841,1534591400,147,49,51,1780534500
8,1685355842,1233911000,21,50,51,1855773300
1,1685355841,1609840400,156,51,51,1855783900
4,1685355841,1418302100,14,52,51,1855855500
3,1685355841,1499957100,20,53,51,1855861100
2,1685355841,1502666500,27,54,51,1855864700
1,1685355841,1724865100,162,55,57,1970810300
30,1685355842,669270700,14,56,57,1970865700
17,1685355842,985524000,27,57,57,1970868200
14,1685355842,1103096300,36,58,57,1970870000
9,1685355842,1341759100,46,59,57,1970871900
1,1685355841,1736695500,168,60,58,1982641400
6,1685355842,1444876700,23,61,58,1982710200
1,1685355841,1736768900,177,62,58,1982712100
35,1685355842,617934600,13,63,59,1982784000
30,1685355842,681196800,19,64,59,1982791800
17,1685355842,997450900,33,65,59,1982795500
14,1685355842,1115023900,43,66,59,1982797900
9,1685355842,1353688100,54,67,59,1982800900
1,1685355841,1736860500,183,68,59,1982803700
36,1685355842,609975100,12,69,60,1982877600
35,1685355842,618030200,18,70,60,1982879500
30,1685355842,681286300,25,71,60,1982881200
17,1685355842,997538900,40,72,60,1982883000
14,1685355842,1115110800,51,73,60,1982884200
9,1685355842,1353774200,63,74,60,1982887000
1,1685355841,1736945600,193,75,60,1982888800
6,1685355842,1445117400,28,76,60,1982951000
1,1685355841,1737009600,204,77,60,1982952700
7,1685355842,1374860900,14,78,60,1983004700
4,1685355841,1545455500,20,79,60,1983007000
3,1685355841,1627106300,27,80,60,1983008700
2,1685355841,1629812400,35,81,60,1983010500
1,1685355841,1884144300,209,82,67,2130089700
8,1685355842,1509080800,26,83,67,2130939100
1,1685355841,1884999500,215,84,67,2130942800
10,1685355842,1441762700,14,85,68,2145041700
1,1685355841,1899102400,222,86,68,2145045600
17,1685355842,1213568100,48,87,71,2198913800
14,1685355842,1331143400,60,88,71,2198916900
9,1685355842,1569805800,73,89,71,2198918500
1,1685355841,1952977300,229,90,71,2198920600
6,1685355842,1808412800,32,91,77,2346247600
1,1685355841,2111585700,237,92,77,2357530200
6,1685355842,1819767400,37,93,77,2357601200
1,1685355841,2111659900,243,94,77,2357603200
8,1685355842,1735809500,32,95,77,2357667500
1,1685355841,2111726400,249,96,77,2357669700
12,1685355842,1523216000,13,97,77,2357726100
7,1685355842,1749584700,19,98,77,2357728400
4,1685355841,1920179100,26,99,77,2357730800
3,1685355841,2001830500,34,100,77,2357733300
2,1685355841,2004537000,43,101,77,2357735200
5,1685355841,1908566600,14,102,77,2357750600
36,1685355842,984992000,17,103,78,2357894900
35,1685355842,993048500,24,104,78,2357897800
30,1685355842,1056305700,32,105,78,2357900600
17,1685355842,1372558800,53,106,78,2357902900
14,1685355842,1490133400,66,107,78,2357907100
9,1685355842,1728796700,80,108,78,2357909600
1,1685355841,2111968800,256,109,78,2357912100
19,1685355842,1284842300,12,110,78,2357984900
6,1685355842,1820154100,42,111,78,2357987400
1,1685355841,2112046000,268,112,78,2357989600
27,1685355842,1141873700,14,113,79,2368519900
5,1685355841,1919342700,20,114,79,2368527700
51,1685355843,598833800,14,115,82,2379288800
36,1685355842,1006390400,23,116,82,2379292900
35,1685355842,1014445800,31,117,82,2379295100
30,1685355842,1077702600,40,118,82,2379297600
17,1685355842,1393957400,62,119,82,2379301500
14,1685355842,1511530100,76,120,82,2379303700
9,1685355842,1750193400,91,121,82,2379306300
1,1685355841,2133365200,274,122,82,2379308600
59,1685355843,471220700,14,123,86,2453942300
51,1685355843,673493200,20,124,86,2453946200
36,1685355842,1081046000,30,125,86,2453948500
35,1685355842,1089101600,39,126,86,2453950800
30,1685355842,1152358800,49,127,86,2453953800
17,1685355842,1468611400,72,128,86,2453955500
14,1685355842,1586183700,87,129,86,2453957300
9,1685355842,1824855400,103,130,86,2453968300
1,1685355841,2208027400,287,131,86,2453970600
23,1685355842,1361340200,12,132,89,2508660000
12,1685355842,1674153400,18,133,89,2508663500
7,1685355842,1900522100,25,134,89,2508665800
4,1685355841,2071116500,33,135,89,2508668100
3,1685355841,2152767600,42,136,89,2508670100
2,1685355841,2155473800,52,137,89,2508671900
23,1685355842,1361407800,16,138,89,2508725500
12,1685355842,1674217200,23,139,89,2508727100
7,1685355842,1900584900,31,140,89,2508728300
4,1685355841,2071178200,40,141,89,2508729600
3,1685355841,2152829000,50,142,89,2508731200
2,1685355841,2155536000,61,143,89,2508733800
36,1685355842,1280969500,38,144,98,2653874100
35,1685355842,1289028400,48,145,98,2653877800
30,1685355842,1352284800,59,146,98,2653879600
17,1685355842,1668537500,83,147,98,2653881600
14,1685355842,1786109900,99,148,98,2653883600
9,1685355842,2024772600,116,149,98,2653885600
1,1685355841,2407945500,301,150,98,2653888900
15,1685355842,1726954300,14,151,98,2653982500
8,1685355842,2032127500,38,152,98,2653984500
1,1685355841,2408043200,311,153,98,2653986500
19,1685355842,1580918900,16,154,98,2654061400
6,1685355842,2116230100,47,155,98,2654063300
